,시작온도,종료온도,constant,count
0,155.0,1255.0,0.02039302929180571,1.0
1,265.3,1252.5,0.02912094395280236,1.0
2,376.38571428571424,1247.8857142857141,0.019138292567792682,7.0
3,525.9666666666667,1247.3666666666666,0.023053752670048604,9.0
4,616.4000000000001,1257.638888888889,0.0326723893878506,18.0
5,647.0,1184.7,0.04187694704049844,1.0
6,710.1939393939393,1252.1515151515152,0.03490623035915147,33.0
7,772.1,1257.0,0.03942276422764227,1.0
8,774.4,1187.3,0.02966235632183908,1.0
9,793.3874999999999,1256.4,0.0627169153827994,8.0
10,812.5,1204.7,0.03914171656686627,1.0
11,832.4625000000001,1257.1375,0.0796883782207264,8.0
12,916.25,1257.1000000000001,0.0977758988361892,6.0
13,1070.6,1274.3,0.016975000000000004,1.0
