,시작온도,종료온도,constant,count
0,91.7,1238.1999999999998,0.055805306919398,2.0
1,264.95,1236.15,0.09822133951230277,2.0
2,329.5,1238.4,0.054490407673860916,1.0
3,411.8,653.1,0.16756944444444447,1.0
4,509.0285714285714,1246.3357142857142,0.05074749092653454,14.0
5,609.4866666666668,1251.2666666666667,0.05539852969921444,15.0
6,669.92,1251.22,0.0737973760315037,5.0
7,756.9909090909091,1244.7136363636362,0.0957178495964401,22.0
8,850.8176470588234,1253.4529411764706,0.1211532520371707,17.0
9,931.2300000000001,1251.3000000000002,0.12154761320415494,10.0
10,1041.2076923076925,1252.7076923076922,0.16794905860330342,13.0
11,1097.3,1259.2,0.1587254901960785,1.0
12,1174.8,1248.9,0.06265972222222223,2.0
