,시작온도,종료온도,constant,count
0,35.4,1001.8,0.0745679012345679,1.0
1,54.05,1257.7,0.06936681474758573,2.0
2,376.62857142857143,1256.2428571428572,0.08172050835381765,7.0
3,444.9,1007.4,0.1913265306122449,1.0
4,505.12,1259.6799999999998,0.17042924142041482,5.0
5,624.842857142857,1255.9214285714284,0.1643756979271702,14.0
6,726.7181818181821,1252.709090909091,0.2695524726257057,22.0
7,832.2000000000003,1254.7133333333334,0.24185524714294182,15.0
8,909.3,1253.8,0.1987999931072512,5.0
9,1000.9285714285713,1257.357142857143,0.09044151292483482,7.0
