,시작온도,종료온도,constant,count
0,63.26666666666667,1251.7,0.04835436272941937,3.0
1,233.3,1252.6,0.054801955775416966,2.0
2,291.8,1252.15,0.043915434565434563,2.0
3,412.76666666666665,1249.9333333333332,0.0329450969314397,3.0
4,504.311111111111,1247.5444444444443,0.16917945857956168,9.0
5,586.0333333333334,1262.5666666666666,0.22165678744616124,3.0
6,704.7933333333334,1255.7333333333333,0.24548666170312528,15.0
7,850.6526315789473,1254.9947368421053,0.2578494342538966,19.0
8,948.0315789473685,1257.3473684210526,0.20291812286318037,19.0
9,1029.6846153846154,1245.0461538461539,0.18836930575904973,13.0
10,1092.4666666666667,1252.0000000000002,0.13039193624003761,3.0
11,1151.8000000000002,1255.6,0.1339781746031744,2.0
