,시작온도,종료온도,constant,count
0,356.2857142857143,1250.1,0.025943190836063067,7.0
1,374.2,951.3,0.14355721393034823,1.0
2,414.6,1247.9,0.027447299077733862,1.0
3,542.175,1251.05,0.038936792924021094,4.0
4,624.55,1249.15,0.09704162593678722,2.0
5,712.3272727272728,1245.3090909090909,0.26644924833569444,11.0
6,761.4,1169.3,0.2266111111111111,1.0
7,772.425,1245.175,0.39898755966202276,4.0
8,783.5,1170.5,0.23035714285714284,1.0
9,828.6181818181818,1247.6969696969697,0.22192036841656385,33.0
10,904.8,1248.142857142857,0.3295163906142167,7.0
11,924.7,1178.4,0.2642708333333334,1.0
12,954.3529411764706,1244.7647058823527,0.25390906934119595,17.0
13,1033.25,1251.3625000000002,0.19323777740486414,8.0
14,1105.1,1249.4,0.07073529411764715,1.0
