,시작온도,종료온도,시간(총),velocity,constant,prediction,error,mape
0,80.7,1260.6,29580.0,0.039888438133874236,0.039888438133874236,29580.0,0.0,0.0
1,188.0,1260.7,21900.0,0.04898173515981735,0.04898173515981735,21900.0,0.0,0.0
2,240.2,1241.8,8460.0,0.11839243498817965,0.08289940101468908,12082.113836052022,3622.1138360520217,42.81458435049671
3,245.9,1258.5,21360.0,0.0474063670411985,0.08289940101468908,12214.804782733903,9145.195217266097,42.81458435049671
4,326.3,1253.5,26460.0,0.035041572184429326,0.06350677368015212,14600.017388220424,11859.982611779576,44.8223076786832
5,358.9,1260.7,18240.0,0.049440789473684216,0.06350677368015212,14200.060052520685,4039.9399474793154,22.148793571706772
6,367.4,1248.4,33000.0,0.0266969696969697,0.06350677368015212,13872.535935097276,19127.464064902724,57.962012317887044
7,384.0,1259.1,31560.0,0.027728136882129276,0.06350677368015212,13779.632459481978,17780.367540518022,56.33830019175545
8,388.2,1256.3,3960.0,0.2192171717171717,0.06350677368015212,13669.407996887561,9709.407996887561,245.18707062847378
9,392.2,1254.3,37620.0,0.02291600212652844,0.06350677368015212,13574.929886092348,24045.070113907652,63.915656868441395
10,461.3,1264.8,32640.0,0.02461703431372549,0.12282897866374295,6541.6159015672065,26098.384098432794,79.95828461529655
11,468.5,1261.1,9840.0,0.08054878048780487,0.12282897866374295,6452.874627980295,3387.1253720197046,34.42200581320838
12,468.6,1259.3,7920.0,0.09983585858585858,0.12282897866374295,6437.405965611934,1482.5940343880657,18.71962164631396
13,495.5,1246.0,2220.0,0.33806306306306305,0.12282897866374295,6110.121635502413,3890.1216355024126,175.23070430191046
14,519.0,1255.1,27480.0,0.026786754002911205,0.12282897866374295,5992.885457552732,21487.114542447267,78.19182875708613
15,520.2,1255.3,7260.0,0.10125344352617079,0.12282897866374295,5984.744056306226,1275.2559436937736,17.56550886630542
16,524.9,1249.5,3840.0,0.18869791666666666,0.12282897866374295,5899.259343217919,2059.259343217919,53.626545396299974
17,547.3,1263.3,3120.0,0.22948717948717948,0.21645451566951568,3307.854298097407,187.85429809740708,6.0209710928656115
18,552.1,1274.5,3000.0,0.2408,0.21645451566951568,3337.421710817831,337.4217108178309,11.247390360594363
19,556.7,1256.4,3780.0,0.1851058201058201,0.21645451566951568,3232.5497938250783,547.4502061749217,14.482809687167242
20,560.8,1259.9,3360.0,0.20806547619047622,0.21645451566951568,3229.777848882539,130.22215111746118,3.8756592594482497
21,570.5,1253.2,3120.0,0.21881410256410258,0.21645451566951568,3154.0113537864527,34.01135378645267,1.0901074931555343
22,614.5,1261.7,2100.0,0.30819047619047624,0.2558051072149122,2530.051127776199,430.0511277761989,20.478625132199944
23,619.1,1260.6,1140.0,0.562719298245614,0.2558051072149122,2507.7685390426936,1367.7685390426936,119.97969640725384
24,623.6,1274.2,3720.0,0.17489247311827957,0.2558051072149122,2543.3424964944297,1176.6575035055703,31.630578051225005
25,634.1,1256.4,2580.0,0.2412015503875969,0.2558051072149122,2432.711398045625,147.28860195437483,5.708860540867241
26,635.0,1247.9,1740.0,0.3522413793103449,0.2558051072149122,2395.9646727658105,655.9646727658105,37.69911912447187
