,시작온도,종료온도,constant,count
0,44.7,1247.6,0.10842438398431306,2.0
1,356.2857142857143,1250.1,0.025943190836063067,7.0
2,374.2,951.3,0.14355721393034823,1.0
3,766.3818181818182,1244.3893939393938,0.2509974042057193,66.0
4,975.8599999999999,1244.7666666666667,0.23181868643743586,30.0
