,시작온도,종료온도,시간(총),velocity,constant,prediction,error,mape
0,155.0,1255.0,53940.0,0.02039302929180571,0.02039302929180571,53939.99999999999,7.275957614183426e-12,1.3488983341089036e-14
1,265.3,1252.5,33900.0,0.02912094395280236,0.02912094395280236,33900.0,0.0,0.0
2,354.5,1251.4,49020.0,0.018296613627090987,0.019138292567792682,46864.15973749764,2155.840262502359,4.397878952473193
3,365.5,1243.6,49560.0,0.017717917675544793,0.019138292567792682,45881.83595216487,3678.164047835133,7.421638514598734
4,365.6,1250.8,58800.0,0.015054421768707481,0.019138292567792682,46252.819934923515,12547.180065076485,21.338741607272933
5,373.3,1254.1,45120.0,0.01952127659574468,0.019138292567792682,46022.91436814351,902.9143681435089,2.00114000031806
6,374.5,1250.0,47460.0,0.018447113358617782,0.019138292567792682,45745.98266270396,1714.0173372960417,3.6114988143616555
7,390.1,1252.9,54360.0,0.015871964679911702,0.019138292567792682,45082.39159495257,9277.608405047431,17.066976462559662
8,411.2,1232.4,28260.0,0.029058740268931352,0.019138292567792682,42908.73896357795,14648.738963577947,51.835594350948156
9,468.5,1229.1,24300.0,0.03130041152263374,0.023053752670048604,32992.459444061366,8692.459444061366,35.7714380414048
10,480.5,1256.0,26580.0,0.02917607223476298,0.023053752670048604,33638.77504453009,7058.775044530092,26.55671574315309
11,511.7,1216.6,82860.0,0.008507120444122615,0.023053752670048604,30576.366897342694,52283.6331026573,63.09876068387317
12,535.8,1252.5,32280.0,0.022202602230483273,0.023053752670048604,31088.214151405184,1191.7858485948163,3.692025553267709
13,536.3,1252.2,36000.0,0.019886111111111115,0.023053752670048604,31053.512642655187,4946.487357344813,13.740242659291146
14,542.3,1250.6,37800.0,0.018738095238095238,0.023053752670048604,30723.848309530193,7076.151690469807,18.719978017115892
15,542.7,1256.0,48240.0,0.014786484245439468,0.023053752670048604,30940.732739217685,17299.267260782315,35.86083594689535
16,548.4,1256.1,21900.0,0.03231506849315068,0.023053752670048604,30697.822177967693,8797.822177967693,40.1727040089849
17,567.5,1257.2,22560.0,0.0305718085106383,0.023053752670048604,29917.038231092723,7357.038231092723,32.61098506690037
18,580.9,1253.6,16860.0,0.03989916963226571,0.0326723893878506,20589.250208010406,3729.250208010406,22.11892175569636
19,583.9,1257.0,26580.0,0.02532355154251317,0.0326723893878506,20601.49296121868,5978.507038781321,22.492502027017764
20,588.5,1257.8,24600.0,0.02720731707317073,0.0326723893878506,20485.186805740097,4114.813194259903,16.72688290349554
21,595.9,1259.0,17640.0,0.037590702947845805,0.0326723893878506,20295.424131011892,2655.4241310118923,15.053424778978982
22,602.4,1256.4,38820.0,0.016846986089644515,0.0326723893878506,20016.90149552372,18803.09850447628,48.43662675032529
23,603.3,1253.5,35160.0,0.018492605233219567,0.0326723893878506,19900.595340045144,15259.404659954856,43.39989948792621
24,608.0,1269.5,10500.0,0.063,0.0326723893878506,20246.453118178808,9746.453118178808,92.82336303027436
25,616.6,1255.2,21960.0,0.029080145719489983,0.0326723893878506,19545.555497005273,2414.4445029947274,10.994738173928631
26,619.7,1257.1,20280.0,0.03142998027613412,0.0326723893878506,19508.827237380454,771.1727626195461,3.8026270346131463
27,621.4,1256.3,28620.0,0.02218378756114605,0.0326723893878506,19432.31002982876,9187.68997017124,32.10234091604207
28,629.9,1256.3,24060.0,0.02603491271820449,0.0326723893878506,19172.151524152992,4887.848475847008,20.315247198034115
