,가열로번호,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,cycle,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,3,560.5,8/4/2019 4:14,8/4/2019 6:48,9240,876.8,1243.0,8,88000,11000,ALLOY,1,0,0,1860,17,8,88000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88000,11000,0,0,0,0,누락없음,4500,8/4/2019,야간,일,안겹침,이상없음,3,0,A,주말,0
1,1,792.5,8/6/2019 15:45,8/6/2019 18:29,9840,502.6,1258.1,2,27048,13524,ALLOY,1,0,0,61260,15,2,27048,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27048,13524,0,0,0,0,누락없음,9720,8/7/2019,주간,화,안겹침,이상없음,3,0,A,평일,0
2,1,159.9,8/7/2019 19:01,8/7/2019 19:35,2040,834.9,1260.8,3,41648,14600,ALLOY,1,0,0,480,16,2,27048,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41648,14600,0,0,0,0,강종누락,1980,8/8/2019,주간,수,안겹침,이상없음,2,0,A,평일,0
3,4,786.9,8/8/2019 2:53,8/8/2019 4:14,4860,742.2,1263.8,3,32600,13800,CARBON,0,1,0,14820,23,0,0,0,2,27600,13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5000,5000,2,27600,13800,0,강종누락,4800,8/8/2019,야간,목,안겹침,이상없음,7,0,C,평일,0
4,2,206.4,8/15/2019 1:58,8/15/2019 2:41,2580,1003.6,1256.5,6,96600,16100,ALLOY,1,0,0,10560,11,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,0,누락없음,2520,8/15/2019,야간,목,안겹침,이상없음,11,0,A,평일,0
5,1,329.8,8/16/2019 18:00,8/16/2019 19:10,4200,637.3,1242.8,5,55420,12310,SUS,0,0,1,23880,22,0,0,0,4,49240,12310,1,6180,6180,0,0,0,0,0,0,0,0,0,0,0,0,1,6180,6180,4,49240,12310,0,누락없음,3960,8/16/2019,주간,금,안겹침,이상없음,3,0,CS,평일,0
6,1,188.4,8/17/2019 23:04,8/18/2019 1:27,8580,573.7,659.3,4,31060,8330,SUS,0,0,1,55320,23,0,0,0,0,0,0,4,31060,8330,0,0,0,0,0,0,0,0,0,0,0,0,4,31060,8330,0,0,0,0,누락없음,-9900,8/19/2019,주간,토,안겹침,이상없음,5,0,S,주말,0
7,4,415.5,8/21/2019 17:17,8/21/2019 18:01,2640,817.2,1265.1,7,74350,19600,CARBON,0,1,0,8760,27,0,0,0,5,38900,10700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35450,19600,5,38900,10700,0,강종누락,2580,8/22/2019,주간,수,안겹침,이상없음,8,0,C,평일,0
8,4,1098.4,8/22/2019 18:41,8/22/2019 20:28,6420,864.4,1252.6,7,96150,22100,CARBON,0,1,0,2160,28,0,0,0,7,96150,22100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22100,22100,6,74050,15190,0,누락없음,6360,8/23/2019,주간,목,안겹침,이상없음,7,0,C,평일,0
9,2,84.3,8/26/2019 17:58,8/26/2019 18:12,840,1088.8,1262.3,2,46950,27350,CARBON,0,1,0,5160,16,0,0,0,1,27350,27350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46950,27350,0,0,0,0,강종누락,780,8/27/2019,주간,월,안겹침,이상없음,9,0,C,평일,0
