,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,21.44605024237382,30.44210132163557
1,22.349322369224147,33.74485831497564
2,22.4164545828836,29.94003125356389
3,22.25623631616782,33.61620641721853
4,22.512723872536107,28.187642318354644
5,21.91801613255551,32.27517136728552
6,21.972827699449326,28.756307740309296
7,21.300167462979143,30.333319621990345
8,23.23276964823405,32.02706851827329
9,21.8607626128615,31.73349027310622
average,22.1265330939265,31.105619714671292
