,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,25.386493162675336,24.796840898616264
1,16.459835510749322,33.89735172479356
2,21.209218433925084,33.26241343298239
3,24.05767232721502,27.32900096138583
4,19.181138273957487,33.44547133144226
5,19.627316512070692,23.31869736288944
6,25.343999639734044,40.909476743333194
7,20.890301072752322,39.283673954055125
8,18.539522146249745,45.95036979072367
9,21.109103215205206,24.327613222259696
average,21.180460029453425,32.652090942248144
