,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,16.1101101391936,22.220079218251964
1,19.89383540741385,24.092456918214122
2,19.506336839231725,28.195861253311094
3,18.664831710188356,28.760809084748796
4,19.052411745672355,26.89160222642371
5,17.432557772283683,28.6881402636534
6,19.571223507188773,27.513381585151752
7,18.229973936734133,23.808621954958234
8,19.858300614030394,35.571889944672876
9,15.892392785581825,24.33893094596502
average,18.421197445751865,27.0081773395351
