,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,23.48745179842304,28.41888054701415
1,24.23860354929663,35.22592213793976
2,24.020102154609212,33.87115025974681
3,23.705113107265706,33.52965834565266
4,24.776827156876717,30.698831392717807
5,23.812242593179203,28.683213588134848
6,24.496202532805544,30.74222413118247
7,24.660769808891764,28.743544710608525
8,25.56874545859225,30.675664702494785
9,25.174717737975733,32.00010612309498
average,24.39407758979158,31.258919593858685
