,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,33.492454528808594,12.981322152624411,19.585107803344727,8.735100611348793
1,17.408491134643555,15.668481669256302,15.534477233886719,12.927806068528286
2,28.251670837402344,43.06424926965972,23.60597038269043,47.9671657370134
3,11.18624210357666,25.842882387503195,7.405757904052734,21.63346049761431
4,37.76084899902344,84.05472959485081,23.397480010986328,84.69429959347796
5,57.97047424316406,114.78967562390106,61.38874435424805,133.9267390011936
6,68.68963623046875,41.21824412497077,33.013031005859375,44.23630633216577
7,44.409385681152344,8.129887045860308,26.615692138671875,7.004707705392185
8,62.18115234375,78.89417091906428,77.65875244140625,80.00212689187875
9,27.62041473388672,36.95042590735217,28.1556396484375,37.41255788039274
average,38.89707708358765,46.1594068695043,31.6360652923584,47.85402703190058
