,[1]_장입중량총합_시작온도_종료온도_MLP_0_0_시간(총),[1]_장입중량총합_시작온도_종료온도_MLP_1_1_시간(총),[1]_장입중량총합_시작온도_종료온도_MLP_2_2_시간(총),[1]_장입중량총합_시작온도_종료온도_MLP_3_3_시간(총),[1]_장입중량총합_시작온도_종료온도_MLP_4_4_시간(총),[1]_장입중량총합_시작온도_종료온도_MLP_5_5_시간(총),[2]_장입소재개수_시작온도_MLP_0_0_시간(총),[2]_장입소재개수_시작온도_MLP_1_1_시간(총),[2]_장입소재개수_시작온도_MLP_2_2_시간(총),[2]_장입소재개수_시작온도_MLP_3_3_시간(총),[2]_장입소재개수_시작온도_MLP_4_4_시간(총),[2]_장입소재개수_시작온도_MLP_5_5_시간(총),[3]_장입소재개수_시작온도_종료온도_MLP_0_0_시간(총),[3]_장입소재개수_시작온도_종료온도_MLP_1_1_시간(총),[3]_장입소재개수_시작온도_종료온도_MLP_2_2_시간(총),[3]_장입소재개수_시작온도_종료온도_MLP_3_3_시간(총),[3]_장입소재개수_시작온도_종료온도_MLP_4_4_시간(총),[3]_장입소재개수_시작온도_종료온도_MLP_5_5_시간(총),[4]_장장입중량총합_시작온도_MLP_0_0_시간(총),[4]_장장입중량총합_시작온도_MLP_1_1_시간(총),[4]_장장입중량총합_시작온도_MLP_2_2_시간(총),[4]_장장입중량총합_시작온도_MLP_3_3_시간(총),[4]_장장입중량총합_시작온도_MLP_4_4_시간(총),[4]_장장입중량총합_시작온도_MLP_5_5_시간(총),[5]_장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_0_0_시간(총),[5]_장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_1_1_시간(총),[5]_장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_2_2_시간(총),[5]_장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_3_3_시간(총),[5]_장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_4_4_시간(총),[5]_장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_5_5_시간(총),[6]_시작온도_종료온도_MLP_0_0_시간(총),[6]_시작온도_종료온도_MLP_1_1_시간(총),[6]_시작온도_종료온도_MLP_2_2_시간(총),[6]_시작온도_종료온도_MLP_3_3_시간(총),[6]_시작온도_종료온도_MLP_4_4_시간(총),[6]_시작온도_종료온도_MLP_5_5_시간(총),[13]_장입중량총합_장입소재개수_시작온도_MLP_0_0_시간(총),[13]_장입중량총합_장입소재개수_시작온도_MLP_1_1_시간(총),[13]_장입중량총합_장입소재개수_시작온도_MLP_2_2_시간(총),[13]_장입중량총합_장입소재개수_시작온도_MLP_3_3_시간(총),[13]_장입중량총합_장입소재개수_시작온도_MLP_4_4_시간(총),[13]_장입중량총합_장입소재개수_시작온도_MLP_5_5_시간(총),[17]_장입중량총합_장입소재개수_시작온도_MLP_0_0_시간(총),[17]_장입중량총합_장입소재개수_시작온도_MLP_1_1_시간(총),[17]_장입중량총합_장입소재개수_시작온도_MLP_2_2_시간(총),[17]_장입중량총합_장입소재개수_시작온도_MLP_3_3_시간(총),[17]_장입중량총합_장입소재개수_시작온도_MLP_4_4_시간(총),[17]_장입중량총합_장입소재개수_시작온도_MLP_5_5_시간(총),[18]_장입소재개수_시작온도_MLP_0_0_시간(총),[18]_장입소재개수_시작온도_MLP_1_1_시간(총),[18]_장입소재개수_시작온도_MLP_2_2_시간(총),[18]_장입소재개수_시작온도_MLP_3_3_시간(총),[18]_장입소재개수_시작온도_MLP_4_4_시간(총),[18]_장입소재개수_시작온도_MLP_5_5_시간(총),[19]_시작온도_종료온도_MLP_0_0_시간(총),[19]_시작온도_종료온도_MLP_1_1_시간(총),[19]_시작온도_종료온도_MLP_2_2_시간(총),[19]_시작온도_종료온도_MLP_3_3_시간(총),[19]_시작온도_종료온도_MLP_4_4_시간(총),[19]_시작온도_종료온도_MLP_5_5_시간(총),[20]_장입소재개수_시작온도_종료온도_MLP_0_0_시간(총),[20]_장입소재개수_시작온도_종료온도_MLP_1_1_시간(총),[20]_장입소재개수_시작온도_종료온도_MLP_2_2_시간(총),[20]_장입소재개수_시작온도_종료온도_MLP_3_3_시간(총),[20]_장입소재개수_시작온도_종료온도_MLP_4_4_시간(총),[20]_장입소재개수_시작온도_종료온도_MLP_5_5_시간(총)
0,38.25972366333008,40.9755744934082,56.94499588012695,66.42683410644531,70.63651275634766,69.71537780761719,41.32035446166992,41.318443298339844,34.587520599365234,33.24414825439453,33.70955276489258,32.04046630859375,44.59426294673573,44.59368899374297,38.11307577653365,37.06250566424745,42.308989784934305,45.40455604322029,70.62945556640625,71.72010040283203,71.52210235595703,72.29666900634766,71.01786804199219,70.69007873535156,47.94701385498047,47.665435791015625,47.729652404785156,46.433372497558594,60.44524383544922,84.85655975341797,62.558841705322266,62.5479621887207,68.39859008789062,67.8524169921875,66.48126220703125,64.25882720947266,54.7352409362793,54.636714935302734,54.392478942871094,53.923831939697266,52.1226921081543,49.14847183227539,59.56354588099888,57.57613743373326,54.58313555036273,53.92925251552037,53.56849714006697,55.824240112304686,50.571434020996094,49.979469299316406,47.53654861450195,47.819557189941406,47.2789306640625,46.818382263183594,51.70214582170759,51.68161740984235,49.91275242396763,49.34748764038086,49.38311418805804,49.88145708356585,50.153663635253906,50.175987243652344,44.29048156738281,50.288299560546875,49.18548583984375,43.10419464111328
average,38.25972366333008,40.9755744934082,56.94499588012695,66.42683410644531,70.63651275634766,69.71537780761719,41.32035446166992,41.318443298339844,34.587520599365234,33.24414825439453,33.70955276489258,32.04046630859375,44.59426294673573,44.59368899374297,38.11307577653365,37.06250566424745,42.308989784934305,45.40455604322029,70.62945556640625,71.72010040283203,71.52210235595703,72.29666900634766,71.01786804199219,70.69007873535156,47.94701385498047,47.665435791015625,47.729652404785156,46.433372497558594,60.44524383544922,84.85655975341797,62.558841705322266,62.5479621887207,68.39859008789062,67.8524169921875,66.48126220703125,64.25882720947266,54.7352409362793,54.636714935302734,54.392478942871094,53.923831939697266,52.1226921081543,49.14847183227539,59.56354588099888,57.57613743373326,54.58313555036273,53.92925251552037,53.56849714006697,55.824240112304686,50.571434020996094,49.979469299316406,47.53654861450195,47.819557189941406,47.2789306640625,46.818382263183594,51.70214582170759,51.68161740984235,49.91275242396763,49.34748764038086,49.38311418805804,49.88145708356585,50.153663635253906,50.175987243652344,44.29048156738281,50.288299560546875,49.18548583984375,43.10419464111328
