,장입소재개수_시작온도_MLP_0_0_시간(총),장입소재개수_시작온도_MLP_1_1_시간(총),장입소재개수_시작온도_MLP_2_2_시간(총),장입소재개수_시작온도_MLP_3_3_시간(총),장입소재개수_시작온도_MLP_4_4_시간(총),장입소재개수_시작온도_MLP_5_5_시간(총)
0,41.32035446166992,41.318443298339844,34.587520599365234,33.24414825439453,33.70955276489258,32.04046630859375
average,41.32035446166992,41.318443298339844,34.587520599365234,33.24414825439453,33.70955276489258,32.04046630859375
