,시작온도_종료온도_MLP_0_0_시간(총),시작온도_종료온도_MLP_1_1_시간(총),시작온도_종료온도_MLP_2_2_시간(총),시작온도_종료온도_MLP_3_3_시간(총),시작온도_종료온도_MLP_4_4_시간(총),시작온도_종료온도_MLP_5_5_시간(총)
0,51.70214582170759,51.68161740984235,49.91275242396763,49.34748764038086,49.38311418805804,49.88145708356585
average,51.70214582170759,51.68161740984235,49.91275242396763,49.34748764038086,49.38311418805804,49.88145708356585
