,장입소재개수_시작온도_MLP_0_0_시간(총),장입소재개수_시작온도_MLP_1_1_시간(총),장입소재개수_시작온도_MLP_2_2_시간(총),장입소재개수_시작온도_MLP_3_3_시간(총),장입소재개수_시작온도_MLP_4_4_시간(총),장입소재개수_시작온도_MLP_5_5_시간(총)
0,50.571434020996094,49.979469299316406,47.53654861450195,47.819557189941406,47.2789306640625,46.818382263183594
average,50.571434020996094,49.979469299316406,47.53654861450195,47.819557189941406,47.2789306640625,46.818382263183594
