,장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_0_0_시간(총),장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_1_1_시간(총),장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_2_2_시간(총),장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_3_3_시간(총),장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_4_4_시간(총),장입중량총합_장입최대중량_장입소재개수_시작온도_종료온도_MLP_5_5_시간(총)
0,47.94701385498047,47.665435791015625,47.729652404785156,46.433372497558594,60.44524383544922,84.85655975341797
average,47.94701385498047,47.665435791015625,47.729652404785156,46.433372497558594,60.44524383544922,84.85655975341797
