,장입소재개수_시작온도_종료온도_MLP_0_0_시간(총),장입소재개수_시작온도_종료온도_MLP_1_1_시간(총),장입소재개수_시작온도_종료온도_MLP_2_2_시간(총),장입소재개수_시작온도_종료온도_MLP_3_3_시간(총),장입소재개수_시작온도_종료온도_MLP_4_4_시간(총),장입소재개수_시작온도_종료온도_MLP_5_5_시간(총)
0,50.153663635253906,50.175987243652344,44.29048156738281,50.288299560546875,49.18548583984375,43.10419464111328
average,50.153663635253906,50.175987243652344,44.29048156738281,50.288299560546875,49.18548583984375,43.10419464111328
