,장입중량총합_장입소재개수_시작온도_MLP_0_0_시간(총),장입중량총합_장입소재개수_시작온도_MLP_1_1_시간(총),장입중량총합_장입소재개수_시작온도_MLP_2_2_시간(총),장입중량총합_장입소재개수_시작온도_MLP_3_3_시간(총),장입중량총합_장입소재개수_시작온도_MLP_4_4_시간(총),장입중량총합_장입소재개수_시작온도_MLP_5_5_시간(총)
0,54.7352409362793,54.636714935302734,54.392478942871094,53.923831939697266,52.1226921081543,49.14847183227539
average,54.7352409362793,54.636714935302734,54.392478942871094,53.923831939697266,52.1226921081543,49.14847183227539
