,장입소재개수_시작온도_종료온도_MLP_0_0_시간(총),장입소재개수_시작온도_종료온도_MLP_1_1_시간(총),장입소재개수_시작온도_종료온도_MLP_2_2_시간(총),장입소재개수_시작온도_종료온도_MLP_3_3_시간(총),장입소재개수_시작온도_종료온도_MLP_4_4_시간(총),장입소재개수_시작온도_종료온도_MLP_5_5_시간(총)
0,44.59426294673573,44.59368899374297,38.11307577653365,37.06250566424745,42.308989784934305,45.40455604322029
average,44.59426294673573,44.59368899374297,38.11307577653365,37.06250566424745,42.308989784934305,45.40455604322029
