,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,20.542531967163086,50.06414431496332,26.846256256103516,49.97663669088268
1,15.219244956970215,44.83705710183214,16.423418045043945,44.62239990846489
2,27.73538589477539,49.721874389285155,32.47026062011719,49.49767458747094
3,42.8111457824707,70.86120227157076,42.209007263183594,69.56485697372766
4,29.676794052124023,65.08762266798557,22.593488693237305,63.64507349662832
5,28.63813591003418,56.2425597952261,31.44605827331543,56.08874330443301
6,37.25547790527344,111.26232531433197,38.6409797668457,110.22968484756532
7,24.957557678222656,39.50065157664472,47.265296936035156,39.25957451584555
8,19.529401779174805,26.89797899556101,15.323136329650879,27.70659710899367
9,21.396833419799805,48.92122832807481,28.31647491455078,47.73557456839264
average,26.77625093460083,56.33966447554756,30.15343770980835,55.83268160024047
