,forward,f_All_MLP_5_5_에너지,backward,b_All_MLP_5_5_에너지
0,"[('장입소재개수',), ('시간(총)',)]",9.084390640258789,"[('시간(총)',)]",8.986844062805176
1,"[('시간(총)',)]",10.086034774780273,"[('시간(총)',)]",9.62035846710205
2,"[('장입최대중량',), ('시간(총)',)]",18.17197608947754,"[('시간(총)',)]",10.71234130859375
3,"[('장입최대중량',), ('시간(총)',)]",9.261699676513672,"[('종료온도',), ('시간(총)',)]",5.799795627593994
4,"[('장입소재개수',), ('시간(총)',)]",13.50017261505127,"[('장입최대중량',), ('장입소재개수',), ('시간(총)',)]",13.189618110656738
average,,12.02085475921631,,9.661791515350341
