,forward,f_All_MLP_5_5_에너지,backward,b_All_MLP_5_5_에너지
0,"[('시간(총)',)]",19.698944091796875,"[('장입중량총합',), ('장입최대중량',), ('종료온도',)]",1029.639404296875
1,"[('장입최대중량',), ('장입소재개수',), ('시간(총)',)]",37.206336975097656,"[('장입소재개수',)]",53.20079040527344
2,"[('시간(총)',)]",69.89957427978516,"[('시간(총)',)]",27.887075424194336
3,"[('시작온도',)]",129.2291259765625,"[('시간(총)',)]",27.16554832458496
4,"[('시작온도',)]",86.29688262939453,"[('시작온도',)]",132.78207397460938
average,,68.46617279052734,,254.1349784851074
