,가열로번호,cycle,에너지,가열시작시간,가열종료시간,시간(총),eps,시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,gradient,temp_diff,time_diff,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,19,73,162.6,4/6/2020 17:12,4/6/2020 17:38,1560,0.104230769,938.2,1225.4,4,128360,44500,662.7692308,287.2,0.433333333,ALLOY,1,0,0,360,1,44500,44500,3,83860,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,128360,44500,0,누락없음,1500,4/6/2020,야간,월,겹침,초민감,4,4,AC,평일,0
1,19,64,156.7,3/26/2020 4:37,3/26/2020 5:02,1500,0.104466667,1054.1,1245.4,3,164300,55600,459.12,191.3,0.416666667,ALLOY,1,0,0,660,1,53100,53100,2,111200,55600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53100,53100,2,111200,55600,0,누락없음,1440,3/26/2020,야간,목,겹침,이상없음,4,2,AC,평일,0
2,19,60,263.5,3/23/2020 19:05,3/23/2020 19:47,2520,0.104563492,978,1255.9,2,116464,76964,397,277.9,0.7,CARBON,0,1,0,300,1,76964,76964,1,39500,39500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76964,76964,1,39500,39500,1,누락없음,2160,3/23/2020,야간,월,겹침,이상없음,3,1,AC,평일,0
3,19,91,120.2,4/25/2020 9:27,4/25/2020 9:46,1140,0.105438596,1006.6,1246.3,3,184450,92000,756.9473684,239.7,0.316666667,SUS,0,0,1,180,0,0,0,1,92000,92000,2,92450,58600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,184450,92000,0,누락없음,1080,4/25/2020,야간,토,겹침,이상없음,3,1,CS,주말,0
4,19,183,266.2,8/19/2020 5:50,8/19/2020 6:32,2520,0.105634921,1046.1,1247.8,2,140470,91370,288.1428571,201.7,0.7,ALLOY,1,0,0,1080,2,140470,91370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,140470,91370,0,0,0,0,누락없음,2400,8/19/2020,주간,수,겹침,이상없음,4,2,A,평일,0
5,19,53,3158.8,3/15/2020 18:42,3/16/2020 3:00,29880,0.105716198,435.5,1246.9,4,125100,36500,97.75903614,811.4,8.3,CARBON,0,1,0,174480,2,73000,36500,2,52100,26500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73000,36500,2,52100,26500,0,누락없음,29220,3/16/2020,야간,일,안겹침,이상없음,3,0,AC,주말,0
6,19,81,266.8,4/14/2020 16:31,4/14/2020 17:13,2520,0.105873016,979.2,1245.7,3,66720,29350,380.7142857,266.5,0.7,ALLOY,1,0,0,720,1,27900,27900,1,29350,29350,1,9470,9470,0,0,0,0,0,0,0,0,0,0,0,0,1,27900,27900,2,38820,29350,1,누락없음,2220,4/15/2020,주간,화,겹침,이상없음,5,1,ACS,평일,0
7,19,55,2455.1,3/17/2020 21:19,3/18/2020 3:42,22980,0.106836379,653.4,1227.9,5,189847,81737,90,574.5,6.383333333,CARBON,0,1,0,18360,2,83000,41500,3,106847,81737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,189847,81737,0,누락없음,22680,3/18/2020,야간,화,안겹침,초민감,2,0,AC,평일,0
8,19,141,3519,6/28/2020 10:08,6/28/2020 19:07,32340,0.108812616,369.8,1252.9,4,109720,56280,98.30426716,883.1,8.983333333,CARBON,0,1,0,144480,2,86420,56280,2,23300,11650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,86420,56280,2,23300,11650,0,누락없음,31680,6/29/2020,주간,일,겹침,이상없음,4,1,AC,주말,0
9,19,80,174.1,4/13/2020 18:49,4/13/2020 19:15,1560,0.111602564,932.2,1245.3,5,90400,27900,722.5384615,313.1,0.433333333,CARBON,0,1,0,480,2,51700,27900,3,38700,15200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75200,27900,1,15200,15200,0,누락없음,1500,4/14/2020,주간,월,안겹침,이상없음,4,0,AC,주말,0
10,19,172,80.5,8/9/2020 2:38,8/9/2020 2:50,720,0.111805556,1058.9,1262.8,3,126800,92000,1019.5,203.9,0.2,CARBON,0,1,0,240,0,0,0,3,126800,92000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,126800,92000,0,누락없음,660,8/9/2020,주간,일,겹침,이상없음,2,1,C,주말,0
11,19,85,282.7,4/21/2020 2:48,4/21/2020 3:30,2520,0.11218254,1018.7,1246,3,101300,41500,324.7142857,227.3,0.7,CARBON,0,1,0,1500,1,41500,41500,2,59800,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,101300,41500,1,누락없음,2220,4/21/2020,주간,화,겹침,이상없음,3,3,AC,평일,0
12,19,2,189.1,1/3/2020 20:22,1/3/2020 20:50,1680,0.112559524,1104.8,1245.8,5,92200,25950,302.1428571,141,0.466666667,SUS,0,0,1,300,2,28500,14250,2,51900,25950,1,11800,11800,0,0,0,0,0,0,0,0,0,0,0,0,2,28500,14250,3,63700,25950,1,누락없음,1440,1/3/2020,야간,금,겹침,이상없음,3,3,ACS,평일,0
