,KNN,MLP,REAL,Type,error_KNN,error_MLP,시간(총),시작온도,장입소재개수,장입중량총합,장입최대중량
0,409.32370691694473,222.20066833496094,292.69999999995343,Holding Phase,116.6237069169913,70.49934387207031,4320.0,1250.1,5,62125.0,12425
1,699.4586717844749,868.44873046875,836.1000000000931,Holding Phase,136.64132821561827,32.3487548828125,13260.0,1250.0,8,120510.0,19615
2,460.4651019470486,364.70770263671875,642.7999999988824,Holding Phase,182.33489805183382,278.09228515625,5640.0,1259.8,7,112700.0,19350
3,560.6663090426254,196.15090942382812,391.5,Holding Phase,169.16630904262536,195.34909057617188,3840.0,1253.2,7,106310.0,26000
4,743.0488867890406,881.52978515625,985.9000000001396,Holding Phase,242.851113211099,104.3702392578125,15180.0,1250.5,5,76170.0,25950
5,597.2238037878805,918.8897705078125,843.0,Holding Phase,245.77619621211954,75.8897705078125,19320.0,1244.5,6,80880.0,13480
6,331.2004131344634,200.79537963867188,168.0,Holding Phase,163.20041313446342,32.795379638671875,4020.0,1274.4,10,75880.0,7960
7,228.4638547029757,173.06455993652344,228.5999999996274,Holding Phase,0.13614529665170494,55.53544616699219,4920.0,1276.8,8,76432.0,9554
8,703.8573296309191,879.5259399414062,990.5,Holding Phase,286.64267036908086,110.97406005859375,13800.0,1259.8,9,124780.0,21600
9,234.01766173427828,403.19378662109375,339.1000000014901,Holding Phase,105.08233826721184,64.09378051757812,7860.0,1268.8,9,69130.0,9970
10,1185.126616233165,2546.169189453125,1090.2,Holding Period,94.92661623316485,1455.96923828125,45840.0,593.4,7,94360.0,13480
11,466.3158732266314,227.5016326904297,245.5999999996274,Holding Phase,220.715873227004,18.098373413085938,5940.0,1272.2,6,89100.0,14850
12,570.4852790209186,526.9849243164062,553.7000000000698,Holding Phase,16.785279020848748,26.715087890625,8880.0,1251.2,5,71620.0,21400
13,2727.9406101560144,2473.939453125,2471.2999999988824,Holding Phase,256.64061015713196,2.639404296875,53220.0,1253.8,6,70630.0,16100
14,302.99624522385915,357.3341369628906,258.59999999962747,Holding Phase,44.39624522423168,98.734130859375,6300.0,1274.9,7,40120.0,8960
15,489.19444639135156,1091.806396484375,321.1,Holding Period,168.09444639135154,770.7064208984375,20580.0,300.6,7,94360.0,13480
16,365.8679761842299,313.4359436035156,413.4000000003725,Holding Phase,47.532023816142555,99.96405029296875,7620.0,1281.1,9,52594.0,6950
17,511.36626118557547,653.3603515625,585.3999999985099,Holding Phase,74.03373881293442,67.9603271484375,13860.0,1249.0,7,56540.0,10700
18,1842.5517109362288,1922.195068359375,2046.8000000007446,Holding Phase,204.2482890645158,124.60498046875,36960.0,1251.3,7,111200.0,22100
19,446.22784622501786,532.9191284179688,517.9000000003724,Holding Phase,71.67215377535456,15.01910400390625,12060.0,1253.7,8,102600.0,13480
20,439.55557075283156,636.7831420898438,872.9000000003723,Holding Phase,433.34442924754075,236.11688232421875,14520.0,1273.7,9,62250.0,8030
21,475.14238018788336,262.8024597167969,256.5,Holding Phase,218.64238018788336,6.302459716796875,3780.0,1255.1,3,44900.0,18500
22,1258.6909469226728,1566.0096435546875,913.4000000003723,Holding Phase,345.29094692230046,652.609619140625,24600.0,1262.5,7,125450.0,22100
23,1728.8507692250837,1195.2822265625,1646.1999999992554,Holding Phase,82.6507692258283,450.917724609375,31560.0,1250.5,7,60780.0,9600
24,504.0708372270786,303.2781066894531,374.3999999985099,Holding Phase,129.6708372285687,71.12188720703125,6600.0,1255.3,4,43920.0,10980
25,3039.5744535279755,3765.947998046875,3645.900000000373,Holding Phase,606.3255464723975,120.048095703125,84960.0,1261.0,6,80880.0,13480
26,596.0407963553961,757.346923828125,534.5,Holding Phase,61.54079635539608,222.846923828125,14580.0,1279.0,10,112810.0,20850
27,228.87602836430966,209.88880920410156,209.5,Holding Phase,19.37602836430966,0.3888092041015625,5340.0,1275.0,8,88800.0,11100
28,392.1411068905307,345.7750549316406,424.79999999981385,Holding Phase,32.658893109283156,79.02493286132812,6300.0,1249.3,10,123410.0,16085
29,648.0456926245565,592.3150024414062,583.4000000003724,Holding Phase,64.64569262418411,8.91497802734375,13620.0,1271.0,2,45860.0,22930
30,1947.0701183054834,1870.651611328125,1619.1999999992554,Holding Phase,327.87011830622805,251.45166015625,38700.0,1252.3,3,59560.0,22930
31,1933.6422850054482,1552.712158203125,2523.199999999953,Holding Phase,589.5577149945047,970.48779296875,33720.0,1252.0,4,79100.0,24100
32,456.0195054363351,536.1632690429688,580.9000000001398,Holding Phase,124.88049456380469,44.73675537109375,16620.0,1044.5,3,9300.0,3100
33,908.6270758458639,992.7891235351562,794.7,Holding Period,113.9270758458639,198.089111328125,11160.0,798.7,5,79290.0,25950
34,856.9363736545758,1144.27978515625,808.0,Holding Phase,48.936373654575846,336.27978515625,20100.0,1252.9,7,98620.0,15760
35,294.61387094424856,293.5453186035156,255.30000000004657,Holding Phase,39.313870944201994,38.24531555175781,5640.0,1251.3,7,55005.0,9840
36,1108.6507165743594,1002.995849609375,1105.8999999999069,Holding Phase,2.7507165744525537,102.9041748046875,18480.0,1250.9,7,97400.0,24100
37,505.5716801562164,674.0476684570312,556.9000000003724,Holding Phase,51.328319844156,117.14764404296875,10140.0,1274.1,8,125680.0,15760
38,367.33868953390873,213.9957733154297,198.5,Holding Phase,168.83868953390873,15.495773315429688,4500.0,1285.1,10,57360.0,7980
39,2581.822966394637,1840.12890625,3850.2000000001854,Holding Phase,1268.3770336055481,2010.071044921875,39960.0,1232.1,5,92683.0,27500
