순번,프레스명,작업일자,주/야간,가열로명,소재개수,중량(kg),최대중량(kg),최소홀딩시간,최대홀딩시간,시작온도,가열시작일시,가열종료일시,종료온도,소요시간(분),총가스사용량,단위가스사용량(사용량/중량)
899,프레스(P15000),2020-04-27,주간,가열로19호기,3,128800,92000,18,18,-,2020-04-26 07:00,2020-04-27 15:20,-,1940,6225.6,48.3
900,프레스(P15000),2020-04-27,야간,가열로19호기,1,92000,92000,8,8,-,2020-04-27 15:20,2020-04-27 20:26,-,306,944.8,10.3
901,프레스(P5000),2020-04-28,주간,가열로1호기,9,66260,8600,12,13,-,2020-04-27 19:30,2020-04-28 14:26,-,1136,3063,46.2
902,프레스(P5000),2020-04-28,주간,가열로2호기,6,59320,13850,12,13,-,2020-04-27 13:43,2020-04-28 19:38,-,1795,4882,82.3
903,프레스(P5000),2020-04-28,야간,가열로3호기,8,86940,16000,12,13,-,2020-04-28 05:06,2020-04-29 03:10,-,1324,5743.2,66.1
904,프레스(P5000),2020-04-28,야간,가열로4호기,9,45300,5430,12,13,-,2020-04-28 07:38,2020-04-28 23:46,-,968,2728.3,60.2
905,프레스(P5000),2020-04-28,야간,가열로5호기,0,0,0,12,13,-,2020-04-28 07:38,2020-05-01 21:52,-,5174,0,0
906,프레스(P15000),2020-04-28,야간,가열로6호기,6,54120,11400,12,12,-,2020-04-28 02:29,2020-04-29 06:05,-,1656,7108.7,131.4
907,링밀(R/M 9500),2020-04-28,주간,가열로7호기,4,45860,11465,4,10,-,2020-04-27 23:44,2020-04-28 17:18,-,1054,1670,36.4
908,링밀(R/M 9500),2020-04-28,주간,가열로8호기,14,76920,8880,4,10,-,2020-04-28 04:15,2020-04-28 11:43,-,448,654.5,8.5
909,링밀(R/M 9500),2020-04-28,야간,가열로8호기,20,68930,6040,4,10,-,2020-04-28 11:56,2020-04-29 07:31,-,1175,2280,33.1
910,링밀(R/M 9500),2020-04-28,주간,가열로9호기,21,74970,5070,4,10,-,2020-04-27 00:00,2020-04-29 00:00,-,2880,-,0
911,링밀(R/M 9500),2020-04-28,야간,가열로9호기,17,52680,3540,4,10,-,2020-04-27 00:00,2020-04-29 00:00,-,2880,-,0
912,링밀(R/M 9500),2020-04-28,주간,가열로10호기,17,65300,5070,4,10,-,2020-04-27 00:00,2020-04-29 00:00,-,2880,-,0
913,링밀(R/M 9500),2020-04-28,야간,가열로10호기,11,68300,7210,4,10,-,2020-04-27 00:00,2020-04-29 00:00,-,2880,-,0
914,링밀(R/M 9500),2020-04-28,주간,가열로11호기,10,58380,6450,4,10,-,2020-04-27 00:00,2020-04-29 00:00,-,2880,-,0
915,링밀(R/M 9500),2020-04-28,야간,가열로11호기,14,61860,4770,4,10,-,2020-04-27 00:00,2020-04-29 00:00,-,2880,-,0
916,프레스(P8000),2020-04-28,주간,가열로12호기,20,69292,3311,7.5,7.5,-,2020-04-27 14:10,2020-04-28 13:41,-,1411,3152.1,45.5
917,프레스(P15000),2020-04-28,야간,가열로13호기,1,50000,50000,8,8,-,2020-04-26 07:36,2020-04-29 03:34,-,4078,17844,356.9
918,링밀(R/M 9500),2020-04-28,야간,가열로13호기,1,52079,52079,4,10,-,2020-04-26 07:26,2020-04-29 03:34,-,4088,17844,342.6
919,프레스(P8000),2020-04-28,야간,가열로14호기,22,69347,4741,7.5,7.5,-,2020-04-27 23:28,2020-04-28 23:15,-,1427,3326.5,48
920,프레스(P8000),2020-04-28,주간,가열로15호기,20,80477,5607,7.5,7.5,-,2020-04-27 19:28,2020-04-28 18:43,-,1395,3638.6,45.2
921,프레스(P8000),2020-04-28,야간,가열로16호기,19,79389,4741,7.5,7.5,-,2020-04-28 06:55,2020-04-29 07:17,-,1462,3597.7,45.3
922,프레스(P15000),2020-04-28,주간,가열로17호기,2,36800,18400,8,8,-,2020-04-28 05:46,2020-04-28 18:01,-,735,2520.2,68.5
923,프레스(P15000),2020-04-28,야간,가열로18호기,4,98030,61600,12,12,-,2020-04-28 01:27,2020-04-29 01:52,-,1465,5189.4,52.9
924,프레스(P15000),2020-04-28,주간,가열로19호기,2,124900,92000,8,8,-,2020-04-27 20:26,2020-04-28 15:11,-,1125,3858.2,30.9
925,프레스(P15000),2020-04-28,주간,가열로20호기,6,130260,22930,12,12,-,2020-04-27 10:18,2020-04-28 15:05,-,1727,10733.7,82.4
926,프레스(P15000),2020-04-28,야간,가열로20호기,5,109160,22930,8,8,-,2020-04-28 15:05,2020-04-28 23:20,-,495,1910.5,17.5
927,프레스(P5000),2020-04-29,야간,가열로1호기,9,55650,8960,12,13,-,2020-04-29 20:03,2020-04-30 06:38,-,635,1041.7,18.7
928,프레스(P5000),2020-04-29,주간,가열로2호기,4,64000,16000,12,13,-,2020-04-28 19:40,2020-04-29 16:35,-,1255,3909,61.1
929,프레스(P5000),2020-04-29,주간,가열로3호기,0,0,0,12,13,-,2020-04-29 06:31,2020-04-29 18:45,-,734,3121,0
930,프레스(P5000),2020-04-29,야간,가열로3호기,9,56540,11000,12,13,-,2020-04-29 18:47,2020-04-29 23:24,-,277,949.6,16.8
931,프레스(P5000),2020-04-29,주간,가열로4호기,4,62940,22930,12,13,-,2020-04-28 23:55,2020-04-29 15:28,-,933,2732.8,43.4
932,프레스(P15000),2020-04-29,야간,가열로6호기,5,60250,12050,12,12,-,2020-04-29 06:21,2020-04-30 03:05,-,1244,5436.7,90.2
933,링밀(R/M 9500),2020-04-29,주간,가열로7호기,11,82260,9610,4,10,-,2020-04-28 17:23,2020-04-29 15:44,-,1341,2893.7,35.2
934,링밀(R/M 9500),2020-04-29,야간,가열로7호기,11,55770,5370,4,10,-,2020-04-29 15:54,2020-04-30 01:56,-,602,892.6,16
935,링밀(R/M 9500),2020-04-29,야간,가열로8호기,14,75650,5430,4,10,-,2020-04-29 07:39,2020-04-30 03:00,-,1161,3046.2,40.3
936,링밀(R/M 9500),2020-04-29,주간,가열로9호기,33,99600,5430,4,10,-,2020-04-28 00:00,2020-04-30 00:00,-,2880,-,0
937,링밀(R/M 9500),2020-04-29,주간,가열로10호기,15,69290,10220,4,10,-,2020-04-28 00:00,2020-04-30 00:00,-,2880,-,0
938,링밀(R/M 9500),2020-04-29,야간,가열로10호기,20,62140,3107,4,10,-,2020-04-28 00:00,2020-04-30 00:00,-,2880,-,0
939,링밀(R/M 9500),2020-04-29,주간,가열로11호기,7,34050,5030,4,10,-,2020-04-28 00:00,2020-04-30 00:00,-,2880,-,0
940,링밀(R/M 9500),2020-04-29,야간,가열로11호기,16,49130,4770,4,10,-,2020-04-28 00:00,2020-04-30 00:00,-,2880,-,0
941,프레스(P8000),2020-04-29,주간,가열로12호기,27,53957,2971,7.5,7.5,-,2020-04-28 14:00,2020-04-29 14:26,-,1466,2811.7,52.1
942,프레스(P15000),2020-04-29,야간,가열로13호기,1,32700,32700,12,12,-,2020-04-29 07:43,2020-04-30 07:27,-,1424,7848.7,240
943,링밀(R/M 9500),2020-04-29,야간,가열로13호기,1,32700,32700,4,10,-,2020-04-29 07:43,2020-04-30 07:27,-,1424,7848.7,240
944,프레스(P8000),2020-04-29,야간,가열로14호기,22,75682,4174,7.5,7.5,-,2020-04-28 23:43,2020-04-29 23:10,-,1407,3378.7,44.6
945,프레스(P8000),2020-04-29,주간,가열로15호기,18,84654,5067,7.5,7.5,-,2020-04-28 19:12,2020-04-29 19:24,-,1452,3726.6,44
946,프레스(P8000),2020-04-29,야간,가열로16호기,17,79294,4775,7.5,7.5,-,2020-04-29 07:33,2020-04-30 06:49,-,1396,3432.8,43.3
947,프레스(P15000),2020-04-29,주간,가열로17호기,6,173004,110879,12,12,-,2020-04-28 18:13,2020-04-29 10:45,-,992,5776.9,33.4
948,프레스(P15000),2020-04-29,야간,가열로18호기,5,111200,61600,24,24,-,2020-04-29 02:07,2020-04-30 05:53,-,1666,5748.4,51.7
949,프레스(P15000),2020-04-29,주간,가열로19호기,3,118400,92000,8,8,-,2020-04-28 15:12,2020-04-29 16:50,-,1538,4304.9,36.4
950,프레스(P15000),2020-04-29,주간,가열로20호기,7,64150,11400,6,6,-,2020-04-28 23:20,2020-04-29 15:00,-,940,4064.4,63.4
951,프레스(P5000),2020-04-30,야간,가열로1호기,7,50610,7230,12,13,-,2020-04-30 06:48,2020-05-01 07:47,-,1499,3413.4,67.4
952,프레스(P5000),2020-04-30,주간,가열로2호기,8,77200,9650,12,13,-,2020-04-29 16:47,2020-04-30 13:40,-,1253,4743.3,61.4
953,프레스(P5000),2020-04-30,야간,가열로3호기,14,126640,9410,12,13,-,2020-04-30 02:27,2020-05-01 07:00,-,1713,7487.7,59.1
954,프레스(P5000),2020-04-30,주간,가열로4호기,6,56920,10320,12,13,-,2020-04-29 15:29,2020-04-30 18:32,-,1623,5612.1,98.6
955,프레스(P15000),2020-04-30,야간,가열로6호기,5,48430,10270,12,12,-,2020-04-30 03:10,2020-05-01 06:42,-,1652,7016.9,144.9
956,링밀(R/M 9500),2020-04-30,주간,가열로7호기,6,32340,5390,4,10,-,2020-04-30 02:00,2020-04-30 11:55,-,595,1096.6,33.9
957,링밀(R/M 9500),2020-04-30,야간,가열로7호기,6,57900,9650,4,10,-,2020-04-30 11:56,2020-05-01 00:11,-,735,958,16.5
958,링밀(R/M 9500),2020-04-30,주간,가열로8호기,11,47900,5390,4,10,-,2020-04-30 03:31,2020-04-30 14:01,-,630,1108.1,23.1
959,링밀(R/M 9500),2020-04-30,야간,가열로8호기,11,50030,9650,4,10,-,2020-04-30 14:04,2020-04-30 23:29,-,565,826.5,16.5
960,링밀(R/M 9500),2020-04-30,주간,가열로9호기,8,53120,10270,4,10,-,2020-04-29 00:00,2020-05-01 00:00,-,2880,-,0
961,링밀(R/M 9500),2020-04-30,야간,가열로9호기,13,45270,3790,4,10,-,2020-04-29 00:00,2020-05-01 00:00,-,2880,-,0
962,링밀(R/M 9500),2020-04-30,주간,가열로10호기,7,43270,8960,4,10,-,2020-04-29 00:00,2020-05-01 00:00,-,2880,-,0
963,링밀(R/M 9500),2020-04-30,야간,가열로10호기,5,60250,12050,4,10,-,2020-04-29 00:00,2020-05-01 00:00,-,2880,-,0
964,링밀(R/M 9500),2020-04-30,주간,가열로11호기,18,69990,4670,4,10,-,2020-04-29 00:00,2020-05-01 00:00,-,2880,-,0
965,링밀(R/M 9500),2020-04-30,야간,가열로11호기,12,40080,3340,4,10,-,2020-04-29 00:00,2020-05-01 00:00,-,2880,-,0
966,프레스(P8000),2020-04-30,주간,가열로12호기,22,70511,3121,7.5,7.5,-,2020-04-29 14:39,2020-04-30 11:35,-,1256,2814,39.9
967,프레스(P8000),2020-04-30,야간,가열로14호기,20,69292,3311,7.5,7.5,-,2020-04-29 23:27,2020-04-30 21:48,-,1341,2987,43.1
968,프레스(P8000),2020-04-30,주간,가열로15호기,19,64406,3550,7.5,7.5,-,2020-04-29 19:38,2020-04-30 17:09,-,1291,3218.6,50
969,프레스(P8000),2020-04-30,야간,가열로16호기,20,73447,4363,7.5,7.5,-,2020-04-30 07:01,2020-05-01 06:05,-,1384,3264.4,44.4
970,프레스(P15000),2020-04-30,주간,가열로17호기,6,171129,110879,30,30,-,2020-04-29 10:48,2020-04-30 14:43,-,1675,5501,32.1
971,프레스(P15000),2020-04-30,야간,가열로18호기,6,76720,16300,12,12,-,2020-04-30 06:07,2020-05-01 05:47,-,1420,5142.1,67
972,프레스(P15000),2020-04-30,주간,가열로19호기,1,92000,92000,8,8,-,2020-04-29 16:51,2020-04-30 08:32,-,941,2734.5,29.7
973,프레스(P15000),2020-04-30,주간,가열로20호기,6,74400,12400,12,12,-,2020-04-29 18:21,2020-04-30 18:02,-,1421,6417.3,86.3
974,프레스(P5000),2020-05-06,야간,가열로1호기,8,48400,6050,12,13,-,2020-05-05 07:30,2020-05-07 02:25,-,2575,5596.6,115.6
975,프레스(P5000),2020-05-06,주간,가열로2호기,7,64150,9850,12,13,-,2020-05-05 07:30,2020-05-06 14:14,-,1844,7982.8,124.4
976,프레스(P5000),2020-05-06,야간,가열로3호기,5,43840,8880,12,13,-,2020-05-05 07:30,2020-05-07 05:08,-,2738,8719,198.9
977,프레스(P5000),2020-05-06,주간,가열로4호기,5,42200,9600,12,13,-,2020-05-05 07:30,2020-05-06 18:58,-,2128,8691.3,206
978,프레스(P15000),2020-05-06,주간,가열로6호기,4,57200,14300,6,6,-,2020-05-01 09:00,2020-05-06 15:36,-,7596,2924.4,51.1
979,프레스(P8000),2020-05-06,주간,가열로7호기,12,58005,5768,7.5,7.5,-,2020-05-05 09:26,2020-05-06 11:40,-,1574,4047.1,69.8
980,프레스(P8000),2020-05-06,야간,가열로12호기,20,65245,5354,7.5,7.5,-,2020-04-30 14:30,2020-05-06 23:36,-,9186,4541.2,69.6
981,프레스(P8000),2020-05-06,야간,가열로15호기,19,70961,4830,7.5,7.5,-,2020-05-05 07:23,2020-05-07 06:45,-,2842,5667.2,79.9
982,프레스(P8000),2020-05-06,주간,가열로16호기,32,78359,5284,7.5,7.5,-,2020-05-05 07:28,2020-05-06 19:21,-,2153,6052.8,77.2
983,프레스(P15000),2020-05-06,주간,가열로17호기,5,113700,25100,15,15,-,2020-05-04 08:27,2020-05-06 18:17,-,3470,13090.4,115.1
984,프레스(P15000),2020-05-06,야간,가열로17호기,6,126000,25100,6,6,-,2020-05-06 18:17,2020-05-07 04:31,-,614,2304.6,18.3
985,프레스(P15000),2020-05-06,야간,가열로18호기,4,72260,22930,12,12,-,2020-05-04 08:37,2020-05-07 02:00,-,3923,9714.2,134.4
986,프레스(P15000),2020-05-06,주간,가열로19호기,3,153800,94000,20,20,-,2020-05-01 08:44,2020-05-06 11:03,-,7339,20260.5,131.7
987,프레스(P15000),2020-05-06,야간,가열로19호기,3,151800,92000,8,8,-,2020-05-06 11:03,2020-05-06 21:45,-,642,3578.8,23.6
988,프레스(P15000),2020-05-06,주간,가열로20호기,5,84900,29900,15,15,-,2020-05-01 08:52,2020-05-06 14:39,-,7547,10952.5,129
989,프레스(P5000),2020-05-07,주간,가열로2호기,4,34400,8600,12,13,-,2020-05-06 18:30,2020-05-07 18:01,-,1411,4894.9,142.3
990,프레스(P5000),2020-05-07,야간,가열로3호기,6,65880,10980,12,13,-,2020-05-07 05:44,2020-05-08 06:08,-,1464,5682.8,86.3
991,프레스(P5000),2020-05-07,주간,가열로4호기,3,29810,14070,12,13,-,2020-05-06 19:10,2020-05-07 10:30,-,920,3140,105.3
992,프레스(P5000),2020-05-07,야간,가열로5호기,2,45860,22930,12,13,-,2020-05-07 01:52,2020-05-08 01:40,-,1428,7208.7,157.2
993,프레스(P15000),2020-05-07,주간,가열로6호기,5,76065,26000,15,15,-,2020-05-06 15:55,2020-05-07 14:55,-,1380,9273.7,121.9
994,프레스(P15000),2020-05-07,야간,가열로6호기,5,76065,26000,12,12,-,2020-05-07 14:55,2020-05-08 02:36,-,701,3145.7,41.4
995,프레스(P8000),2020-05-07,주간,가열로7호기,17,63868,4775,7.5,7.5,-,2020-05-06 11:55,2020-05-07 13:35,-,1540,3455.9,54.1
996,링밀(R/M 9500),2020-05-07,야간,가열로8호기,15,106330,9410,4,10,-,2020-05-06 00:00,2020-05-08 00:00,-,2880,-,0
997,링밀(R/M 9500),2020-05-07,야간,가열로9호기,18,67420,7100,4,10,-,2020-05-06 00:00,2020-05-08 00:00,-,2880,-,0
998,링밀(R/M 9500),2020-05-07,주간,가열로10호기,15,87730,7230,4,10,-,2020-05-06 00:00,2020-05-08 00:00,-,2880,-,0
999,링밀(R/M 9500),2020-05-07,야간,가열로10호기,18,49860,2770,4,10,-,2020-05-06 00:00,2020-05-08 00:00,-,2880,-,0
1000,링밀(R/M 9500),2020-05-07,야간,가열로11호기,8,78720,10270,4,10,-,2020-05-06 00:00,2020-05-08 00:00,-,2880,-,0
1001,프레스(P8000),2020-05-07,야간,가열로12호기,18,56706,5067,7.5,7.5,-,2020-05-06 23:48,2020-05-07 23:46,-,1438,2978.5,52.5
1002,프레스(P15000),2020-05-07,주간,가열로13호기,4,57200,14300,12,12,-,2020-05-06 13:59,2020-05-07 15:11,-,1512,1395,24.4
1003,프레스(P15000),2020-05-07,야간,가열로13호기,4,57200,14300,12,12,-,2020-05-07 15:11,2020-05-08 01:13,-,602,1104.6,19.3
1004,프레스(P8000),2020-05-07,야간,가열로15호기,22,68314,6834,7.5,7.5,-,2020-05-07 07:11,2020-05-08 06:37,-,1406,3606.5,52.8
1005,프레스(P8000),2020-05-07,주간,가열로16호기,19,58351,5607,7.5,7.5,-,2020-05-06 19:38,2020-05-07 18:58,-,1400,3448.7,59.1
1006,프레스(P15000),2020-05-07,야간,가열로18호기,8,107355,18000,12,12,-,2020-05-07 02:39,2020-05-07 22:00,-,1161,6568.6,61.2
1007,프레스(P15000),2020-05-07,주간,가열로19호기,3,137860,92000,8,8,-,2020-05-06 21:45,2020-05-07 16:11,-,1106,4500.7,32.6
1008,프레스(P15000),2020-05-07,주간,가열로20호기,4,74020,29900,12,12,-,2020-05-06 14:42,2020-05-07 18:12,-,1650,7094.8,95.8
1009,프레스(P5000),2020-05-08,주간,가열로1호기,6,65880,10980,12,13,-,2020-05-07 06:05,2020-05-08 11:30,-,1765,2595,39.4
1010,프레스(P5000),2020-05-08,야간,가열로2호기,9,84690,9410,12,13,-,2020-05-07 23:30,2020-05-09 03:45,-,1695,6009.6,71
1011,프레스(P5000),2020-05-08,주간,가열로4호기,4,53900,21100,12,13,-,2020-05-07 14:10,2020-05-08 18:02,-,1672,5312.9,98.6
1012,프레스(P5000),2020-05-08,야간,가열로5호기,5,50280,14070,12,13,-,2020-05-08 04:05,2020-05-08 22:34,-,1109,5362.8,106.7
1013,프레스(P15000),2020-05-08,야간,가열로6호기,5,65100,24000,8,8,-,2020-05-08 04:46,2020-05-08 21:59,-,1033,6029.7,92.6
1014,프레스(P8000),2020-05-08,주간,가열로7호기,12,57000,4775,7.5,7.5,-,2020-05-07 13:41,2020-05-08 13:13,-,1412,3010.1,52.8
1015,링밀(R/M 9500),2020-05-08,주간,가열로8호기,11,25900,2380,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1016,링밀(R/M 9500),2020-05-08,야간,가열로8호기,18,75660,4820,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1017,링밀(R/M 9500),2020-05-08,주간,가열로9호기,22,76270,6040,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1018,링밀(R/M 9500),2020-05-08,야간,가열로9호기,18,53560,3070,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1019,링밀(R/M 9500),2020-05-08,주간,가열로10호기,18,61730,7280,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1020,링밀(R/M 9500),2020-05-08,야간,가열로10호기,18,57660,5070,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1021,링밀(R/M 9500),2020-05-08,야간,가열로11호기,30,87240,5650,4,10,-,2020-05-07 00:00,2020-05-09 00:00,-,2880,-,0
1022,프레스(P8000),2020-05-08,야간,가열로12호기,17,58461,3423,7.5,7.5,-,2020-05-08 00:05,2020-05-08 23:31,-,1406,2805,48
1023,프레스(P15000),2020-05-08,주간,가열로13호기,6,83600,14300,12,12,-,2020-05-08 01:13,2020-05-08 09:52,-,519,3473.4,41.5
1024,링밀(R/M 9500),2020-05-08,야간,가열로13호기,4,57200,14300,4,10,-,2020-05-08 09:52,2020-05-09 03:29,-,1057,7384.7,129.1
1025,프레스(P8000),2020-05-08,야간,가열로15호기,17,60016,4393,7.5,7.5,-,2020-05-08 06:58,2020-05-09 06:45,-,1427,3451.7,57.5
1026,프레스(P8000),2020-05-08,주간,가열로16호기,20,65874,3878,7.5,7.5,-,2020-05-07 19:47,2020-05-08 19:06,-,1399,3364.7,51.1
1027,프레스(P15000),2020-05-08,야간,가열로17호기,5,186400,53100,20,20,-,2020-05-07 20:07,2020-05-09 06:20,-,2053,10774.6,57.8
1028,프레스(P15000),2020-05-08,주간,가열로18호기,5,66555,18000,12,12,-,2020-05-07 22:00,2020-05-08 15:20,-,1040,2887.4,43.4
1029,프레스(P15000),2020-05-08,주간,가열로19호기,2,117750,94000,12,12,-,2020-05-07 16:12,2020-05-08 16:12,-,1440,5971.6,50.7
1030,프레스(P15000),2020-05-08,야간,가열로19호기,1,94000,94000,12,12,-,2020-05-08 16:12,2020-05-09 08:26,-,974,4401,46.8
1031,프레스(P5000),2020-05-09,야간,가열로1호기,8,38130,6640,12,13,-,2020-05-09 02:50,2020-05-10 00:14,-,1284,3420,89.7
1032,프레스(P5000),2020-05-09,주간,가열로3호기,9,72890,10300,12,13,-,2020-05-08 15:45,2020-05-09 16:00,-,1455,6410.9,88
1033,프레스(P5000),2020-05-09,주간,가열로4호기,2,17200,8600,12,13,-,2020-05-08 18:34,2020-05-09 14:49,-,1215,2611.3,151.8
1034,프레스(P5000),2020-05-09,야간,가열로5호기,5,56800,11360,12,13,-,2020-05-09 01:05,2020-05-10 03:51,-,1606,6291.2,110.8
1035,프레스(P15000),2020-05-09,야간,가열로6호기,7,114205,24000,12,12,-,2020-05-08 23:45,2020-05-10 04:36,-,1731,9745.4,85.3
1036,프레스(P8000),2020-05-09,주간,가열로7호기,10,49236,4953,7.5,7.5,-,2020-05-08 13:17,2020-05-09 10:36,-,1279,2550.4,51.8
1037,링밀(R/M 9500),2020-05-09,야간,가열로8호기,15,55940,5260,4,10,-,2020-05-08 00:00,2020-05-10 00:00,-,2880,-,0
1038,링밀(R/M 9500),2020-05-09,주간,가열로9호기,14,71860,9410,4,10,-,2020-05-08 00:00,2020-05-10 00:00,-,2880,-,0
1039,링밀(R/M 9500),2020-05-09,야간,가열로9호기,17,33760,2080,4,10,-,2020-05-08 00:00,2020-05-10 00:00,-,2880,-,0
1040,링밀(R/M 9500),2020-05-09,주간,가열로10호기,7,65870,9410,4,10,-,2020-05-08 00:00,2020-05-10 00:00,-,2880,-,0
1041,링밀(R/M 9500),2020-05-09,주간,가열로11호기,12,43920,3660,4,10,-,2020-05-08 00:00,2020-05-10 00:00,-,2880,-,0
1042,링밀(R/M 9500),2020-05-09,야간,가열로11호기,3,46620,15540,4,10,-,2020-05-08 00:00,2020-05-10 00:00,-,2880,-,0
1043,프레스(P8000),2020-05-09,야간,가열로12호기,15,73697,4844,7.5,7.5,-,2020-05-08 23:59,2020-05-09 23:08,-,1389,3266,44.3
1044,프레스(P8000),2020-05-09,야간,가열로15호기,30,67198,4844,7.5,7.5,-,2020-05-09 07:14,2020-05-10 07:07,-,1433,3519,52.4
1045,프레스(P8000),2020-05-09,주간,가열로16호기,24,46224,1817,7.5,7.5,-,2020-05-08 19:14,2020-05-09 16:24,-,1270,2605.3,56.4
1046,프레스(P15000),2020-05-09,야간,가열로17호기,7,100700,31900,12,12,-,2020-05-09 06:38,2020-05-10 05:07,-,1349,7173.4,71.2
1047,프레스(P15000),2020-05-09,주간,가열로18호기,5,106780,25950,12,12,-,2020-05-08 15:32,2020-05-09 16:00,-,1468,6812.2,63.8
1048,프레스(P15000),2020-05-09,야간,가열로18호기,3,77650,25950,15,15,-,2020-05-09 16:00,2020-05-09 21:44,-,344,1154.2,14.9
1049,프레스(P15000),2020-05-09,주간,가열로19호기,1,94000,94000,12,12,-,2020-05-09 08:26,2020-05-09 09:47,-,81,380.9,4.1
1050,프레스(P15000),2020-05-09,주간,가열로20호기,3,189519,110879,30,30,-,2020-05-07 20:09,2020-05-09 14:26,-,2537,9826.3,51.8
1051,프레스(P5000),2020-05-11,야간,가열로2호기,7,73400,15660,12,13,-,2020-05-10 08:16,2020-05-12 03:56,-,2620,6968.1,94.9
1052,프레스(P5000),2020-05-11,야간,가열로3호기,7,104160,15760,12,13,-,2020-05-10 08:16,2020-05-12 06:42,-,2786,7342.5,70.5
1053,프레스(P5000),2020-05-11,주간,가열로4호기,6,60400,11360,12,13,-,2020-05-10 08:16,2020-05-11 18:15,-,2039,5317.6,88
1054,프레스(P5000),2020-05-11,주간,가열로5호기,10,57360,7980,12,13,-,2020-05-10 08:16,2020-05-12 18:34,-,3498,10085.3,175.8
1055,프레스(P15000),2020-05-11,주간,가열로6호기,5,105920,26000,12,12,-,2020-05-10 07:00,2020-05-11 06:50,-,1430,7386.9,69.7
1056,프레스(P15000),2020-05-11,야간,가열로6호기,4,82170,26000,12,12,-,2020-05-11 06:50,2020-05-12 01:37,-,1127,-,0
1057,링밀(R/M 9500),2020-05-11,주간,가열로7호기,6,54150,15540,4,10,-,2020-05-10 11:49,2020-05-12 11:36,-,2867,4417.5,81.6
1058,링밀(R/M 9500),2020-05-11,야간,가열로7호기,4,42400,10600,4,10,-,2020-05-12 11:40,2020-05-12 00:00,-,-700,-1034.9,-24.4
1059,링밀(R/M 9500),2020-05-11,주간,가열로8호기,11,69567,12877,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1060,링밀(R/M 9500),2020-05-11,야간,가열로8호기,15,40060,2970,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1061,링밀(R/M 9500),2020-05-11,주간,가열로9호기,18,55520,5190,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1062,링밀(R/M 9500),2020-05-11,야간,가열로9호기,13,35530,5350,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1063,링밀(R/M 9500),2020-05-11,주간,가열로10호기,14,20470,1750,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1064,링밀(R/M 9500),2020-05-11,야간,가열로10호기,11,57090,5190,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1065,링밀(R/M 9500),2020-05-11,주간,가열로11호기,4,59135,15560,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1066,링밀(R/M 9500),2020-05-11,야간,가열로11호기,1,25750,25750,4,10,-,2020-05-10 00:00,2020-05-12 00:00,-,2880,-,0
1067,프레스(P8000),2020-05-11,주간,가열로12호기,17,38673,3416,7.5,7.5,-,2020-05-10 07:00,2020-05-11 18:59,-,2159,3542.9,91.6
1068,링밀(R/M 9500),2020-05-11,야간,가열로13호기,2,51900,25950,4,10,-,2020-05-10 09:32,2020-05-12 04:06,-,2554,13902.7,267.9
1069,프레스(P8000),2020-05-11,주간,가열로15호기,17,55931,5995,7.5,7.5,-,2020-05-10 07:30,2020-05-11 19:34,-,2164,4223.8,75.5
1070,프레스(P8000),2020-05-11,야간,가열로16호기,26,81137,4668,7.5,7.5,-,2020-05-10 17:26,2020-05-12 06:46,-,2240,5147.5,63.4
1071,프레스(P15000),2020-05-11,주간,가열로17호기,3,164700,88000,24,24,-,2020-05-10 05:17,2020-05-11 15:40,-,2063,12702.2,77.1
1072,프레스(P15000),2020-05-11,주간,가열로18호기,6,88260,22930,15,15,-,2020-05-10 07:00,2020-05-11 18:03,-,2103,7280.2,82.5
1073,프레스(P15000),2020-05-11,야간,가열로19호기,1,94000,94000,15,15,-,2020-05-09 09:47,2020-05-11 20:29,-,3522,13152.6,139.9
1074,프레스(P15000),2020-05-11,주간,가열로20호기,3,108500,63100,20,20,-,2020-05-10 06:44,2020-05-11 14:01,-,1877,7451.8,68.7
1075,프레스(P15000),2020-05-11,야간,가열로20호기,4,92360,33000,12,12,-,2020-05-11 14:01,2020-05-12 06:00,-,959,3309.8,35.8
1076,프레스(P5000),2020-05-12,주간,가열로1호기,0,0,0,12,13,-,2020-05-11 19:40,2020-05-12 06:05,-,625,2019.7,0
1077,프레스(P5000),2020-05-12,야간,가열로2호기,11,100940,15760,12,13,-,2020-05-12 04:26,2020-05-13 03:15,-,1369,4556.4,45.1
