,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,246.0,1380,1260,540.5,0,0,0,2,55000,27500,2,25054,12527,2,80050,42550,0,0,0,0,0,0,6,160104,42550,2,80050,42550,2,80050,42550,4,80054,27500,900,0,누락없음,17,2019-09-25,야간,2019-09-25 2:41,수,안겹침,0,1,0,ACS,평일,0
1,396.1,2460,2400,541.4,0,0,0,0,0,0,0,0,0,0,0,0,4,150850,56100,0,0,0,4,150850,56100,4,150850,56100,0,0,0,4,150850,56100,7920,0,누락없음,17,2019-09-27,주간,2019-09-26 4:41,목,안겹침,0,6,0,C,평일,0
2,5883.5,103080,83280,237.8,0,0,0,4,151150,48000,0,0,0,0,0,0,0,0,0,0,0,0,4,151150,48000,0,0,0,0,0,0,4,151150,48000,66780,0,누락없음,17,2019-09-30,주간,2019-09-28 11:01,토,안겹침,0,4,0,C,주말,0
3,123.4,780,720,824.8,0,0,0,2,63600,32500,1,51600,51600,0,0,0,0,0,0,0,0,0,3,115200,51600,0,0,0,0,0,0,3,115200,51600,480,0,누락없음,17,2019-09-30,야간,2019-09-30 16:46,월,겹침,0,4,1,CS,평일,0
4,158.3,1140,1080,944.0,0,0,0,0,0,0,1,51600,51600,0,0,0,0,0,0,0,0,0,1,51600,51600,0,0,0,0,0,0,1,51600,51600,360,0,누락없음,17,2019-10-01,주간,2019-10-01 6:10,화,겹침,0,3,1,S,평일,0
5,522.4,2640,2580,477.0,0,0,0,0,0,0,0,0,0,2,48200,24100,1,120440,120440,0,0,0,3,168640,120440,3,168640,120440,3,168640,120440,0,0,0,4980,0,누락없음,17,2019-10-02,주간,2019-10-01 19:26,화,안겹침,0,1,0,AC,평일,0
6,134.0,840,780,861.2,0,0,0,0,0,0,0,0,0,0,0,0,3,171140,120440,0,0,0,3,171140,120440,3,171140,120440,3,171140,120440,0,0,0,360,0,누락없음,17,2019-10-02,야간,2019-10-02 10:24,수,겹침,0,3,1,C,평일,0
7,807.8,3600,3360,560.0,0,0,0,3,73220,40850,0,0,0,0,0,0,1,76964,76964,0,0,0,4,150184,76964,1,76964,76964,0,0,0,4,150184,76964,1980,0,누락없음,17,2019-10-04,야간,2019-10-04 3:30,금,안겹침,0,3,0,C,평일,0
8,5092.9,92820,72420,297.5,0,0,0,5,71340,23800,2,23270,12200,0,0,0,0,0,0,0,0,0,8,115460,23800,0,0,0,1,20850,20850,7,94610,23800,81480,0,강종누락,17,2019-10-07,야간,2019-10-06 4:29,일,안겹침,0,4,0,CS,주말,0
9,3262.5,21060,20700,406.7,0,0,0,10,120230,25350,0,0,0,0,0,0,0,0,0,0,0,0,10,120230,25350,0,0,0,0,0,0,10,120230,25350,1560,0,누락없음,17,2019-10-08,야간,2019-10-08 7:36,화,안겹침,0,8,0,C,평일,0
10,162.7,1080,960,746.8,0,0,0,3,91540,61600,0,0,0,0,0,0,0,0,0,0,0,0,3,91540,61600,0,0,0,0,0,0,3,91540,61600,540,0,누락없음,17,2019-10-09,주간,2019-10-09 4:18,수,안겹침,0,10,0,C,평일,0
11,646.7,4980,4200,657.6,0,0,0,10,152370,20680,0,0,0,0,0,0,0,0,0,0,0,0,10,152370,20680,0,0,0,0,0,0,10,152370,20680,19500,0,누락없음,17,2019-10-11,주간,2019-10-09 23:26,수,안겹침,0,3,0,C,평일,0
12,6107.5,99240,81360,299.0,0,0,0,8,131950,26200,0,0,0,0,0,0,0,0,0,0,0,0,8,131950,26200,0,0,0,0,0,0,8,131950,26200,73500,0,누락없음,17,2019-10-14,주간,2019-10-12 12:58,토,안겹침,0,10,0,C,주말,0
13,1973.9,16560,16320,393.8,3,38350,15900,1,6400,6400,0,0,0,0,0,0,0,0,0,2,88200,44100,6,132950,44100,2,88200,44100,5,126550,44100,1,6400,6400,25920,1,누락없음,17,2019-10-15,야간,2019-10-15 1:49,화,안겹침,0,8,0,ACS,평일,0
14,298.7,1860,1800,684.5,0,0,0,4,48850,25950,0,0,0,0,0,0,2,62950,33350,0,0,0,6,111800,33350,2,62950,33350,0,0,0,6,111800,33350,780,0,누락없음,17,2019-10-16,야간,2019-10-16 18:46,수,겹침,0,7,3,C,평일,0
15,424.3,2160,1860,654.3,0,0,0,3,22900,8400,0,0,0,0,0,0,2,62950,33350,2,88200,44100,7,174050,44100,4,151150,44100,2,88200,44100,5,85850,33350,600,1,누락없음,17,2019-10-16,주간,2019-10-16 6:57,수,안겹침,0,6,0,CS,평일,0
16,1114.6,4980,4500,820.9,0,0,0,3,44910,14970,0,0,0,0,0,0,3,131300,50600,0,0,0,6,176210,50600,3,131300,50600,0,0,0,6,176210,50600,480,1,누락없음,17,2019-10-17,야간,2019-10-17 6:53,목,안겹침,0,6,0,C,평일,0
17,4283.0,38520,38100,364.4,0,0,0,8,123890,19100,2,24400,12200,0,0,0,0,0,0,0,0,0,10,148290,19100,0,0,0,0,0,0,10,148290,19100,2100,1,누락없음,17,2019-10-18,야간,2019-10-18 5:20,금,안겹침,0,6,0,CS,평일,0
18,4323.7,40920,39780,71.6,0,0,0,5,90300,31500,0,0,0,0,0,0,0,0,0,0,0,0,5,90300,31500,0,0,0,3,27300,9100,2,63000,31500,200100,1,누락없음,17,2019-10-22,주간,2019-10-21 10:45,월,안겹침,0,10,0,C,주말,0
19,390.9,1860,1800,706.0,0,0,0,6,117780,31500,0,0,0,0,0,0,0,0,0,0,0,0,6,117780,31500,0,0,0,0,0,0,6,117780,31500,660,0,누락없음,17,2019-10-23,주간,2019-10-22 14:13,화,안겹침,0,5,0,C,평일,0
20,162.1,960,900,924.5,0,0,0,0,0,0,0,0,0,0,0,0,1,81737,81737,0,0,0,1,81737,81737,1,81737,81737,0,0,0,1,81737,81737,960,0,누락없음,17,2019-10-25,야간,2019-10-24 19:04,목,안겹침,0,6,0,C,평일,0
21,230.8,1980,1920,726.0,0,0,0,4,151100,49600,0,0,0,0,0,0,0,0,0,0,0,0,4,151100,49600,0,0,0,0,0,0,4,151100,49600,600,0,누락없음,17,2019-10-28,야간,2019-10-28 18:29,월,안겹침,0,1,0,C,주말,0
22,2065.1,9420,8520,562.4,0,0,0,5,107230,54150,0,0,0,0,0,0,0,0,0,0,0,0,5,107230,54150,0,0,0,0,0,0,5,107230,54150,900,1,누락없음,17,2019-10-29,야간,2019-10-29 7:31,화,안겹침,0,4,0,C,평일,0
23,191.4,1260,1200,948.2,0,0,0,2,73350,54150,0,0,0,0,0,0,1,72085,72085,0,0,0,3,145435,72085,1,72085,72085,0,0,0,3,145435,72085,540,1,누락없음,17,2019-10-30,주간,2019-10-30 3:32,수,겹침,0,5,1,C,평일,0
24,211.3,1260,1200,716.6,0,0,0,4,145050,54150,0,0,0,0,0,0,0,0,0,0,0,0,4,145050,54150,0,0,0,1,53500,53500,3,91550,54150,660,0,누락없음,17,2019-10-31,주간,2019-10-30 15:26,수,겹침,0,3,1,C,평일,0
25,394.9,2040,1980,691.9,0,0,0,2,79400,39700,0,0,0,2,78200,39100,0,0,0,0,0,0,4,157600,39700,2,78200,39100,2,78200,39100,2,79400,39700,24960,0,누락없음,17,2019-11-01,주간,2019-10-31 20:23,목,안겹침,0,4,0,AC,평일,0
26,5056.5,116340,82860,292.8,0,0,0,0,0,0,7,114870,25000,0,0,0,0,0,0,0,0,0,7,114870,25000,0,0,0,1,25000,25000,6,89870,16700,56460,0,누락없음,17,2019-11-04,주간,2019-11-02 6:43,토,안겹침,0,4,0,S,주말,0
27,156.9,1440,1380,776.0,0,0,0,4,57300,26850,0,0,0,0,0,0,0,0,0,0,0,0,4,57300,26850,0,0,0,0,0,0,4,57300,26850,360,0,누락없음,17,2019-11-05,야간,2019-11-05 13:54,화,겹침,0,8,4,C,평일,0
28,409.5,1740,1680,625.0,0,0,0,8,123110,26850,0,0,0,0,0,0,0,0,0,0,0,0,8,123110,26850,0,0,0,0,0,0,8,123110,26850,6720,0,누락없음,17,2019-11-05,주간,2019-11-04 15:01,월,안겹침,0,7,0,C,평일,0
29,590.9,3120,2940,497.3,0,0,0,0,0,0,0,0,0,1,43600,43600,1,52100,52100,0,0,0,3,131300,52100,3,131300,52100,1,43600,43600,2,87700,52100,21600,0,강종누락,17,2019-11-07,주간,2019-11-06 11:36,수,안겹침,0,4,0,AC,평일,0
30,1712.0,8400,7320,543.0,0,0,0,8,93110,19000,1,12200,12200,0,0,0,1,71000,71000,0,0,0,10,176310,71000,1,71000,71000,1,71000,71000,9,105310,19000,4560,2,누락없음,17,2019-11-08,주간,2019-11-07 18:14,목,안겹침,0,3,0,CS,평일,0
31,112.6,900,840,671.8,0,0,0,4,36740,9185,1,12200,12200,0,0,0,0,0,0,0,0,0,5,48940,12200,0,0,0,0,0,0,5,48940,12200,360,0,누락없음,17,2019-11-08,야간,2019-11-08 18:34,금,안겹침,0,10,0,CS,평일,0
32,2896.7,30780,30000,451.0,0,0,0,4,111800,58500,0,0,0,0,0,0,0,0,0,0,0,0,4,111800,58500,0,0,0,1,58500,58500,3,53300,32000,158040,0,누락없음,17,2019-11-11,야간,2019-11-10 17:37,일,안겹침,0,5,0,C,주말,0
33,589.4,3240,3060,920.9,0,0,0,2,52400,26200,0,0,0,0,0,0,2,97200,48600,0,0,0,4,149600,48600,2,97200,48600,2,97200,48600,2,52400,26200,480,1,누락없음,17,2019-11-12,야간,2019-11-12 6:24,화,안겹침,0,4,0,C,평일,0
34,701.8,2880,2820,552.1,0,0,0,5,68690,15150,0,0,0,0,0,0,2,97200,48600,0,0,0,7,165890,48600,2,97200,48600,2,97200,48600,5,68690,15150,1140,0,누락없음,17,2019-11-13,야간,2019-11-13 1:51,수,겹침,0,4,1,C,평일,0
35,143.5,1200,1080,729.7,0,0,0,1,15150,15150,0,0,0,0,0,0,1,48600,48600,0,0,0,2,63750,48600,1,48600,48600,1,48600,48600,1,15150,15150,360,0,누락없음,17,2019-11-14,주간,2019-11-14 6:15,목,겹침,0,7,2,C,평일,0
36,783.8,4080,4020,704.0,0,0,0,4,84570,38800,2,32800,16400,0,0,0,0,0,0,0,0,0,6,117370,38800,0,0,0,2,32800,16400,4,84570,38800,15780,0,누락없음,17,2019-11-15,야간,2019-11-14 22:40,목,안겹침,0,2,0,CS,평일,0
37,3669.1,30780,30300,424.6,3,68670,22890,2,58850,32900,1,16400,16400,0,0,0,0,0,0,0,0,0,6,143920,32900,0,0,0,4,85070,22890,2,58850,32900,116460,0,누락없음,17,2019-11-18,주간,2019-11-17 10:19,일,안겹침,0,6,0,ACS,주말,0
38,221.7,1800,1740,814.7,3,68670,22890,2,58850,32900,0,0,0,0,0,0,0,0,0,0,0,0,5,127520,32900,0,0,0,3,68670,22890,2,58850,32900,420,0,누락없음,17,2019-11-18,야간,2019-11-18 14:49,월,겹침,0,6,5,AC,평일,0
39,1911.5,8520,7740,613.6,0,0,0,4,77970,22800,0,0,0,0,0,0,2,77200,38600,0,0,0,6,155170,38600,2,77200,38600,2,77200,38600,4,77970,22800,1080,2,누락없음,17,2019-11-19,야간,2019-11-19 5:43,화,안겹침,0,5,0,C,평일,0
40,1594.1,8520,6660,646.8,0,0,0,0,0,0,0,0,0,6,138850,28350,0,0,0,0,0,0,7,179160,40310,6,138850,28350,6,138850,28350,1,40310,40310,480,3,강종누락,17,2019-11-20,야간,2019-11-20 5:21,수,안겹침,0,6,0,A,평일,0
41,196.6,1080,1020,637.3,0,0,0,0,0,0,0,0,0,1,28350,28350,1,39100,39100,0,0,0,3,107760,40310,2,67450,39100,2,67450,39100,1,40310,40310,960,0,강종누락,17,2019-11-21,주간,2019-11-21 1:56,목,겹침,0,7,2,AC,평일,0
42,1889.5,10860,8100,418.7,0,0,0,1,58500,58500,0,0,0,4,65200,16300,0,0,0,0,0,0,5,123700,58500,4,65200,16300,5,123700,58500,0,0,0,1620,1,누락없음,17,2019-11-22,주간,2019-11-21 14:40,목,안겹침,0,3,0,AC,평일,0
43,119.2,1080,1020,886.9,0,0,0,2,62000,36000,0,0,0,0,0,0,0,0,0,0,0,0,2,62000,36000,0,0,0,0,0,0,2,62000,36000,300,0,누락없음,17,2019-11-25,야간,2019-11-25 17:05,월,겹침,0,4,1,C,평일,0
44,2204.8,22020,21600,667.4,0,0,0,4,183682,138882,0,0,0,0,0,0,0,0,0,0,0,0,4,183682,138882,0,0,0,0,0,0,4,183682,138882,84540,0,누락없음,17,2019-11-25,주간,2019-11-23 17:24,토,안겹침,0,5,0,C,주말,0
45,398.5,2040,1980,932.5,0,0,0,1,26000,26000,3,33140,16400,0,0,0,0,0,0,0,0,0,4,59140,26000,0,0,0,3,33140,16400,1,26000,26000,1020,0,누락없음,17,2019-11-26,야간,2019-11-26 6:05,화,겹침,0,2,1,CS,평일,0
46,2391.0,15540,15420,588.3,0,0,0,5,140860,53500,0,0,0,0,0,0,1,23850,23850,0,0,0,6,164710,53500,1,23850,23850,0,0,0,6,164710,53500,1020,0,누락없음,17,2019-11-27,야간,2019-11-27 1:37,수,안겹침,0,4,0,C,평일,0
47,153.6,960,840,806.5,0,0,0,2,103000,53500,0,0,0,0,0,0,0,0,0,0,0,0,2,103000,53500,0,0,0,0,0,0,2,103000,53500,300,0,누락없음,17,2019-11-28,주간,2019-11-28 6:41,목,안겹침,0,6,0,C,평일,0
48,103.5,840,780,826.4,0,0,0,2,103000,53500,0,0,0,0,0,0,0,0,0,0,0,0,2,103000,53500,0,0,0,0,0,0,2,103000,53500,360,0,누락없음,17,2019-11-28,야간,2019-11-28 16:11,목,겹침,0,2,2,C,평일,0
49,302.4,1680,1500,390.7,0,0,0,0,0,0,0,0,0,0,0,0,2,51000,25500,0,0,0,2,51000,25500,2,51000,25500,0,0,0,2,51000,25500,4260,0,누락없음,17,2019-11-29,야간,2019-11-29 10:48,금,안겹침,0,1,0,C,평일,0
50,91.5,1020,1020,1035.4,0,0,0,1,53500,53500,0,0,0,0,0,0,0,0,0,0,0,0,1,53500,53500,0,0,0,0,0,0,1,53500,53500,360,0,누락없음,17,2019-11-29,주간,2019-11-28 20:21,목,겹침,0,2,1,C,평일,0
51,6455.8,36060,33960,69.0,0,0,0,0,0,0,3,31640,12200,0,0,0,0,0,0,0,0,0,7,131640,25000,0,0,0,5,108370,25000,2,23270,12200,196860,4,강종누락,17,2019-12-03,주간,2019-12-02 10:22,월,안겹침,0,2,0,S,주말,0
52,2574.1,10200,9960,395.2,0,0,0,10,115090,19600,0,0,0,0,0,0,0,0,0,0,0,0,10,115090,19600,0,0,0,0,0,0,10,115090,19600,2340,0,누락없음,17,2019-12-04,주간,2019-12-03 18:48,화,안겹침,0,7,0,C,평일,0
53,1065.5,4440,4260,468.7,0,0,0,9,108500,17850,0,0,0,0,0,0,0,0,0,0,0,0,9,108500,17850,0,0,0,0,0,0,9,108500,17850,1260,1,누락없음,17,2019-12-05,주간,2019-12-04 18:56,수,겹침,0,10,2,C,평일,0
54,1005.8,4080,3900,568.8,0,0,0,4,53860,16450,2,23270,12200,1,34850,34850,0,0,0,0,0,0,7,111980,34850,1,34850,34850,1,34850,34850,6,77130,16450,660,0,누락없음,17,2019-12-06,주간,2019-12-05 19:11,목,안겹침,0,9,0,ACS,평일,0
55,2829.0,32820,27600,548.9,0,0,0,3,193440,120440,0,0,0,0,0,0,0,0,0,0,0,0,3,193440,120440,0,0,0,0,0,0,3,193440,120440,29100,1,누락없음,17,2019-12-09,주간,2019-12-07 7:37,토,안겹침,0,7,0,C,주말,0
56,304.0,2340,1920,726.2,0,0,0,2,141500,105000,0,0,0,0,0,0,0,0,0,0,0,0,2,141500,105000,0,0,0,1,105000,105000,1,36500,36500,600,1,누락없음,17,2019-12-11,주간,2019-12-10 16:24,화,겹침,0,2,2,C,평일,0
57,120.4,960,840,812.5,0,0,0,2,141500,105000,0,0,0,0,0,0,0,0,0,0,0,0,2,141500,105000,0,0,0,1,105000,105000,1,36500,36500,240,0,누락없음,17,2019-12-12,주간,2019-12-11 10:02,수,겹침,0,2,1,C,평일,0
58,543.7,2700,2640,343.8,0,0,0,6,89055,25950,0,0,0,0,0,0,0,0,0,0,0,0,6,89055,25950,0,0,0,0,0,0,6,89055,25950,4920,0,누락없음,17,2019-12-13,주간,2019-12-12 16:10,목,안겹침,0,2,0,C,평일,0
59,3234.5,27060,26520,548.1,0,0,0,5,157570,73500,0,0,0,0,0,0,0,0,0,0,0,0,5,157570,73500,0,0,0,0,0,0,5,157570,73500,156840,0,누락없음,17,2019-12-16,주간,2019-12-15 10:50,일,안겹침,0,6,0,C,주말,0
60,483.2,2340,2160,547.8,0,0,0,4,190600,73500,0,0,0,0,0,0,0,0,0,0,0,0,4,190600,73500,0,0,0,0,0,0,4,190600,73500,1500,0,누락없음,17,2019-12-17,주간,2019-12-16 15:55,월,겹침,0,5,1,C,평일,0
61,834.2,3420,3360,617.0,0,0,0,7,84660,32300,0,0,0,0,0,0,0,0,0,0,0,0,7,84660,32300,0,0,0,0,0,0,7,84660,32300,1080,0,누락없음,17,2019-12-18,주간,2019-12-17 16:41,화,겹침,0,4,1,C,평일,0
62,1066.2,38160,7080,370.9,2,33000,16500,0,0,0,0,0,0,1,38600,38600,1,69600,69600,0,0,0,5,155360,69600,2,108200,69600,4,85760,38600,1,69600,69600,6480,2,강종누락,17,2019-12-19,야간,2019-12-18 17:05,수,안겹침,0,7,0,AC,평일,0
