,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,2210.5,26640,19260,127.0,0,0,0,3,33870,13080,0,0,0,0,0,0,0,0,0,0,0,0,3,33870,13080,0,0,0,0,0,0,3,33870,13080,620640,0,누락없음,3,2019-08-03,야간,2019-08-02 23:49,금,안겹침,0,12,0,C,평일,0
1,560.5,9240,4500,876.8,8,88000,11000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88000,11000,0,0,0,8,88000,11000,0,0,0,1860,0,누락없음,3,2019-08-04,야간,2019-08-04 4:14,일,안겹침,0,3,0,A,주말,0
2,920.8,6720,5880,873.6,6,96600,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,96600,16100,0,0,0,6,96600,16100,0,0,0,2160,1,누락없음,3,2019-08-06,주간,2019-08-05 17:08,월,안겹침,0,8,0,A,평일,0
3,2268.6,18720,14220,661.5,10,150696,16100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,150696,16100,0,0,0,10,150696,16100,0,0,0,7380,4,누락없음,3,2019-08-07,주간,2019-08-06 13:24,화,겹침,0,6,4,A,평일,0
4,1582.8,12120,11040,930.5,4,54096,13524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,141696,14600,0,0,0,10,141696,14600,0,0,0,1620,2,강종누락,3,2019-08-08,주간,2019-08-07 15:27,수,겹침,0,10,4,A,평일,0
5,3717.6,47220,45360,216.4,0,0,0,0,0,0,5,79500,17600,0,0,0,0,0,0,0,0,0,5,79500,17600,0,0,0,5,79500,17600,0,0,0,2388660,1,누락없음,3,2019-09-07,주간,2019-09-06 8:10,금,안겹침,0,10,0,S,평일,0
6,306.1,2040,1980,628.1,0,0,0,0,0,0,5,79500,17600,0,0,0,0,0,0,0,0,0,5,79500,17600,0,0,0,5,79500,17600,0,0,0,1140,0,누락없음,3,2019-09-07,야간,2019-09-07 11:24,토,겹침,0,5,5,S,주말,0
7,510.9,3180,3120,536.3,8,76432,9554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,76432,9554,0,0,0,8,76432,9554,0,0,0,1500,0,누락없음,3,2019-09-08,야간,2019-09-08 5:21,일,안겹침,0,5,0,A,주말,0
8,782.4,4800,4620,580.8,0,0,0,7,52710,7530,0,0,0,0,0,0,0,0,0,0,0,0,7,52710,7530,0,0,0,0,0,0,7,52710,7530,14700,0,누락없음,3,2019-09-09,야간,2019-09-09 3:25,월,안겹침,0,8,0,C,평일,0
9,976.9,6360,6300,599.2,2,19650,10300,8,64850,11970,0,0,0,0,0,0,0,0,0,0,0,0,10,84500,11970,0,0,0,2,19650,10300,8,64850,11970,14880,0,누락없음,3,2019-09-10,야간,2019-09-10 3:37,화,안겹침,0,7,0,AC,평일,0
10,558.7,3420,3360,665.0,0,0,0,8,46400,5800,0,0,0,0,0,0,0,0,0,0,0,0,8,46400,5800,0,0,0,0,0,0,8,46400,5800,6360,0,누락없음,3,2019-09-11,야간,2019-09-11 0:52,수,안겹침,0,10,0,C,평일,0
11,3954.7,30360,30120,162.1,0,0,0,8,57530,7620,0,0,0,0,0,0,0,0,0,0,0,0,8,57530,7620,0,0,0,0,0,0,8,57530,7620,292680,0,누락없음,3,2019-09-16,주간,2019-09-15 7:25,일,안겹침,0,8,0,C,주말,0
12,625.7,3840,3780,631.4,0,0,0,8,54280,7750,0,0,0,0,0,0,0,0,0,0,0,0,8,54280,7750,0,0,0,0,0,0,8,54280,7750,1080,0,누락없음,3,2019-09-17,주간,2019-09-16 18:38,월,안겹침,0,8,0,C,평일,0
13,245.6,1620,1620,607.1,0,0,0,0,0,0,2,14630,8560,0,0,0,0,0,0,0,0,0,2,14630,8560,0,0,0,2,14630,8560,0,0,0,5100,0,누락없음,3,2019-09-18,주간,2019-09-17 17:59,화,안겹침,0,8,0,S,평일,0
14,202.0,1380,1320,832.3,0,0,0,0,0,0,0,0,0,0,0,0,3,53800,21100,0,0,0,3,53800,21100,3,53800,21100,1,21100,21100,2,32700,16350,14100,0,누락없음,3,2019-09-19,주간,2019-09-18 12:57,수,안겹침,0,2,0,C,평일,0
15,702.1,4200,4080,527.5,0,0,0,10,71670,7620,0,0,0,0,0,0,0,0,0,0,0,0,10,71670,7620,0,0,0,0,0,0,10,71670,7620,1440,0,누락없음,3,2019-09-20,주간,2019-09-19 19:12,목,안겹침,0,3,0,C,평일,0
