,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,2578.4,17460,16560,625.4,0,0,0,2,34200,17900,3,34200,12200,0,0,0,0,0,0,0,0,0,5,68400,17900,0,0,0,0,0,0,5,68400,17900,1260,1,누락없음,6,2019-09-25,야간,2019-09-25 4:48,수,안겹침,0,11,0,CS,평일,0
1,3385.2,34080,33660,525.7,6,80880,13480,0,0,0,2,20700,10350,0,0,0,0,0,0,0,0,0,8,101580,13480,0,0,0,6,80880,13480,2,20700,10350,5640,0,누락없음,6,2019-09-26,야간,2019-09-26 7:02,목,안겹침,0,5,0,AS,평일,0
2,3928.6,25140,24480,45.5,0,0,0,5,77380,17500,0,0,0,0,0,0,0,0,0,0,0,0,5,77380,17500,0,0,0,0,0,0,5,77380,17500,312780,2,누락없음,6,2019-10-01,야간,2019-09-30 20:37,월,안겹침,0,8,0,C,주말,0
3,2559.9,17460,17220,569.3,7,94360,13480,2,32370,16185,0,0,0,0,0,0,0,0,0,0,0,0,9,126730,16185,0,0,0,7,94360,13480,2,32370,16185,1860,0,누락없음,6,2019-10-02,야간,2019-10-02 5:50,수,안겹침,0,5,0,AC,평일,0
4,4942.4,38880,37980,147.0,7,94360,13480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,94360,13480,0,0,0,7,94360,13480,0,0,0,98160,1,누락없음,6,2019-10-04,야간,2019-10-04 2:42,금,안겹침,0,9,0,A,평일,0
5,6797.9,51540,49980,49.6,0,0,0,4,59880,14970,2,22000,11000,0,0,0,0,0,0,0,0,0,6,81880,14970,0,0,0,0,0,0,6,81880,14970,234180,3,누락없음,6,2019-10-08,주간,2019-10-07 14:48,월,안겹침,0,7,0,CS,주말,0
6,173.5,2280,2220,1011.1,0,0,0,2,29940,14970,2,22000,11000,0,0,0,0,0,0,0,0,0,4,51940,14970,0,0,0,0,0,0,4,51940,14970,240,0,누락없음,6,2019-10-08,야간,2019-10-08 16:59,화,겹침,0,6,4,CS,평일,0
7,4183.2,31980,31500,515.0,0,0,0,6,91825,23800,0,0,0,0,0,0,0,0,0,0,0,0,6,91825,23800,0,0,0,0,0,0,6,91825,23800,3240,0,누락없음,6,2019-10-09,야간,2019-10-09 2:22,수,안겹침,0,4,0,C,평일,0
8,2998.0,23580,23280,516.4,0,0,0,5,32000,6400,3,36600,12200,0,0,0,0,0,0,0,0,0,8,68600,12200,0,0,0,0,0,0,8,68600,12200,4020,0,누락없음,6,2019-10-10,야간,2019-10-10 7:04,목,안겹침,0,6,0,CS,평일,0
9,3449.5,25980,25740,539.8,0,0,0,10,82300,8230,0,0,0,0,0,0,0,0,0,0,0,0,10,82300,8230,0,0,0,0,0,0,10,82300,8230,19980,0,누락없음,6,2019-10-11,야간,2019-10-11 4:49,금,안겹침,0,8,0,C,평일,0
