,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감여부,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,1313.1,7260,7140,445.6,0,0,0,0,0,0,1,59000,59000,0,0,0,0,0,0,0,0,0,1,59000,59000,0,0,0,1,59000,59000,0,0,0,2202480,0,누락없음,13,2019-10-14,야간,2019-10-14 10:01,월,안겹침,0,4,0,S,주말,0
1,259.7,1680,1620,853.5,0,0,0,0,0,0,1,59000,59000,0,0,0,0,0,0,0,0,0,1,59000,59000,0,0,0,1,59000,59000,0,0,0,480,0,누락없음,13,2019-10-15,주간,2019-10-15 5:47,화,겹침,0,1,1,S,평일,0
2,299.2,2100,1920,866.5,0,0,0,0,0,0,1,59000,59000,0,0,0,0,0,0,0,0,0,1,59000,59000,0,0,0,1,59000,59000,0,0,0,420,1,누락없음,13,2019-10-15,야간,2019-10-15 11:32,화,겹침,0,1,1,S,평일,0
3,263.5,1560,1500,651.6,0,0,0,1,25950,25950,0,0,0,0,0,0,0,0,0,0,0,0,1,25950,25950,0,0,0,0,0,0,1,25950,25950,840,0,누락없음,13,2019-10-16,야간,2019-10-16 17:34,수,겹침,0,1,1,C,평일,0
4,1054.4,5760,5640,440.4,0,0,0,1,25950,25950,0,0,0,0,0,0,0,0,0,0,0,0,1,25950,25950,0,0,0,0,0,0,1,25950,25950,9420,0,누락없음,13,2019-10-16,주간,2019-10-15 22:58,화,안겹침,0,1,0,C,평일,0
5,361.9,2340,2220,643.2,0,0,0,1,25950,25950,0,0,0,0,0,0,0,0,0,0,0,0,1,25950,25950,0,0,0,0,0,0,1,25950,25950,900,0,누락없음,13,2019-10-17,야간,2019-10-17 17:06,목,겹침,0,1,1,C,평일,0
6,183.6,1380,1320,792.2,0,0,0,1,25950,25950,0,0,0,0,0,0,0,0,0,0,0,0,1,25950,25950,0,0,0,0,0,0,1,25950,25950,480,0,누락없음,13,2019-10-17,주간,2019-10-17 4:34,목,안겹침,0,1,0,C,평일,0
7,783.7,21480,18900,1019.4,2,80050,42550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,80050,42550,0,0,0,2,80050,42550,0,0,0,6660,1,누락없음,13,2019-10-18,야간,2019-10-18 9:14,금,안겹침,0,1,0,A,평일,0
8,4045.0,24660,22980,61.3,0,0,0,0,0,0,0,0,0,0,0,0,3,84800,35350,0,0,0,3,84800,35350,3,84800,35350,1,27350,27350,2,57450,35350,209940,2,누락없음,13,2019-10-22,주간,2019-10-21 16:29,월,안겹침,0,2,0,C,주말,0
9,185.0,1500,1440,987.4,0,0,0,0,0,0,0,0,0,0,0,0,1,35350,35350,0,0,0,1,35350,35350,1,35350,35350,0,0,0,1,35350,35350,420,0,누락없음,13,2019-10-22,야간,2019-10-22 18:03,화,겹침,0,3,1,C,평일,0
