,가열로번호,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,cycle,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,3,2210.5,8/2/2019 23:49,8/3/2019 7:13,26640,127.0,1252.7,3,33870,13080,CARBON,0,1,0,620640,16,0,0,0,3,33870,13080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33870,13080,0,누락없음,19260,8/3/2019,야간,금,안겹침,이상없음,12,0,C,평일,0
1,2,345.6,8/25/2019 0:47,8/25/2019 3:38,10260,491.1,660.4,7,75090,12310,CARBON,0,1,0,73380,15,0,0,0,7,75090,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75090,12310,0,누락없음,6300,8/26/2019,주간,일,안겹침,이상없음,7,0,C,주말,0
2,2,2304.8,8/25/2019 9:27,8/25/2019 18:37,33000,649.1,1253.6,7,75090,12310,CARBON,0,1,0,20940,15,0,0,0,7,75090,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,75090,12310,0,누락없음,29040,8/26/2019,주간,일,겹침,이상없음,7,7,C,주말,0
3,2,3287.6,9/3/2019 8:34,9/3/2019 15:35,25260,80.1,1253.8,5,61550,12310,CARBON,0,1,0,324600,20,0,0,0,5,61550,12310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,61550,12310,0,누락없음,25080,9/4/2019,주간,화,안겹침,이상없음,2,0,C,평일,0
4,3,782.4,9/9/2019 3:25,9/9/2019 4:45,4800,580.8,1259.4,7,52710,7530,CARBON,0,1,0,14460,24,0,0,0,7,52710,7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,52710,7530,0,누락없음,4620,9/9/2019,야간,월,안겹침,이상없음,8,0,C,평일,0
5,3,3954.7,9/15/2019 7:25,9/15/2019 15:51,30360,162.1,1247.6,8,57530,7620,CARBON,0,1,0,292680,27,0,0,0,8,57530,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,57530,7620,0,누락없음,30120,9/16/2019,주간,일,안겹침,이상없음,8,0,C,주말,0
6,3,625.7,9/16/2019 18:38,9/16/2019 19:42,3840,631.4,1252.0,8,54280,7750,CARBON,0,1,0,1320,28,0,0,0,8,54280,7750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,54280,7750,0,누락없음,3780,9/17/2019,주간,월,안겹침,이상없음,8,0,C,평일,0
7,3,702.1,9/19/2019 19:12,9/19/2019 20:22,4200,527.5,1258.5,10,71670,7620,CARBON,0,1,0,1680,31,0,0,0,10,71670,7620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,71670,7620,0,누락없음,4080,9/20/2019,주간,목,안겹침,이상없음,3,0,C,평일,0
8,3,2479.3,9/22/2019 22:28,9/23/2019 7:44,33360,650.8,1235.6,5,38190,10100,SUS,0,0,1,24420,32,0,0,0,2,13460,6730,3,24730,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38190,10100,0,누락없음,28320,9/23/2019,야간,일,겹침,이상없음,5,5,CS,주말,0
9,3,656.3,9/22/2019 9:53,9/22/2019 15:41,20880,380.4,660.9,5,38190,10100,SUS,0,0,1,141900,32,0,0,0,2,13460,6730,3,24730,10100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38190,10100,0,누락없음,15840,9/23/2019,야간,일,안겹침,이상없음,5,0,CS,주말,0
10,2,926.9,10/2/2019 19:29,10/2/2019 21:16,6420,554.4,1262.0,6,40530,7030,CARBON,0,1,0,2040,41,0,0,0,6,40530,7030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40530,7030,0,누락없음,6360,10/3/2019,주간,수,안겹침,이상없음,6,0,C,평일,0
11,3,1251.7,10/4/2019 3:29,10/4/2019 6:13,9840,734.5,1256.6,9,91760,12380,CARBON,0,1,0,3900,39,0,0,0,8,80610,12380,1,11150,11150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,91760,12380,0,누락없음,9480,10/4/2019,야간,금,안겹침,이상없음,5,0,CS,평일,0
12,3,2769.6,10/13/2019 20:47,10/14/2019 7:03,36960,649.1,1255.7,8,72160,9020,CARBON,0,1,0,130860,45,0,0,0,8,72160,9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72160,9020,0,누락없음,11460,10/14/2019,야간,일,겹침,이상없음,8,8,C,주말,0
