,에너지,시간(총),시간(0제외),시작온도,종료온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생,강종,강종_ALLOY,강종_CARBON,강종_SUS
0,444.4,2160.0,2100.0,660.1,1244.3,0,0.0,0,6,125030.0,61600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,125030.0,61600,0,0.0,0,1,61600.0,61600,5,63430.0,20750,720.0,0,누락없음,18,2020-03-03,주간,2020-03-02 17:06:00,월,안겹침,이상없음,6,0,C,주말,0,CARBON,0,1,0
1,388.5,1920.0,1800.0,811.2,1260.5,0,0.0,0,4,148200.0,61600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,148200.0,61600,0,0.0,0,4,148200.0,61600,0,0.0,0,24660.0,0,누락없음,20,2020-03-03,야간,2020-03-02 18:03:00,월,안겹침,이상없음,2,0,C,주말,0,CARBON,0,1,0
2,733.3,3720.0,3600.0,554.9,1264.2,0,0.0,0,4,88100.0,32200,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,88100.0,32200,0,0.0,0,2,48000.0,24000,2,40100.0,32200,1260.0,0,누락없음,20,2020-03-04,야간,2020-03-04 04:48:00,수,겹침,이상없음,4,1,C,평일,0,CARBON,0,1,0
3,534.7,2340.0,2220.0,723.6,1240.9,0,0.0,0,4,111500.0,36200,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,111500.0,36200,0,0.0,0,1,24000.0,24000,3,87500.0,36200,720.0,0,누락없음,20,2020-03-05,야간,2020-03-05 05:45:00,목,안겹침,이상없음,4,0,C,평일,0,CARBON,0,1,0
4,700.8,3960.0,3900.0,388.2,1256.3,1,38100.0,38100,2,48000.0,24000,2,23620.0,11810,0,0.0,0,0,0.0,0,0,0.0,0,5,109720.0,38100,0,0.0,0,2,48000.0,24000,3,61720.0,38100,8220.0,0,누락없음,17,2020-03-05,주간,2020-03-04 16:07:00,수,안겹침,이상없음,6,0,ACS,평일,0,ALLOY,1,0,0
5,102.1,960.0,900.0,854.0,1236.4,1,17000.0,17000,4,149400.0,38600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,166400.0,38600,0,0.0,0,5,166400.0,38600,0,0.0,0,300.0,0,누락없음,18,2020-03-11,야간,2020-03-11 15:40:00,수,겹침,이상없음,6,5,AC,평일,0,CARBON,0,1,0
6,257.0,1380.0,1320.0,751.7,1241.0,2,40000.0,23000,4,149400.0,38600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,189400.0,38600,0,0.0,0,6,189400.0,38600,0,0.0,0,1740.0,0,누락없음,18,2020-03-11,주간,2020-03-10 18:19:00,화,안겹침,이상없음,3,0,AC,평일,0,ALLOY,1,0,0
7,471.1,2220.0,2160.0,520.8,1252.2,3,104200.0,43600,4,64780.0,35500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,7,168980.0,43600,0,0.0,0,3,104200.0,43600,4,64780.0,35500,2400.0,0,누락없음,18,2020-03-13,주간,2020-03-12 17:34:00,목,겹침,이상없음,4,1,AC,평일,0,ALLOY,1,0,0
8,81.5,780.0,780.0,1146.3,1259.4,0,0.0,0,4,126250.0,48600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,126250.0,48600,0,0.0,0,2,97200.0,48600,2,29050.0,14525,720.0,0,누락없음,20,2020-03-17,야간,2020-03-17 13:22:00,화,겹침,이상없음,6,4,C,평일,0,CARBON,0,1,0
9,133.0,900.0,840.0,937.3,1247.9,1,76964.0,76964,2,90600.0,62600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,167564.0,76964,0,0.0,0,2,139564.0,76964,1,28000.0,28000,600.0,0,누락없음,18,2020-03-17,주간,2020-03-16 16:37:00,월,겹침,이상없음,2,1,AC,주말,0,CARBON,0,1,0
