,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,가스사용량,가열로 번호,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,소재 list,시작시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,작업일자,종료시간,종료온도,주/야간,최종 가열시작 온도,평균온도,평일/주말
0,heat,0,1,74.02298850574714,,,increasing 0,644.0,8.7,2189.800000000745,2,1251.3,0,0,16,[],2020-03-01 10:40:00,607.3,2020-03-01 00:00:00,549.1,,,2020-03-01 19:22:00,1251.3,,0,,
1,open,,0,,,,,,,21.399999998509884,2,,,,,,2020-03-02 08:58:00,1272.9,,,,,2020-03-02 09:07:00,1095.0,,,,
2,reheat,,0,,,,,,,39.20000000111759,2,,,,0,,2020-03-02 09:07:00,1095.0,,,,,2020-03-02 09:18:00,,,,,
3,open,,0,,,,,,,21.299999998882413,2,,,,,,2020-03-02 09:18:00,1280.2,,,,,2020-03-02 09:26:00,1057.3,,,,
4,reheat,,0,,,,,,,46.20000000111759,2,,,,1,,2020-03-02 09:26:00,1057.3,,,,,2020-03-02 09:38:00,,,,,
5,open,,0,,,,,,,26.699999999254942,2,,,,,,2020-03-02 09:38:00,1289.1,,,,,2020-03-02 09:48:00,1101.1,,,,
6,reheat,,0,,,,,,,46.0,2,,,,0,,2020-03-02 09:48:00,1101.1,,,,,2020-03-02 09:58:00,,,,,
7,open,,0,,,,,,,19.40000000037253,2,,,,,,2020-03-02 09:58:00,1292.1,,,,,2020-03-02 10:04:00,1054.0,,,,
8,reheat,,0,,,,,,,49.40000000037253,2,,,,1,,2020-03-02 10:04:00,1054.0,,,,,2020-03-02 10:15:00,,,,,
9,hold,,0,,,,,,,132.2999999988824,2,,,,,,2020-03-02 10:15:00,1282.3,,,,,2020-03-02 10:55:00,1274.4,,,1274.7439024390244,
10,open,,0,,,,,,,19.300000000745058,2,,,,,,2020-03-02 10:55:00,1274.4,,,,,2020-03-02 11:06:00,813.0,,,,
11,reheat,,0,,,,,,,66.30000000074506,2,,,,1,,2020-03-02 11:06:00,813.0,,,,,2020-03-02 11:19:00,,,,,
12,hold,,0,,,,,,,45.59999999962747,2,,,,,,2020-03-02 11:19:00,1293.4,,,,,2020-03-02 11:30:00,1283.4,,,1272.0416666666667,
13,open,,0,,,,,,,22.799999998882413,2,,,,,,2020-03-02 11:30:00,1283.4,,,,,2020-03-02 11:37:00,1029.3,,,,
14,reheat,,0,,,,,,,33.40000000037253,2,,,,1,,2020-03-02 11:37:00,1029.3,,,,,2020-03-02 11:46:00,,,,,
15,hold,,0,,,,,,,12.200000001117587,2,,,,,,2020-03-02 11:46:00,1290.8,,,,,2020-03-02 11:48:00,1287.3,,,1284.9333333333334,
16,open,,0,,,,,,,3.5,2,,,,,,2020-03-02 11:48:00,1287.3,,,,,2020-03-02 11:50:00,1086.2,,,,
17,reheat,,0,,,,,,,57.69999999925494,2,,,,0,,2020-03-02 11:50:00,1086.2,,,,,2020-03-02 12:02:00,,,,,
18,hold,,0,,,,,,,222.30000000074506,2,,,,,,2020-03-02 12:02:00,1288.3,,,,,2020-03-02 13:23:00,1274.6,,,1275.3073170731707,
19,open,,0,,,,,,,6.899999998509884,2,,,,,,2020-03-02 13:23:00,1274.6,,,,,2020-03-02 13:28:00,1187.8,,,,
20,reheat,,0,,,,,,,74.60000000149012,2,,,,2,,2020-03-02 13:28:00,1187.8,,,,,2020-03-02 13:52:00,,,,,
21,hold,,0,,,,,,,379.19999999925494,2,,,,,,2020-03-02 13:52:00,1269.7,,,,,2020-03-02 16:14:00,1274.5,,,1272.8251748251748,
22,open,,0,,,,,,,19.09999999962747,2,,,,,,2020-03-02 16:14:00,1274.5,,,,,2020-03-02 16:24:00,1028.4,,,,
23,reheat,,0,,,,,,,38.09999999962747,2,,,,1,,2020-03-02 16:24:00,1028.4,,,,,2020-03-02 16:34:00,,,,,
24,open,,0,,,,,,,12.200000001117587,2,,,,,,2020-03-02 16:35:00,1282.5,,,,,2020-03-02 16:41:00,952.9,,,,
25,reheat,,0,,,,,,,43.19999999925494,2,,,,0,,2020-03-02 16:41:00,952.9,,,,,2020-03-02 16:51:00,,,,,
26,open,,0,,,,,,,5.200000001117587,2,,,,,,2020-03-02 16:51:00,1292.0,,,,,2020-03-02 16:55:00,868.1,,,,
27,reheat,,0,,,,,,,63.5,2,,,,2,,2020-03-02 16:55:00,868.1,,,,,2020-03-02 17:08:00,,,,,
28,open,,0,,,,,,,27.699999999254942,2,,,,,,2020-03-02 17:08:00,1292.4,,,,,2020-03-02 17:17:00,981.0,,,,
29,reheat,,0,,,,,,,50.30000000074506,2,,,,3,,2020-03-02 17:17:00,981.0,,,,,2020-03-02 17:28:00,,,,,
30,hold,,0,,,,,,,164.39999999850988,2,,,,,,2020-03-02 17:28:00,1291.4,,,,,2020-03-02 18:19:00,1273.5,,,1273.625,
31,open,,0,,,,,,,22.800000000745058,2,,,,,,2020-03-02 18:19:00,1273.5,,,,,2020-03-02 18:31:00,889.9,,,,
32,reheat,,0,,,,,,,86.0,2,,,,1,,2020-03-02 18:31:00,889.9,,,,,2020-03-02 18:49:00,,,,,
33,hold,,0,,,,,,,359.69999999925494,2,,,,,,2020-03-02 18:49:00,1277.9,,,,,2020-03-02 21:02:00,1273.6,,,1273.370895522388,
34,open,,0,,,,,,,14.200000001117587,2,,,,,,2020-03-02 21:02:00,1273.6,,,,,2020-03-02 21:13:00,803.0,,,,
35,reheat,,0,,,,,,,77.5,2,,,,1,,2020-03-02 21:13:00,803.0,,,,,2020-03-02 21:28:00,,,,,
36,heat,1,0,404.8837209302326,,,increasing 0,870.5,2.15,1289.9000000003725,2,1255.3,2020-03-03 04:44:00,0,2,"['200204-19180-573', '200204-19180-572', '200204-19180-571', '200204-19180-570', '200204-19180-569', '200204-19180-567', '200204-19180-568']",2020-03-03 04:44:00,384.8,2020-03-03 04:45:00,427.1,2020-03-02 22:35:00,,2020-03-03 06:53:00,1255.3,,384.8,,
37,open,,0,,,,,,,3.599999999627471,2,,,,,,2020-03-03 21:28:00,1274.6,,,,,2020-03-03 21:32:00,1032.7,,,,
38,reheat,,0,,,,,,,49.40000000037253,2,,,,0,,2020-03-03 21:32:00,1032.7,,,,,2020-03-03 21:44:00,,,,,
39,hold,,0,,,,,,,46.09999999962747,2,,,,,,2020-03-03 21:44:00,1285.2,,,,,2020-03-03 22:00:00,1272.4,,,1274.558823529412,
40,open,,0,,,,,,,1.700000001117587,2,,,,,,2020-03-03 22:00:00,1272.4,,,,,2020-03-03 22:03:00,1010.9,,,,
41,reheat,,0,,,,,,,51.19999999925494,2,,,,2,,2020-03-03 22:03:00,1010.9,,,,,2020-03-03 22:15:00,,,,,
42,hold,,0,,,,,,,47.80000000074506,2,,,,,,2020-03-03 22:15:00,1276.8,,,,,2020-03-03 22:30:00,1275.0,,,1280.84375,
43,open,,0,,,,,,,10.699999999254942,2,,,,,,2020-03-03 22:30:00,1275.0,,,,,2020-03-03 22:36:00,999.3,,,,
44,reheat,,0,,,,,,,65.40000000037253,2,,,,4,,2020-03-03 22:36:00,999.3,,,,,2020-03-03 22:52:00,,,,,
45,hold,,0,,,,,,,28.299999998882413,2,,,,,,2020-03-03 22:52:00,1288.3,,,,,2020-03-03 23:02:00,1272.1,,,1277.7454545454545,
46,open,,0,,,,,,,10.700000001117587,2,,,,,,2020-03-03 23:02:00,1272.1,,,,,2020-03-03 23:09:00,934.5,,,,
