,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,20,0.0,2020-03-01 00:10:00,2020-03-01 01:33:00,881.3999999999069,heat,[],,,,,,NO MATERIAL,1.0,94.69879518072291,increasing 0,131.0,1.3833333333333333,1252.0,0,0.0,2.0,1121.0,2020-03-01 00:00:00,1104.4,,1252.0,0.0,
1,20,1.0,2020-03-02 18:03:00,2020-03-02 18:35:00,388.5,heat,"['191118-15111-001', '191127-15042-008', '191127-15042-009', '200130-15111-005']",,,,,,OK,0.0,842.4374999999999,increasing 0,449.3,0.5333333333333333,1260.5,2020-03-02 18:03:00,0.0,2.0,811.2,2020-03-02 18:03:00,811.2,2020-03-02 11:12:00,1260.5,811.2,
2,20,2.0,2020-03-04 04:48:00,2020-03-04 05:50:00,733.2999999998137,heat,"['191127-15042-009', '190619-12005-003', '200211-15042-063', '191127-15042-010']",,,,,,OK,0.0,686.4193548387096,increasing 0,709.3000000000002,1.0333333333333334,1264.2,0,0.0,2.0,554.9,2020-03-04 04:48:00,554.9,2020-03-04 04:27:00,1264.2,0.0,
3,20,3.0,2020-03-05 05:45:00,2020-03-05 06:24:00,534.6999999999534,heat,"['191127-15042-011', '191119-17035-002', '191225-17035-002', '190619-12005-004']",,,,,,OK,0.0,795.8461538461539,increasing 0,517.3000000000002,0.65,1240.9,0,0.0,2.0,723.6,2020-03-05 05:45:00,723.6,2020-03-05 05:33:00,1240.9,0.0,
4,20,4.0,2020-03-08 19:05:00,2020-03-09 06:02:00,2839.5,heat,"['200306-99010-001', '200213-75360-001', '200305-99010-001', '200305-99010-001', '200304-99010-001', '191127-15042-013']",,,,,,OK,0.0,102.85844748858447,increasing 0,1126.3,10.95,1260.8,0,0.0,24.0,134.5,2020-03-07 08:44:00,78.0,2020-03-06 07:42:00,1260.8,0.0,
5,20,5.0,2020-03-10 09:39:00,2020-03-10 19:29:00,5123.0,heat,"['200129-19476-001', '200129-19476-001', '200129-19476-001', '200116-17035-001', '200121-19151-001', '191227-17035-001']",,,,,,OK,0.0,104.59322033898304,increasing 0,1028.5,9.833333333333334,1253.1,0,0.0,15.0,224.6,2020-03-10 06:53:00,363.2,2020-03-10 06:53:00,1253.1,0.0,
6,20,6.0,2020-03-12 19:29:00,2020-03-13 02:43:00,2770.5,heat,"['200130-15007-064', '200130-15007-064', '200213-19151-002', '191020-15200-004', '191020-15200-005']",,,,,,DOOR OPENED WHILE HEATING,0.0,119.3087557603687,increasing 0,863.0,7.2333333333333325,1001.7,2020-03-13 02:09:00,3.0,24.0,138.7,2020-03-12 19:08:00,136.8,2020-03-11 08:30:00,1001.7,628.5,
7,20,6.0,2020-03-13 02:43:00,2020-03-13 05:15:00,970.2000000001863,heat,"['200130-15007-064', '200130-15007-064', '200213-19151-002', '191020-15200-004', '191020-15200-005']",,,,,,DOOR OPENED WHILE HEATING,0.0,3.3552631578947367,holding 0,8.5,2.533333333333333,1010.2,2020-03-13 02:09:00,3.0,24.0,1001.7,2020-03-12 19:08:00,136.8,0,1010.2,628.5,
8,20,6.0,2020-03-13 05:15:00,2020-03-13 06:18:00,778.0,heat,"['200130-15007-064', '200130-15007-064', '200213-19151-002', '191020-15200-004', '191020-15200-005']",,,,,,DOOR OPENED WHILE HEATING,0.0,179.80952380952374,increasing 1,188.79999999999995,1.05,1199.0,2020-03-13 02:09:00,3.0,24.0,1010.2,2020-03-12 19:08:00,136.8,2020-03-13 02:43:00,1199.0,628.5,
9,20,7.0,2020-03-15 05:56:00,2020-03-15 12:02:00,1657.0,heat,"['191020-15200-005', '191020-15200-004']",,,,,,OK,0.0,88.81967213114756,increasing 0,541.8000000000002,6.1,1211.9,0,0.0,9.0,670.1,2020-03-14 05:23:00,848.7,2020-03-14 05:15:00,1211.9,0.0,
