,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도,겹침수량,직전 사이클 소재 수량,겹침여부
399,19,49,2020-05-06 21:46:00,2020-05-06 21:59:00,103,heat,"['200331-17035-002', '200212-15045-015', '200212-15045-015']",2020-05-07,주간,평일,,,0,964.1538462,increasing 0,208.9,0.216666667,1250.6,0,0,1,1041.7,2020-05-06 21:45:00,1059.7,2020-05-06 21:40:00,1250.6,0,,0,1,안겹침
400,19,52,2020-05-13 02:53:00,2020-05-13 03:08:00,121.5,heat,"['200212-15045-012', '200212-15045-012', '200408-19001-004', '200408-19001-003', '200121-19151-002']",2020-05-13,주간,평일,,,0,990,increasing 0,247.5,0.25,1246.7,0,0,1,999.2,2020-05-13 02:52:00,1067.2,2020-05-13 02:49:00,1246.7,0,,0,1,안겹침
401,19,53,2020-05-13 18:32:00,2020-05-13 19:02:00,331.9,heat,"['180530-12005-055', '200408-15007-007', '190410-15111-004', '200303-12005-002']",2020-05-14,주간,평일,,,0,737,increasing 0,368.5,0.5,1252.2,0,0,2,883.7,2020-05-13 18:32:00,883.7,2020-05-13 18:13:00,1252.2,0,,0,5,안겹침
402,19,54,2020-05-14 18:36:00,2020-05-14 19:21:00,327.5,heat,"['180530-12005-055', '190410-15111-004', '200303-12005-002']",2020-05-14,야간,평일,,,0,178.9333333,increasing 0,134.2,0.75,1250.3,2020-05-14 19:04:00,1,5,1116.1,2020-05-14 18:35:00,1056.3,2020-05-14 18:31:00,1250.3,937.2,,3,4,겹침
403,19,55,2020-05-15 01:50:00,2020-05-15 02:53:00,864.1,heat,"['200303-12005-002', '200204-19411-043', '200204-19411-043', '200204-19411-043', '200204-19411-043']",2020-05-15,야간,평일,,,0,404.0952381,increasing 0,424.3,1.05,1249.1,0,0,1,824.8,2020-05-15 01:46:00,680.7,2020-05-15 01:15:00,1249.1,0,,1,3,겹침
404,19,57,2020-05-18 13:57:00,2020-05-18 14:34:00,480.2,heat,"['191118-15111-005', '191118-15111-005', '200415-19925-001', '200304-15200-078', '200304-15200-077', '200304-15200-076']",2020-05-19,주간,주말,,,0,716.9189189,increasing 0,442.1,0.616666667,1248.9,0,0,1,806.8,2020-05-18 13:57:00,806.8,2020-05-18 13:08:00,1248.9,0,,0,5,안겹침
405,19,60,2020-05-26 06:14:00,2020-05-26 06:30:00,185.7,heat,"['200324-14173-005', '200324-14173-004', '200324-14173-003']",2020-05-26,주간,평일,,,0,894.375,increasing 0,238.5,0.266666667,1248.9,0,0,1,1010.4,2020-05-26 06:10:00,1025.6,2020-05-26 06:00:00,1248.9,0,,0,6,안겹침
406,19,61,2020-05-26 21:11:00,2020-05-26 21:58:00,483.4,heat,"['200408-19001-018', '200408-19001-017', '200325-19133-005', '200325-19133-006', '200212-15045-012', '200212-15045-012']",2020-05-27,주간,평일,,,0,792.1276596,increasing 0,620.5,0.783333333,1250.5,2020-05-26 21:22:00,1,6,630,2020-05-26 21:11:00,630,2020-05-26 15:09:00,1250.5,625.2,,0,3,안겹침
407,19,64,2020-06-02 17:56:00,2020-06-02 20:03:00,1025,heat,"['180816-15111-007', '200305-12005-002', '200402-12005-001']",2020-06-03,야간,평일,,,0,336.0472441,increasing 0,711.3,2.116666667,1247.7,2020-06-02 17:56:00,0,1,536.4,2020-06-02 17:56:00,536.4,2020-06-02 02:13:00,1247.7,536.4,,0,3,안겹침
408,19,65,2020-06-04 05:16:00,2020-06-04 06:40:00,1045.4,heat,"['200415-70190-001', '200415-70190-002', '200602-15007-001', '191227-17035-003']",2020-06-04,야간,평일,,,0,366.2857143,increasing 0,512.8,1.4,1249.9,2020-06-04 05:47:00,1,5,737.1,2020-06-04 05:16:00,737.1,2020-06-04 02:10:00,1249.9,851.5,,0,3,안겹침
