,가열로명,가열시작일시,가열종료일시,단위가스사용량(사용량/중량),소요시간(분),소재개수,순번,시작온도,작업일자,종료온도,주/야간,중량(kg),총가스사용량,최대중량(kg),최대홀딩시간,최소홀딩시간,프레스명,DETECTED,STATUS
283,가열로4호기,2020-04-26 07:40,2020-04-28 07:32,209.4,2872.0,2.0,878.0,-,2020-04-27,-,주간,32700.0,6848.2,16350.0,12.0,12.0,프레스(P5000),FOUND,OK
284,가열로4호기,2020-04-28 07:38,2020-04-28 23:46,60.2,968.0,9.0,904.0,-,2020-04-28,-,야간,45300.0,2728.3,5430.0,13.0,12.0,프레스(P5000),FOUND,OK
285,가열로4호기,2020-04-28 23:55,2020-04-29 15:28,43.4,933.0,4.0,931.0,-,2020-04-29,-,주간,62940.0,2732.8,22930.0,13.0,12.0,프레스(P5000),FOUND,OK
286,가열로4호기,2020-04-29 15:29,2020-04-30 18:32,98.6,1623.0,6.0,954.0,-,2020-04-30,-,주간,56920.0,5612.1,10320.0,13.0,12.0,프레스(P5000),NOT FOUND,
287,가열로4호기,2020-05-05 07:30,2020-05-06 18:58,206.0,2128.0,5.0,977.0,-,2020-05-06,-,주간,42200.0,8691.3,9600.0,13.0,12.0,프레스(P5000),FOUND,OK
288,가열로4호기,2020-05-06 19:10,2020-05-07 10:30,105.3,920.0,3.0,991.0,-,2020-05-07,-,주간,29810.0,3140,14070.0,13.0,12.0,프레스(P5000),FOUND,OK
289,가열로4호기,2020-05-07 14:10,2020-05-08 18:02,98.6,1672.0,4.0,1011.0,-,2020-05-08,-,주간,53900.0,5312.9,21100.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
290,가열로4호기,2020-05-08 18:34,2020-05-09 14:49,151.8,1215.0,2.0,1033.0,-,2020-05-09,-,주간,17200.0,2611.3,8600.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
291,가열로4호기,2020-05-10 08:16,2020-05-11 18:15,88.0,2039.0,6.0,1053.0,-,2020-05-11,-,주간,60400.0,5317.6,11360.0,13.0,12.0,프레스(P5000),FOUND,OK
292,가열로4호기,2020-05-11 19:55,2020-05-12 15:27,70.0,1172.0,2.0,1079.0,-,2020-05-12,-,주간,45860.0,3209.3,22930.0,13.0,12.0,프레스(P5000),FOUND,OK
293,가열로4호기,2020-05-12 17:06,2020-05-13 16:27,85.5,1401.0,7.0,1093.0,-,2020-05-13,-,주간,57050.0,4876,12650.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
294,가열로4호기,2020-05-13 16:48,2020-05-14 13:06,38.2,1218.0,8.0,1115.0,-,2020-05-14,-,주간,125680.0,4804.7,15760.0,13.0,12.0,프레스(P5000),FOUND,OK
295,가열로4호기,2020-05-14 15:44,2020-05-15 16:32,124.5,1488.0,7.0,1138.0,-,2020-05-15,-,주간,40120.0,4993.9,8960.0,13.0,12.0,프레스(P5000),FOUND,OK
296,가열로4호기,2020-05-16 07:45,2020-05-19 05:25,120.6,4180.0,9.0,1162.0,-,2020-05-18,-,야간,68180.0,8224.3,9970.0,13.0,12.0,프레스(P5000),FOUND,OK
297,가열로4호기,2020-05-19 07:32,2020-05-20 05:03,0.0,1291.0,2.0,1186.0,-,2020-05-19,-,야간,45860.0,-,22930.0,13.0,12.0,프레스(P5000),FOUND,OK
298,가열로4호기,2020-05-20 07:33,2020-05-21 06:27,0.0,1374.0,3.0,1209.0,-,2020-05-20,-,야간,36130.0,-,22930.0,13.0,12.0,프레스(P5000),NOT FOUND,
299,가열로4호기,2020-05-21 07:31,2020-05-21 23:57,0.0,986.0,5.0,1233.0,-,2020-05-21,-,야간,22200.0,-,6600.0,13.0,12.0,프레스(P5000),FOUND,OK
300,가열로4호기,2020-05-22 10:15,2020-05-23 03:59,0.0,1064.0,5.0,1256.0,-,2020-05-22,-,야간,40210.0,-,10070.0,13.0,12.0,프레스(P5000),NOT FOUND,
301,가열로4호기,2020-05-23 07:35,2020-05-25 15:13,149.2,3338.0,4.0,1275.0,-,2020-05-25,-,주간,34400.0,5132.5,8600.0,13.0,12.0,프레스(P5000),NOT FOUND,
302,가열로4호기,2020-05-25 15:14,2020-05-26 13:04,45.8,1310.0,7.0,1299.0,-,2020-05-26,-,주간,112700.0,5163.3,19350.0,13.0,12.0,프레스(P5000),FOUND,OK
303,가열로4호기,2020-05-26 13:18,2020-05-27 14:09,74.5,1491.0,4.0,1319.0,-,2020-05-27,-,주간,65530.0,4882.1,18350.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
304,가열로4호기,2020-05-27 14:11,2020-05-28 11:30,32.8,1279.0,7.0,1340.0,-,2020-05-28,-,주간,125450.0,4109.8,22100.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
305,가열로4호기,2020-05-28 18:51,2020-05-29 18:01,52.7,1390.0,4.0,1359.0,-,2020-05-29,-,주간,74150.0,3909,22100.0,13.0,12.0,프레스(P5000),FOUND,OK
306,가열로4호기,2020-06-01 10:07,2020-06-02 18:02,73.7,1915.0,9.0,1391.0,-,2020-06-02,-,주간,124780.0,9193.7,21600.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
307,가열로4호기,2020-06-02 18:40,2020-06-03 15:29,108.2,1249.0,5.0,1412.0,-,2020-06-03,-,주간,48140.0,5209.9,12650.0,13.0,12.0,프레스(P5000),FOUND,OK
308,가열로4호기,2020-06-03 15:30,2020-06-04 16:08,52.2,1478.0,6.0,1432.0,-,2020-06-04,-,주간,89100.0,4651.6,14850.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
309,가열로4호기,2020-06-04 17:30,2020-06-06 03:01,74.8,2011.0,6.0,1454.0,-,2020-06-05,-,주간,80880.0,6051.8,13480.0,12.0,12.0,프레스(P5000),FOUND,OK
310,가열로4호기,2020-06-25 02:00,2020-06-26 06:33,123.0,1713.0,8.0,1671.0,-,2020-06-25,-,야간,63360.0,7790.2,8030.0,13.0,12.0,프레스(P5000),FOUND,OK
311,가열로4호기,2020-06-27 06:48,2020-06-29 18:28,249.4,3580.0,5.0,1708.0,-,2020-06-29,-,주간,30830.0,7690.4,6870.0,13.0,12.0,프레스(P5000),FOUND,OK
312,가열로4호기,2020-06-29 19:16,2020-07-01 20:53,131.3,2977.0,6.0,1728.0,-,2020-06-30,-,주간,57820.0,7593.5,13800.0,13.0,12.0,프레스(P5000),FOUND,OK
313,가열로4호기,2020-07-02 13:25,2020-07-03 15:40,0.0,1575.0,6.0,1785.0,-,2020-07-03,-,주간,70630.0,-,16100.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
314,가열로4호기,2020-07-04 06:20,2020-07-06 20:18,0.0,3718.0,5.0,1802.0,-,2020-07-06,-,주간,51420.0,-,16600.0,13.0,12.0,프레스(P5000),NOT FOUND,
315,가열로4호기,2020-07-07 05:47,2020-07-08 02:13,68.3,1226.0,10.0,1822.0,-,2020-07-07,-,야간,75880.0,5182,7960.0,13.0,12.0,프레스(P5000),FOUND,OK
316,가열로4호기,2020-07-08 02:52,2020-07-09 05:03,96.3,1571.0,5.0,1842.0,-,2020-07-08,-,야간,48860.0,4705.8,13100.0,13.0,12.0,프레스(P5000),FOUND,OK
317,가열로4호기,2020-07-09 06:54,2020-07-10 05:20,75.6,1346.0,8.0,1863.0,-,2020-07-09,-,야간,63250.0,4779.2,13100.0,13.0,12.0,프레스(P5000),FOUND,OK
318,가열로4호기,2020-07-10 05:58,2020-07-11 03:34,0.0,1296.0,12.0,1887.0,-,2020-07-10,-,야간,88620.0,-,7810.0,13.0,12.0,프레스(P5000),FOUND,OK
319,가열로4호기,2020-07-11 06:46,2020-07-13 18:34,119.1,3588.0,8.0,1910.0,-,2020-07-13,-,주간,67610.0,8051.8,9990.0,13.0,12.0,프레스(P5000),FOUND,OK
320,가열로4호기,2020-07-13 19:24,2020-07-14 18:36,83.3,1392.0,7.0,1925.0,-,2020-07-14,-,주간,56540.0,4707.1,10700.0,13.0,12.0,프레스(P5000),FOUND,OK
321,가열로4호기,2020-07-14 19:00,2020-07-15 09:29,59.0,869.0,3.0,1941.0,-,2020-07-15,-,주간,25830.0,1522.8,8610.0,12.0,12.0,프레스(P5000),NOT FOUND,
322,가열로5호기,2020-02-29 08:21,2020-03-02 19:48,110.0,3567.0,8.0,4.0,-,2020-03-02,-,주간,76432.0,8408.5,9554.0,13.0,12.0,프레스(P5000),NOT FOUND,
323,가열로5호기,2020-03-02 19:58,2020-03-03 19:12,100.3,1394.0,3.0,29.0,-,2020-03-03,-,주간,42090.0,4220.9,17100.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
324,가열로5호기,2020-03-03 19:12,2020-03-04 16:56,54.9,1304.0,8.0,51.0,-,2020-03-04,-,주간,102600.0,5633.5,13480.0,13.0,12.0,프레스(P5000),FOUND,OK
325,가열로5호기,2020-03-04 19:02,2020-03-05 19:08,74.3,1446.0,6.0,72.0,-,2020-03-05,-,주간,80880.0,6007.8,13480.0,13.0,12.0,프레스(P5000),FOUND,OK
326,가열로5호기,2020-03-10 20:20,2020-03-12 07:00,126.5,2080.0,7.0,160.0,-,2020-03-11,-,야간,94360.0,11933.5,13480.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
327,가열로5호기,2020-03-12 07:16,2020-03-13 06:09,56.3,1373.0,7.0,185.0,-,2020-03-12,-,야간,100480.0,5653,19600.0,13.0,12.0,프레스(P5000),FOUND,OK
328,가열로5호기,2020-03-13 06:21,2020-03-13 21:24,52.3,903.0,8.0,206.0,-,2020-03-13,-,야간,76432.0,4000.9,9554.0,13.0,12.0,프레스(P5000),FOUND,OK
329,가열로5호기,2020-03-15 07:00,2020-03-16 16:37,103.8,2017.0,10.0,226.0,-,2020-03-16,-,주간,83720.0,8686.9,9580.0,13.0,12.0,프레스(P5000),FOUND,OK
330,가열로5호기,2020-03-16 18:21,2020-03-17 18:35,144.5,1454.0,5.0,250.0,-,2020-03-17,-,주간,39330.0,5682.7,13930.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
331,가열로5호기,2020-03-17 18:54,2020-03-18 20:55,61.4,1561.0,7.0,267.0,-,2020-03-18,-,주간,94360.0,5795.8,13480.0,13.0,12.0,프레스(P5000),FOUND,OK
332,가열로5호기,2020-03-18 21:30,2020-03-19 19:39,50.0,1329.0,8.0,284.0,-,2020-03-19,-,주간,115580.0,5779.5,17350.0,13.0,12.0,프레스(P5000),FOUND,OK
333,가열로5호기,2020-03-21 07:30,2020-03-23 17:11,99.5,3461.0,8.0,323.0,-,2020-03-23,-,주간,76432.0,7604.4,9554.0,13.0,12.0,프레스(P5000),FOUND,OK
334,가열로5호기,2020-03-30 11:00,2020-04-02 04:05,108.3,3905.0,7.0,454.0,-,2020-04-01,-,야간,94360.0,10214.9,13480.0,12.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
335,가열로5호기,2020-04-02 06:45,2020-04-03 04:20,74.2,1295.0,11.0,478.0,-,2020-04-02,-,야간,86380.0,6412.1,8070.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
336,가열로5호기,2020-04-03 05:09,2020-04-04 02:04,73.0,1255.0,9.0,498.0,-,2020-04-03,-,야간,81460.0,5949,9970.0,13.0,12.0,프레스(P5000),FOUND,OK
337,가열로5호기,2020-04-04 02:52,2020-04-04 23:59,77.0,1267.0,10.0,518.0,-,2020-04-04,-,야간,76910.0,5923.1,9840.0,13.0,12.0,프레스(P5000),FOUND,OK
338,가열로5호기,2020-04-05 07:18,2020-04-07 16:32,230.7,3434.0,4.0,540.0,-,2020-04-06,-,야간,38800.0,8952.2,10800.0,13.0,12.0,프레스(P5000),FOUND,OK
339,가열로5호기,2020-04-07 16:36,2020-04-07 19:02,9.4,146.0,6.0,564.0,-,2020-04-07,-,주간,55870.0,524.7,10800.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
340,가열로5호기,2020-04-07 19:53,2020-04-08 19:07,53.1,1394.0,8.0,584.0,-,2020-04-08,-,주간,104660.0,5556.4,13480.0,13.0,12.0,프레스(P5000),FOUND,OK
341,가열로5호기,2020-04-08 19:20,2020-04-09 15:55,63.2,1235.0,8.0,604.0,-,2020-04-09,-,주간,76432.0,4829.4,9554.0,13.0,12.0,프레스(P5000),FOUND,OK
342,가열로5호기,2020-04-09 16:47,2020-04-10 16:40,55.9,1433.0,9.0,624.0,-,2020-04-10,-,주간,100990.0,5644,15250.0,13.0,12.0,프레스(P5000),FOUND,OK
343,가열로5호기,2020-04-10 21:10,2020-04-13 09:03,159.5,3593.0,5.0,646.0,-,2020-04-13,-,주간,42400.0,6763.5,9200.0,13.0,12.0,프레스(P5000),FOUND,OK
344,가열로5호기,2020-04-20 10:10,2020-04-21 18:13,187.7,1923.0,6.0,773.0,-,2020-04-21,-,주간,41920.0,7868.3,8460.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
345,가열로5호기,2020-04-21 18:36,2020-04-22 13:02,92.1,1106.0,7.0,792.0,-,2020-04-22,-,주간,51170.0,4710.3,13070.0,13.0,12.0,프레스(P5000),FOUND,OK
346,가열로5호기,2020-04-22 14:07,2020-04-23 13:42,83.2,1415.0,7.0,806.0,-,2020-04-23,-,주간,58490.0,4866.5,11190.0,13.0,12.0,프레스(P5000),FOUND,OK
347,가열로5호기,2020-04-23 17:22,2020-04-24 15:01,96.8,1299.0,7.0,828.0,-,2020-04-24,-,주간,60780.0,5883.1,9600.0,13.0,12.0,프레스(P5000),FOUND,OK
348,가열로5호기,2020-04-24 16:35,2020-04-25 11:28,123.3,1133.0,5.0,855.0,-,2020-04-25,-,주간,35490.0,4375,9600.0,12.0,12.0,프레스(P5000),FOUND,OK
349,가열로5호기,2020-04-26 08:13,2020-04-27 08:50,59.7,1477.0,12.0,879.0,-,2020-04-27,-,야간,65160.0,3888.4,5430.0,13.0,12.0,프레스(P5000),FOUND,OK
350,가열로5호기,2020-04-28 07:38,2020-05-01 21:52,0.0,5174.0,0.0,905.0,-,2020-04-28,-,야간,0.0,0,0.0,13.0,12.0,프레스(P5000),NOT FOUND,
351,가열로5호기,2020-05-07 01:52,2020-05-08 01:40,157.2,1428.0,2.0,992.0,-,2020-05-07,-,야간,45860.0,7208.7,22930.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
352,가열로5호기,2020-05-08 04:05,2020-05-08 22:34,106.7,1109.0,5.0,1012.0,-,2020-05-08,-,야간,50280.0,5362.8,14070.0,13.0,12.0,프레스(P5000),FOUND,OK
353,가열로5호기,2020-05-09 01:05,2020-05-10 03:51,110.8,1606.0,5.0,1034.0,-,2020-05-09,-,야간,56800.0,6291.2,11360.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
354,가열로5호기,2020-05-10 08:16,2020-05-12 18:34,175.8,3498.0,10.0,1054.0,-,2020-05-11,-,주간,57360.0,10085.3,7980.0,13.0,12.0,프레스(P5000),FOUND,OK
355,가열로5호기,2020-05-13 04:55,2020-05-14 18:02,178.9,2227.0,4.0,1116.0,-,2020-05-14,-,주간,48404.0,8657.4,18129.0,13.0,12.0,프레스(P5000),FOUND,OK
356,가열로5호기,2020-05-14 18:17,2020-05-15 11:17,71.0,1020.0,7.0,1139.0,-,2020-05-15,-,주간,62790.0,4455.4,10390.0,13.0,12.0,프레스(P5000),FOUND,OK
357,가열로5호기,2020-05-16 07:45,2020-05-18 23:27,140.0,3822.0,10.0,1163.0,-,2020-05-18,-,야간,63040.0,8823.5,6600.0,13.0,12.0,프레스(P5000),FOUND,OK
358,가열로5호기,2020-05-18 23:47,2020-05-19 02:44,10.1,177.0,9.0,1187.0,-,2020-05-19,-,야간,120770.0,1224.1,19100.0,13.0,12.0,프레스(P5000),FOUND,OK
359,가열로5호기,2020-05-19 02:48,2020-05-21 01:44,185.2,2816.0,12.0,1210.0,-,2020-05-20,-,야간,61080.0,11310.7,5090.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
360,가열로5호기,2020-05-21 02:59,2020-05-21 17:03,39.2,844.0,7.0,1234.0,-,2020-05-21,-,야간,92660.0,3634.5,15660.0,13.0,12.0,프레스(P5000),FOUND,OK
361,가열로5호기,2020-05-21 17:12,2020-05-23 01:47,90.8,1955.0,11.0,1257.0,-,2020-05-22,-,야간,88840.0,8064.8,15760.0,13.0,12.0,프레스(P5000),FOUND,OK
362,가열로5호기,2020-05-28 18:47,2020-05-29 11:00,168.7,973.0,3.0,1360.0,-,2020-05-29,-,주간,25800.0,4351.6,8600.0,13.0,12.0,프레스(P5000),NOT FOUND,
363,가열로5호기,2020-05-30 07:25,2020-06-02 07:44,277.6,4339.0,5.0,1378.0,-,2020-06-01,-,야간,32240.0,8948.3,14000.0,13.0,12.0,프레스(P5000),FOUND,OK
364,가열로5호기,2020-06-02 07:45,2020-06-03 01:41,35.7,1076.0,7.0,1392.0,-,2020-06-02,-,야간,98620.0,3522.9,15760.0,13.0,12.0,프레스(P5000),FOUND,OK
365,가열로5호기,2020-06-03 01:55,2020-06-04 01:37,61.5,1422.0,6.0,1413.0,-,2020-06-03,-,야간,89100.0,5479.2,14850.0,13.0,12.0,프레스(P5000),FOUND,OK
366,가열로5호기,2020-06-04 02:57,2020-06-04 22:21,96.7,1164.0,7.0,1433.0,-,2020-06-04,-,야간,46190.0,4466,8030.0,12.0,12.0,프레스(P5000),FOUND,OK
367,가열로5호기,2020-06-04 23:31,2020-06-05 23:18,77.8,1427.0,5.0,1455.0,-,2020-06-05,-,야간,76010.0,5912.7,18000.0,13.0,12.0,프레스(P5000),FOUND,OK
368,가열로5호기,2020-06-06 06:52,2020-06-09 02:12,126.1,4040.0,4.0,1475.0,-,2020-06-08,-,야간,66500.0,8385.7,18000.0,13.0,12.0,프레스(P5000),FOUND,OK
369,가열로5호기,2020-06-09 04:44,2020-06-10 02:42,49.7,1318.0,10.0,1487.0,-,2020-06-09,-,야간,101610.0,5053.8,15760.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
370,가열로5호기,2020-06-10 05:29,2020-06-11 02:17,71.8,1248.0,5.0,1498.0,-,2020-06-10,-,야간,55880.0,4011.1,20100.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
371,가열로5호기,2020-06-11 02:27,2020-06-12 04:22,87.3,1555.0,5.0,1516.0,-,2020-06-11,-,야간,74880.0,6540.2,21600.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
372,가열로5호기,2020-06-12 05:13,2020-06-13 03:08,76.8,1315.0,7.0,1532.0,-,2020-06-12,-,야간,94860.0,7288.2,15760.0,13.0,12.0,프레스(P5000),FOUND,OK
373,가열로5호기,2020-06-13 06:58,2020-06-15 16:11,224.4,3433.0,8.0,1542.0,-,2020-06-15,-,주간,43640.0,9791.3,6130.0,13.0,12.0,프레스(P5000),FOUND,OK
374,가열로5호기,2020-06-15 16:50,2020-06-16 18:54,115.9,1564.0,9.0,1560.0,-,2020-06-16,-,주간,62250.0,7215.9,8030.0,13.0,12.0,프레스(P5000),FOUND,OK
375,가열로5호기,2020-06-17 10:29,2020-06-18 06:20,76.7,1191.0,8.0,1579.0,-,2020-06-17,-,야간,86130.0,6608.5,19350.0,13.0,12.0,프레스(P5000),FOUND,GAS OFF/TEMP OFF
376,가열로5호기,2020-06-18 06:29,2020-06-19 06:02,85.1,1413.0,6.0,1602.0,-,2020-06-18,-,야간,70070.0,5964.5,19350.0,13.0,12.0,프레스(P5000),FOUND,OK
377,가열로5호기,2020-06-19 06:45,2020-06-19 22:33,95.7,948.0,6.0,1621.0,-,2020-06-19,-,야간,48040.0,4599.3,10120.0,13.0,12.0,프레스(P5000),FOUND,OK
378,가열로5호기,2020-06-20 06:26,2020-06-22 18:16,164.2,3590.0,7.0,1636.0,-,2020-06-22,-,주간,58590.0,9617.9,11920.0,13.0,12.0,프레스(P5000),FOUND,OK
379,가열로5호기,2020-06-22 18:37,2020-06-23 16:14,81.7,1297.0,8.0,1647.0,-,2020-06-23,-,주간,56950.0,4655.4,15100.0,13.0,12.0,프레스(P5000),FOUND,OK
380,가열로5호기,2020-06-23 19:53,2020-06-24 14:25,87.8,1112.0,9.0,1659.0,-,2020-06-24,-,주간,52594.0,4620.3,6950.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
381,가열로5호기,2020-06-24 14:26,2020-06-25 18:00,63.3,1654.0,7.0,1672.0,-,2020-06-25,-,주간,98200.0,6218.8,14100.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
382,가열로5호기,2020-06-25 18:15,2020-06-26 15:09,119.8,1254.0,4.0,1694.0,-,2020-06-26,-,주간,41080.0,4921.2,11300.0,13.0,12.0,프레스(P5000),FOUND,DOOR OPENED WHILE HEATING
383,가열로5호기,2020-06-27 07:31,2020-06-30 06:40,143.2,4269.0,11.0,1709.0,-,2020-06-29,-,야간,79310.0,11360,7210.0,13.0,12.0,프레스(P5000),FOUND,OK
384,가열로5호기,2020-06-30 06:40,2020-07-01 02:59,160.1,1219.0,5.0,1729.0,-,2020-06-30,-,야간,28620.0,4582.8,6460.0,13.0,12.0,프레스(P5000),FOUND,OK
385,가열로5호기,2020-07-02 23:53,2020-07-04 00:00,0.0,1447.0,8.0,1786.0,-,2020-07-03,-,야간,56840.0,-,13800.0,13.0,12.0,프레스(P5000),FOUND,OK
386,가열로5호기,2020-07-13 08:52,2020-07-14 13:48,94.0,1736.0,7.0,1926.0,-,2020-07-14,-,주간,102200.0,9603.3,14600.0,13.0,12.0,프레스(P5000),FOUND,GAS OFF/TEMP OFF
387,가열로5호기,2020-07-14 17:57,2020-07-15 00:00,0.0,363.0,7.0,1942.0,-,2020-07-15,-,주간,94360.0,-,13480.0,12.0,12.0,프레스(P5000),NOT FOUND,
388,가열로6호기,2020-02-29 07:04,2020-03-03 03:27,125.2,4103.0,6.0,5.0,-,2020-03-02,-,야간,94340.0,11808.6,36200.0,0.0,12.0,프레스(P15000),NOT FOUND,
389,가열로6호기,2020-03-03 03:58,2020-03-03 23:19,85.9,1161.0,6.0,30.0,-,2020-03-03,-,야간,92220.0,7923.3,32200.0,13.0,12.0,프레스(P15000),FOUND,OK
390,가열로6호기,2020-03-03 23:28,2020-03-05 01:01,86.0,1533.0,7.0,52.0,-,2020-03-04,-,야간,109440.0,9415.1,19920.0,0.0,12.0,프레스(P15000),FOUND,GAS OFF/TEMP OFF
391,가열로6호기,2020-03-05 01:14,2020-03-06 01:58,93.0,1484.0,6.0,73.0,-,2020-03-05,-,야간,100680.0,9365.7,19920.0,12.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
392,가열로6호기,2020-03-06 02:10,2020-03-07 06:24,114.7,1694.0,6.0,93.0,-,2020-03-06,-,야간,76240.0,8746.5,12810.0,12.0,12.0,프레스(P15000),FOUND,OK
393,가열로6호기,2020-03-07 07:00,2020-03-09 15:47,81.2,3407.0,6.0,116.0,-,2020-03-09,-,주간,91400.0,7418.8,24000.0,12.0,12.0,프레스(P15000),FOUND,OK
394,가열로6호기,2020-03-09 15:47,2020-03-10 05:33,57.9,826.0,5.0,117.0,-,2020-03-09,-,야간,52100.0,3017.5,24000.0,6.0,6.0,프레스(P15000),FOUND,OK
395,가열로6호기,2020-03-14 06:24,2020-03-16 09:13,159.7,3049.0,4.0,227.0,-,2020-03-16,-,주간,39400.0,6291.3,10500.0,20.0,12.0,프레스(P15000),FOUND,OK
396,가열로6호기,2020-03-16 09:13,2020-03-17 01:04,108.5,951.0,4.0,228.0,-,2020-03-16,-,야간,39400.0,4275.4,10500.0,6.0,6.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
397,가열로6호기,2020-03-17 01:10,2020-03-17 21:30,90.1,1220.0,4.0,251.0,-,2020-03-17,-,야간,81975.0,7387.9,25950.0,12.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
398,가열로6호기,2020-03-17 21:40,2020-03-19 01:52,109.2,1692.0,6.0,268.0,-,2020-03-18,-,야간,74830.0,8169,16950.0,12.0,12.0,프레스(P15000),FOUND,OK
399,가열로6호기,2020-03-19 01:58,2020-03-20 06:06,115.5,1688.0,5.0,285.0,-,2020-03-19,-,야간,71620.0,8273.9,21400.0,12.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
400,가열로6호기,2020-03-20 06:17,2020-03-20 22:59,72.6,1002.0,6.0,305.0,-,2020-03-20,-,야간,91295.0,6630.4,16085.0,12.0,12.0,프레스(P15000),FOUND,OK
401,가열로6호기,2020-03-21 06:46,2020-03-24 02:24,146.8,4058.0,5.0,324.0,-,2020-03-23,-,야간,76020.0,11157.9,20300.0,12.0,12.0,프레스(P15000),FOUND,OK
402,가열로6호기,2020-03-24 02:33,2020-03-25 04:33,96.9,1560.0,6.0,344.0,-,2020-03-24,-,야간,94540.0,9159.7,16085.0,12.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
403,가열로6호기,2020-03-25 04:44,2020-03-26 02:42,103.3,1318.0,5.0,364.0,-,2020-03-25,-,야간,71530.0,7389.7,19630.0,12.0,12.0,프레스(P15000),FOUND,OK
404,가열로6호기,2020-03-26 02:55,2020-03-27 02:47,68.6,1432.0,6.0,384.0,-,2020-03-26,-,야간,125145.0,8586.7,22100.0,12.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
405,가열로6호기,2020-03-27 05:30,2020-03-28 02:21,85.5,1251.0,5.0,400.0,-,2020-03-27,-,야간,92683.0,7928.3,27500.0,12.0,12.0,프레스(P15000),FOUND,OK
406,가열로6호기,2020-03-28 07:00,2020-03-30 15:41,120.0,3401.0,5.0,420.0,-,2020-03-30,-,주간,79290.0,9518,25950.0,12.0,12.0,프레스(P15000),FOUND,OK
407,가열로6호기,2020-03-30 15:41,2020-03-31 01:45,34.4,604.0,3.0,421.0,-,2020-03-30,-,야간,79400.0,2730.8,27500.0,15.0,15.0,프레스(P15000),FOUND,OK
408,가열로6호기,2020-03-31 02:05,2020-04-01 02:07,78.2,1442.0,8.0,438.0,-,2020-03-31,-,야간,119485.0,9338.2,19615.0,12.0,12.0,프레스(P15000),FOUND,OK
409,가열로6호기,2020-04-01 02:21,2020-04-01 21:42,91.9,1161.0,6.0,455.0,-,2020-04-01,-,야간,76605.0,7036.3,25950.0,13.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
410,가열로6호기,2020-04-02 13:52,2020-04-02 22:30,9.7,518.0,4.0,479.0,-,2020-04-02,-,야간,41200.0,401.5,10300.0,12.0,12.0,프레스(P15000),NOT FOUND,
411,가열로6호기,2020-04-02 22:48,2020-04-04 06:06,222.3,1878.0,3.0,499.0,-,2020-04-03,-,야간,45450.0,10105.4,15150.0,12.0,12.0,프레스(P15000),FOUND,OK
412,가열로6호기,2020-04-04 06:06,2020-04-04 13:00,0.0,414.0,1.0,519.0,-,2020-04-04,-,주간,37000.0,0,37000.0,12.0,12.0,프레스(P15000),NOT FOUND,
413,가열로6호기,2020-04-04 16:42,2020-04-06 16:02,61.7,2840.0,7.0,541.0,-,2020-04-06,-,주간,109205.0,6733.4,23000.0,12.0,12.0,프레스(P15000),FOUND,DOOR OPENED WHILE HEATING
414,가열로6호기,2020-04-06 16:02,2020-04-07 04:14,35.4,732.0,7.0,542.0,-,2020-04-06,-,야간,87155.0,3088,17500.0,12.0,12.0,프레스(P15000),FOUND,OK
