,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도,겹침수량,직전 사이클 소재 수량,겹침여부
0,1,1.0,2020-03-04 07:32:00,2020-03-04 20:11:00,1841.0,hold,"['200204-19411-029', '200204-19411-029', '200204-19411-029', '200204-19411-029']",2020-03-04,야간,,,,0.0,,,,,,,,,1258.9,,,,1265.0,,1257.5400657894736,,,
1,1,2.0,2020-03-06 02:39:00,2020-03-06 03:41:00,94.7000000001863,hold,"['200204-19411-034', '200204-19411-034', '200204-19411-034', '200204-19411-034', '200212-19042-008', '200212-19042-008', '200212-19042-008']",2020-03-05,야간,,,,0.0,,,,,,,,,1282.1,,,,1277.8,,1273.2714285714285,,,
2,1,4.0,2020-03-09 08:55:00,2020-03-09 11:27:00,373.5,hold,"['가열로다이', '가열로다이', '200221-19234-009', '200221-19234-009', '200221-19234-009', '200221-19234-009', '200221-19234-009']",2020-03-09,야간,,,,0.0,,,,,,,,,1259.2,,,,1264.0,,1252.9588235294118,,,
3,1,5.0,2020-03-10 09:08:00,2020-03-11 02:53:00,2020.7000000001865,hold,"['200205-19922-001', '200205-19922-001', '200205-19922-001', '200212-19004-002', '200212-19004-001', '200116-19334-002']",2020-03-10,야간,,,,0.0,,,,,,,,,1253.6,,,,1262.5,,1255.6554409005628,,,
4,1,6.0,2020-03-16 10:39:00,2020-03-16 17:53:00,702.6000000005588,hold,"['200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006', '200212-19042-006']",2020-03-16,야간,,,,0.0,,,,,,,,,1257.9,,,,1259.4,,1255.8763218390804,,,
5,1,7.0,2020-03-17 14:37:00,2020-03-17 16:06:00,166.80000000074506,hold,"['200214-19235-001', '200214-19235-002', '191125-19581-002']",2020-03-17,야간,,,,0.0,,,,,,,,,1263.4,,,,1284.4,,1274.9533333333334,,,
6,1,8.0,2020-03-19 21:53:00,2020-03-20 03:47:00,552.7999999998137,hold,"['200131-19157-010', '200131-19157-017', '200131-19157-017', '200131-19157-023', '200205-19922-002', '200205-19922-002', '200205-19922-002', '200217-15226-055']",2020-03-19,야간,,,,0.0,,,,,,,,,1265.6,,,,1259.5,,1254.0712676056335,,,
7,1,9.0,2020-03-20 11:34:00,2020-03-20 20:21:00,963.5,hold,"['200105-19180-396', '200105-19180-397', '가열로다이']",2020-03-20,야간,,,,0.0,,,,,,,,,1245.3,,,,1260.6,,1254.0820075757574,,,
8,1,10.0,2020-03-23 10:50:00,2020-03-23 12:00:00,0.0,hold,"['200106-99010-001', '191125-19581-002', '200129-15088-001', '200129-15088-001']",2020-03-23,야간,,,,0.0,,,,,,,,,1286.8,,,,1287.6,,1276.7394366197184,,,
9,1,11.0,2020-03-24 07:32:00,2020-03-24 08:30:00,218.10000000055882,hold,"['200204-19411-040', '200204-19411-040', '200204-19411-040', '200204-19411-040', '200204-19411-041', '200226-15055-002', '200131-19157-028', '200131-19157-031']",2020-03-24,야간,,,,0.0,,,,,,,,,1253.5,,,,1264.7,,1246.7881355932204,,,
10,1,12.0,2020-03-25 09:49:00,2020-03-25 10:31:00,141.5,hold,"['200130-12321-001', '200130-12321-002', '200204-19411-046', '200204-19411-046']",2020-03-25,야간,,,,0.0,,,,,,,,,1256.3,,,,1267.4,,1249.6302325581396,,,
11,1,13.0,2020-03-26 08:03:00,2020-03-26 15:23:00,825.5999999996277,hold,"['200214-19235-001', '200214-19235-002', '200212-15045-001', '200212-15045-001']",2020-03-26,야간,,,,0.0,,,,,,,,,1262.1,,,,1263.7,,1258.7862811791385,,,
12,1,15.0,2020-03-31 00:27:00,2020-03-31 03:20:00,341.7999999998138,hold,"['200131-15200-005', '200131-15200-006', '200131-15200-015', '200131-15200-016', '200203-19968-001']",2020-03-30,야간,,,,0.0,,,,,,,,,1262.1,,,,1288.2,,1272.407471264368,,,
13,1,16.0,2020-03-31 14:27:00,2020-04-01 01:09:00,1078.7999999998137,hold,"['200224-19151-024', '200224-19151-024', '200212-19157-001', '200224-19151-013', '200224-19151-009']",2020-03-31,야간,,,,0.0,,,,,,,,,1263.9,,,,1278.0,,1262.8415241057542,,,
14,1,17.0,2020-04-01 17:17:00,2020-04-01 21:46:00,577.6000000005588,hold,"['200131-15200-015', '200131-15200-005']",2020-04-01,야간,,,,0.0,,,,,,,,,1224.2,,,,1265.0,,1241.2466666666667,,,
15,1,18.0,2020-04-06 15:51:00,2020-04-06 21:23:00,811.5999999996277,hold,"['200131-15200-011', '200131-15200-013', '200131-15200-014', '200131-15200-012']",2020-04-06,주간,,,,0.0,,,,,,,,,1244.2,,,,1246.8,,1235.6612612612612,,,
16,1,19.0,2020-04-15 03:01:00,2020-04-15 06:11:00,308.90000000037253,hold,"['200313-99010-001', '200313-99010-001', '200205-19922-002', '200217-15226-052', '200323-15197-001']",2020-04-14,야간,,,,0.0,,,,,,,,,1281.7,,,,1284.2,,1275.0392670157069,,,
