,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,6,0.0,2020-03-01 03:39:00,2020-03-01 19:57:00,1042.6999999999532,heat,[],,,,,,NO MATERIAL,1.0,0.08588957055214584,holding 0,1.3999999999999773,16.3,350.7,0,0.0,378.0,349.3,2020-03-01 00:00:00,350.0,0,350.7,0.0,
1,6,0.0,2020-03-01 19:57:00,2020-03-02 06:10:00,3764.300000000047,heat,[],,,,,,NO MATERIAL,1.0,88.10114192495921,increasing 0,900.0999999999998,10.216666666666667,1250.8,0,0.0,378.0,350.7,2020-03-01 00:00:00,350.0,,1250.8,0.0,
2,6,1.0,2020-03-03 03:58:00,2020-03-03 08:30:00,3102.3000000000466,heat,"['가열로 다이', '가열로 다이', '200220-19234-006', '200220-19234-006', '190619-12005-003', '200203-99010-001']",,,,,,OK,0.0,162.77205882352942,increasing 0,737.9000000000002,4.533333333333333,1248.9,0,0.0,6.0,511.0,2020-03-03 03:58:00,511.0,2020-03-03 03:23:00,1248.9,0.0,
3,6,2.0,2020-03-03 23:28:00,2020-03-04 02:39:00,2195.399999999907,heat,"['191218-19054-008', '191218-19054-008', '191218-19054-008', '191218-19054-008', '200220-19234-006']",,,,,,GAS OFF/TEMP OFF,1.0,169.85340314136127,increasing 0,540.6999999999998,3.183333333333333,1173.6,0,0.0,2.0,632.9,2020-03-03 23:28:00,632.9,2020-03-03 23:16:00,1173.6,0.0,
4,6,3.0,2020-03-05 01:14:00,2020-03-05 04:50:00,2412.9000000000233,heat,"['200130-15007-061', '200130-15007-061', '191218-19054-009', '191218-19054-009', '191218-19054-009', '191218-19054-009']",,,,,,DOOR OPENED WHILE HEATING,0.0,177.02777777777774,increasing 0,637.3,3.6,1254.1,2020-03-05 01:54:00,1.0,9.0,616.8,2020-03-05 01:14:00,616.8,2020-03-05 00:57:00,1254.1,664.0,
5,6,4.0,2020-03-06 02:10:00,2020-03-06 03:22:00,792.3000000000467,heat,"['200130-15007-064', '200130-15007-064', '200204-19411-024', '200204-19411-024', '200204-19411-024', '200204-19411-024']",,,,,,OK,0.0,523.8333333333334,increasing 0,628.6,1.2,1250.5,0,0.0,2.0,621.9,2020-03-06 02:10:00,621.9,2020-03-06 01:56:00,1250.5,0.0,
6,6,5.0,2020-03-08 06:15:00,2020-03-08 16:51:00,4770.900000000023,heat,"['200212-15226-002', '200212-15226-002', '191127-15042-011', '200218-15055-155', '191127-15042-013', '191127-15042-014']",,,,,,OK,0.0,84.49056603773586,increasing 0,895.6,10.6,1249.0,0,0.0,10.0,353.4,2020-03-07 07:00:00,565.2,2020-03-07 06:22:00,1249.0,0.0,
7,6,6.0,2020-03-09 15:48:00,2020-03-09 16:04:00,92.70000000006985,heat,"['191127-15042-014', '200212-15226-003', '200212-15226-003', '200212-15226-014', '200212-15226-015']",,,,,,OK,0.0,836.9999999999992,increasing 0,223.19999999999985,0.26666666666666666,1248.6,0,0.0,1.0,1025.4,2020-03-09 15:47:00,1039.1,2020-03-09 15:39:00,1248.6,0.0,
8,6,7.0,2020-03-15 05:04:00,2020-03-15 07:55:00,186.40000000002328,heat,"['200130-15007-066', '200130-15007-066', '200130-15007-061', '200130-15007-061']",,,,,,OK,0.0,0.17543859649122806,holding 0,0.5,2.85,351.1,0,0.0,96.0,350.6,2020-03-14 06:24:00,352.6,0,351.1,0.0,
9,6,7.0,2020-03-15 07:55:00,2020-03-15 17:27:00,2903.5,heat,"['200130-15007-066', '200130-15007-066', '200130-15007-061', '200130-15007-061']",,,,,,OK,0.0,94.32167832167832,increasing 0,899.1999999999998,9.533333333333333,1250.3,0,0.0,96.0,351.1,2020-03-14 06:24:00,352.6,2020-03-10 05:23:00,1250.3,0.0,
10,6,8.0,2020-03-16 09:18:00,2020-03-16 09:59:00,341.7999999999301,heat,"['200130-15007-066', '200130-15007-066', '200130-15007-061', '200130-15007-061']",,,,,,DOOR OPENED WHILE HEATING,0.0,690.8780487804878,increasing 0,472.1,0.6833333333333333,1250.5,2020-03-16 09:26:00,1.0,2.0,778.4,2020-03-16 09:13:00,1043.6,2020-03-16 09:11:00,1250.5,870.1,
11,6,9.0,2020-03-17 01:12:00,2020-03-17 04:43:00,2310.099999999977,heat,"['190905-19234-080', '190905-19234-084', '190905-19234-084', '190905-19234-080']",,,,,,DOOR OPENED WHILE HEATING,0.0,136.0947867298578,increasing 0,478.59999999999985,3.5166666666666666,1253.8,2020-03-17 02:50:00,1.0,5.0,775.2,2020-03-17 01:10:00,670.5,2020-03-17 01:00:00,1253.8,784.1,
