,가열로 번호,cycle,시작시간,종료시간,가스사용량,Type,소재 list,작업일자,주/야간,평일/주말,in,out,STATUS,drop_flag,gradient,part_types,temp diff,time diff,가열완료 온도,가열중 마지막 문닫힌 시간,가열중 문열림 횟수,뺄시간,시작온도,실제 시작시간,원래시작점온도,이전 종료시간,종료온도,최종 가열시작 온도,평균온도
0,2,0.0,2020-03-01 10:40:00,2020-03-01 19:22:00,2189.800000000745,heat,[],,,,,,NO MATERIAL,1.0,74.02298850574714,increasing 0,644.0,8.7,1251.3,0,0.0,16.0,607.3,2020-03-01 00:00:00,549.1,,1251.3,0.0,
1,2,1.0,2020-03-03 04:44:00,2020-03-03 06:53:00,1289.9000000003725,heat,"['200204-19180-573', '200204-19180-572', '200204-19180-571', '200204-19180-570', '200204-19180-569', '200204-19180-567', '200204-19180-568']",,,,,,OK,0.0,404.88372093023264,increasing 0,870.5,2.15,1255.3,2020-03-03 04:44:00,0.0,2.0,384.8,2020-03-03 04:45:00,427.1,2020-03-02 22:35:00,1255.3,384.8,
2,2,2.0,2020-03-04 02:30:00,2020-03-04 05:17:00,1002.3000000007453,heat,"['200204-19180-581', '200204-19180-580', '200204-19180-582', '200204-19180-583', '200204-19180-585', '200204-19180-584']",,,,,,DOOR OPENED WHILE HEATING,0.0,55.58083832335331,increasing 0,154.70000000000005,2.783333333333333,1251.8,2020-03-04 04:06:00,2.0,60.0,1097.1,2020-03-04 02:30:00,1097.1,2020-03-04 02:03:00,1251.8,533.0,
3,2,3.0,2020-03-05 03:34:00,2020-03-05 05:46:00,1201.3999999985099,heat,"['200204-19180-584', '200204-19180-585', '200212-19042-008', '200212-19042-008', '200204-19180-583', '200204-19180-582', '200204-19180-580', '200204-19180-581']",,,,,,DOOR OPENED WHILE HEATING,0.0,291.31818181818176,increasing 0,640.9,2.2,1261.8,2020-03-05 04:07:00,1.0,20.0,620.9,2020-03-05 03:35:00,638.6,2020-03-04 23:21:00,1261.8,550.5,
4,2,4.0,2020-03-06 04:01:00,2020-03-06 05:06:00,684.8999999985099,heat,"['200105-19180-388', '200105-19180-387', '200105-19180-386', '200105-19180-385', '200105-19180-384', '200105-19180-383', '200105-19180-382', '200105-19180-389']",,,,,,OK,0.0,561.5076923076923,increasing 0,608.3000000000002,1.0833333333333333,1261.7,0,0.0,2.0,653.4,2020-03-06 04:00:00,614.3,2020-03-06 03:26:00,1261.7,0.0,
5,2,5.0,2020-03-08 05:23:00,2020-03-08 18:15:00,3366.4000000003725,heat,"['가열로다이', '200217-17035-002', '200204-19411-035', '200204-19411-035', '200204-19411-035', '200204-19411-035', '200221-19234-008', '200221-19234-008', '200221-19234-008', '200221-19234-008', '200221-19234-008']",,,,,,OK,0.0,63.544041450777186,increasing 0,817.5999999999998,12.866666666666667,1254.3,0,0.0,36.0,436.7,2020-03-07 07:00:00,541.5,2020-03-06 23:28:00,1254.3,0.0,
6,2,6.0,2020-03-09 18:01:00,2020-03-09 18:19:00,122.90000000037253,heat,"['191206-19162-005', '200307-99010-001', '200307-99010-001', '200307-99010-001']",,,,,,OK,0.0,840.6666666666665,increasing 0,252.19999999999996,0.3,1264.1,0,0.0,1.0,1011.9,2020-03-09 18:00:00,1012.6,2020-03-09 17:03:00,1264.1,0.0,
7,2,7.0,2020-03-10 19:05:00,2020-03-10 19:55:00,486.8000000007451,heat,"['200204-19180-591', '200204-19180-590', '200204-19180-589', '200204-19180-588', '200204-19180-587', '200204-19180-586', '200204-19180-592']",,,,,,OK,0.0,523.0799999999998,increasing 0,435.9,0.8333333333333334,1258.3,0,0.0,3.0,822.4,2020-03-10 19:05:00,822.4,2020-03-10 18:32:00,1258.3,0.0,
8,2,8.0,2020-03-11 21:28:00,2020-03-11 22:41:00,723.5,heat,"['200122-12321-001', '200204-19180-600', '200204-19180-601', '200204-19180-602', '200204-19180-603', '200204-19180-604', '200204-19180-605']",,,,,,DOOR OPENED WHILE HEATING,0.0,507.2876712328768,increasing 0,617.2,1.2166666666666666,1252.7,2020-03-11 21:53:00,1.0,2.0,635.5,2020-03-11 21:27:00,619.6,2020-03-11 21:02:00,1252.7,1047.3,
9,2,9.0,2020-03-12 19:18:00,2020-03-12 20:37:00,838.0,heat,"['200205-19922-001', '200205-19922-001', '200205-19922-001', '200221-19234-018', '200221-19234-018', '200221-19234-018', '200221-19234-018', '200221-19234-018']",,,,,,OK,0.0,373.67088607594934,increasing 0,491.99999999999983,1.3166666666666669,1261.6,0,0.0,9.0,769.6,2020-03-12 19:16:00,730.8,2020-03-12 18:40:00,1261.6,0.0,
