,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,55.76829147338867,57.81502356641695,46.03971481323242,55.69643578598501
1,41.40412902832031,43.79749323955726,35.30988693237305,43.06768478455236
2,79.15849304199219,81.05522582884493,59.34490203857422,77.54324717500178
3,56.19685363769531,46.472602187862364,65.22786712646484,42.1967495361711
4,48.664241790771484,36.26787051915621,57.15477752685547,35.666751133165
5,73.11842346191406,53.579890392121676,63.30767822265625,51.37029754680393
6,84.28351593017578,70.14777801165974,72.0459213256836,71.38715630248662
7,86.71867370605469,48.13408714142554,119.0008316040039,47.543904101325424
8,34.64286422729492,37.41766953633846,35.16815185546875,37.59878078176045
9,58.06539535522461,38.07204768938983,50.981754302978516,37.58707293916404
average,61.8020881652832,51.2759688112773,60.3581485748291,49.965808008641574
