,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,58.252723693847656,77.7924027698063,129.1055908203125,108.70926945440948
1,71.35169982910156,104.8905373122665,171.54611206054688,126.00618773088948
2,68.17340087890625,70.70449667063221,114.78532409667969,89.63091861149796
3,45.366764068603516,34.60089009409255,75.05012512207031,85.3135958734989
4,55.28495788574219,53.16060195601071,81.876708984375,99.24027253916118
5,37.13755416870117,46.84555069799517,71.74586486816406,78.05505702271496
6,47.426639556884766,70.28482514168543,61.84326934814453,86.51208918951767
7,53.631629943847656,63.14771777069716,86.31001281738281,110.94755635778048
8,69.94377136230469,68.9395451133884,122.17449188232422,90.94679717476902
9,55.44822692871094,82.13075974998874,91.52471923828125,124.52142340358196
average,56.20173683166504,67.24973272765632,100.59622192382812,99.9883167357821
