,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,13.312012335833382,27.26994638619798
1,14.798435098984662,28.52122691925126
2,14.47216235890108,32.00855070434176
3,15.94750482895795,29.865816773493638
4,12.607025146484375,30.496947635507283
5,14.612889009363512,29.96239158535583
6,16.681498527526855,36.8303254780249
7,14.771054772769704,39.18002085079191
8,16.08738697276396,37.58338037892645
9,13.957999509923598,27.7173841290195
average,14.724796856150908,31.943599084091044
