,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,19.658935546875,48.35133743219798
1,23.85547637939453,49.195955546692765
2,18.54361915588379,43.5762014130568
3,20.41734504699707,38.507079717656175
4,25.115131378173828,52.86922176281649
5,25.39645767211914,56.620951164266344
6,15.736114501953125,34.12754834553294
7,17.04707145690918,49.009933721396436
8,29.98004913330078,46.436953825592866
9,13.936232566833496,40.56258813790867
average,20.968643283843996,45.92577710671175
