,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,20.552161407470702,29.03759213764267,22.283802795410157,31.867549546173045
1,16.928917694091798,23.583179134305094,15.855604934692384,23.568441554381675
2,12.040801620483398,27.916528794475028,13.906549263000489,26.247983879389974
3,17.201680755615236,25.669383633563836,17.985276794433595,26.527743701371797
4,14.4427978515625,25.30658116702528,17.751863098144533,25.261928564691516
5,17.625914001464842,25.3118705423761,18.886472320556642,23.588704221796412
6,14.098812675476074,24.747287034482117,16.499650382995604,25.45150176916586
7,18.13776741027832,28.252016223757927,15.464947509765626,26.38889886599351
8,16.4762264251709,27.635815732814024,14.513101768493652,28.478253073576703
9,14.881812477111817,21.970155585614364,15.031800651550293,22.62554873209803
average,16.23868923187256,25.943040998605642,16.8179069519043,26.00065539086385
