,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,20.738428115844727,16.422081999976033,16.318317413330078,16.3091252277553
1,17.16789436340332,22.220620220803085,20.412080764770508,20.873385742701632
2,16.31542205810547,14.001373251600233,18.92959213256836,12.412126303940926
3,16.636280059814453,25.542930152351822,23.760469436645508,24.407767259026077
4,30.01584243774414,38.58950384769812,25.305252075195312,48.22716373371842
5,21.667444229125977,32.71841310028457,32.96012878417969,29.351970860189347
6,17.993431091308594,42.839309757734426,24.837400436401367,31.40090787544569
7,16.575347900390625,22.234436878766267,23.89198112487793,20.632528880635657
8,23.989988327026367,25.009612356653747,35.595314025878906,19.354152056613326
9,24.571971893310547,29.171652068192365,18.26182746887207,29.22563887519663
average,20.567205047607423,26.874993363406066,24.02723636627197,25.219476681522302
