,에너지,시간(총),시간(0제외),시작온도,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,장입소재개수,장입중량총합,장입최대중량,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,가열시작시간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,515.5,3660.0,3600.0,937.8,0,0.0,0,2,34200.0,17900,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,34200.0,17900,0,0.0,0,0,0.0,0,2,34200.0,17900,780.0,0,누락없음,20,2019-09-27,야간,2019-09-27 18:45:00,금,안겹침,이상없음,6.0,0,C,평일,0
1,4448.599999999977,32460.0,32160.0,356.2,0,0.0,0,5,148180.0,48000,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,148180.0,48000,0,0.0,0,0,0.0,0,5,148180.0,48000,130260.0,0,누락없음,19,2019-09-30,주간,2019-09-29 06:05:00,일,안겹침,이상없음,4.0,0,C,주말,0
2,5883.5,103080.0,83280.0,237.8,0,0.0,0,4,151150.0,48000,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,151150.0,48000,0,0.0,0,0,0.0,0,4,151150.0,48000,66780.0,0,누락없음,17,2019-09-30,주간,2019-09-28 11:01:00,토,안겹침,이상없음,4.0,0,C,주말,0
3,123.39999999999418,780.0,720.0,824.8,0,0.0,0,2,63600.0,32500,1,51600.0,51600,0,0.0,0,0,0.0,0,0,0.0,0,3,115200.0,51600,0,0.0,0,0,0.0,0,3,115200.0,51600,780.0,0,누락없음,17,2019-09-30,야간,2019-09-30 16:46:00,월,겹침,이상없음,4.0,1,CS,평일,0
4,7417.7999999999865,104340.0,77220.0,357.1,0,0.0,0,9,124050.0,20900,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,9,124050.0,20900,0,0.0,0,0,0.0,0,9,124050.0,20900,92160.0,0,누락없음,20,2019-09-30,야간,2019-09-29 05:23:00,일,안겹침,이상없음,2.0,0,C,주말,0
5,158.29999999998842,1140.0,1080.0,944.0,0,0.0,0,0,0.0,0,1,51600.0,51600,0,0.0,0,0,0.0,0,0,0.0,0,1,51600.0,51600,0,0.0,0,0,0.0,0,1,51600.0,51600,840.0,0,누락없음,17,2019-10-01,주간,2019-10-01 06:10:00,화,겹침,이상없음,3.0,1,S,평일,0
6,575.7000000000116,2580.0,2520.0,819.8,0,0.0,0,3,74900.0,48000,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,74900.0,48000,0,0.0,0,0,0.0,0,3,74900.0,48000,7140.0,0,누락없음,19,2019-10-02,주간,2019-10-01 16:15:00,화,안겹침,이상없음,6.0,0,C,평일,0
7,117.89999999999418,900.0,780.0,1063.9,0,0.0,0,1,40850.0,40850,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,40850.0,40850,0,0.0,0,0,0.0,0,1,40850.0,40850,3600.0,0,누락없음,18,2019-10-04,야간,2019-10-04 11:35:00,금,겹침,이상없음,3.0,1,C,평일,0
8,148.10000000000582,900.0,840.0,914.7,0,0.0,0,1,32500.0,32500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,32500.0,32500,0,0.0,0,0,0.0,0,1,32500.0,32500,600.0,0,누락없음,18,2019-10-07,야간,2019-10-07 17:16:00,월,겹침,이상없음,7.0,1,C,평일,0
9,280.70000000001164,1440.0,1380.0,1019.1,0,0.0,0,1,173703.0,173703,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,173703.0,173703,0,0.0,0,0,0.0,0,1,173703.0,173703,20040.0,0,누락없음,19,2019-10-07,주간,2019-10-05 00:03:00,토,겹침,이상없음,3.0,1,C,주말,0
