순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량
1,P5,2020-03-02,주간,200105-19180-374,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
2,P5,2020-03-02,주간,200105-19180-375,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
3,P5,2020-03-02,주간,200105-19180-376,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
4,P5,2020-03-02,주간,200105-19180-377,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
5,P5,2020-03-02,주간,200105-19180-378,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
6,P5,2020-03-02,주간,200105-19180-379,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
7,P5,2020-03-02,주간,200105-19180-380,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
8,P5,2020-03-02,주간,200105-19180-381,001,"02,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","2/28 P5주
COGBAR",ALLOY,1,9554,1,110.01
9,P5,2020-03-02,주간,200212-15045-001,001,"02,05",가열로2호기,"630.00 X 0.00 X 4515.00
",S30Mn,"S/N:001 시방서참고 PISTON ROD
1차,2차작업  <전공정 고객 입회예정>","400T
SLAB",CARBON,1,9170,1,143.69
10,P5,2020-03-02,주간,"200212-15045-007
파괴테스트용",001,"02,05",가열로2호기,"630.00 X 0.00 X 4515.00
",S30Mn,"S/N:001 시방서참고 PISTON ROD
1차,2차작업  <전공정 고객 입회예정>","400T
SLAB",CARBON,1,9170,1,143.69
11,P5,2020-03-02,주간,200115-12321-001,"001,002","02,05",가열로2호기,"1300.00 X 550.00 X 700.00
",TW SCM430,"55/250/50 S/N:001-002
1355 X 300 X 750","P5 예열
Φ800 R/B",ALLOY,2,8490,2,133.03
12,P5,2020-03-02,주간,200221-19226-011,"003,004","02,05",가열로2호기,"4550.00 X 3750.00 X 175.00
",TWS355,"30/30/25 S/N:003-004
1761*500*505","400T
SLAB",CARBON,2,9410,2,147.45
13,P5,2020-03-02,야간,"180904-12339-063
2/2차작업",001,"01,03",가열로3호기,"478.00 X 0.00 X 7417.00
",TW 350LF2,S/N:001 시방서참고 R/STOCK,"2/28 P5야
1차작업분",CARBON,1,13970,1,116.6
14,P5,2020-03-02,야간,"180904-12339-065
2/2차작업",001,"01,03",가열로3호기,"478.00 X 0.00 X 7417.00
",TW 350LF2,S/N:001 시방서참고 R/STOCK,"2/28 P5야
1차작업분",CARBON,1,13970,1,116.6
15,P5,2020-03-02,야간,"180904-12339-069
2/2차작업",001,"01,03",가열로3호기,"478.00 X 0.00 X 7417.00
",TW 350LF2,S/N:001 시방서참고 R/STOCK,"2/28 P5야
1차작업분",CARBON,1,13970,1,116.6
16,P5,2020-03-02,야간,"200106-19157-011
2/3차작업",001,"01,03",가열로3호기,"1050.00 X 910.00 X 2500.00
",TW 266MGr2,"80/80/150 S/N:001  ￠650T/B사용
1130 X 830 X 2650  PIPE작업","2/28 P5야
1차작업분",CARBON,1,10720,1,89.47
17,P5,2020-03-02,야간,200204-19411-023,"001,002,003,004","01,03",가열로3호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-004
1528*500*590","400T
SLAB",CARBON,4,8030,4,67.02
18,P5,2020-03-02,야간,200211-19240-001,"001,002,003","01,03",가열로1호기,"2956.00 X 2610.00 X 550.00
",TWS355,"30/30/30 S/N:001-003
1459*500*705","400T
SLAB",CARBON,3,8650,3,115.08
19,P5,2020-03-02,야간,200211-19240-002,"001,002,003","01,03",가열로1호기,"2956.00 X 2610.00 X 550.00
",TWS355,"30/30/30 S/N:001-003
1459*500*705","400T
SLAB",CARBON,3,8650,3,115.08
20,P5,2020-03-02,야간,200211-19240-003,001,"01,03",가열로1호기,"2956.00 X 2610.00 X 550.00
",TWS355,"30/30/30 S/N:001
1459*500*705","400T
SLAB",CARBON,1,8650,1,115.08
21,P8,2020-03-02,주간,"200129-19168-011
시편",001,"15,12",가열로12호기,4300.00 X 3970.00 X 107.00,S355NL,"1150*450*420
30/30/37(시)","톱절단
Φ600 R/B",CARBON,0,2764,1,66.71
22,P8,2020-03-02,주간,200129-19168-011,"002,003,004,005,006,007,008,009,010,011,012","15,12",가열로12호기,4300.00 X 3970.00 X 107.00,S355NL,"1139*450*415
30/30/32","톱절단
Φ600 R/B",CARBON,0,2764,11,66.71
23,P8,2020-03-02,주간,"200114-19998-002
시편",001,"15,12",가열로12호기,3672.00 X 3312.00 X 110.00,S355NL,"1127*450*400
25/25/37(시)",Φ600 R/B,CARBON,0,2472,1,59.67
24,P8,2020-03-02,주간,200114-19998-002,002,"15,12",가열로12호기,3672.00 X 3312.00 X 110.00,S355NL,"1110*450*395
25/25/30",Φ600 R/B,CARBON,0,2472,1,59.67
25,P8,2020-03-02,주간,200114-19998-003,"001,002","15,12",가열로15호기,4175.00 X 3785.00 X 125.00,S355NL,"1192*450*445
30/30/25",Φ600 R/B,CARBON,0,3313,2,51.57
26,P8,2020-03-02,주간,200114-19998-011,001,"15,12",가열로12호기,3268.00 X 3010.00 X 400.00,S355NL,"1282*450*570
25/25/25",Φ800 R/B,CARBON,0,5067,1,122.3
27,P8,2020-03-02,주간,200114-19998-012,"001,002","15,12",가열로15호기,3674.00 X 3298.00 X 110.00,S355NL,"1133*450*390
25/25/30",Φ600 R/B,CARBON,0,2564,2,39.91
28,P8,2020-03-02,주간,200114-19998-013,"001,002","15,12",가열로15호기,4176.00 X 3768.00 X 135.00,S355NL,"1237*450*455
30/30/25",SLAB,CARBON,0,3667,2,57.08
29,P8,2020-03-02,주간,200114-19998-019,001,"15,12",가열로12호기,3268.00 X 3010.00 X 400.00,S355NL,"1282*450*570
25/25/25",Φ800 R/B,CARBON,0,5067,1,122.3
30,P8,2020-03-02,주간,200114-19998-020,"001,002","15,12",가열로12호기,3671.00 X 3287.00 X 100.00,S355NL,"1114*450*390
25/25/30",Φ600 R/B,CARBON,0,2420,2,58.41
31,P8,2020-03-02,주간,200114-19998-021,001,"15,12",가열로12호기,3926.00 X 3496.00 X 155.00,S355NL,"1286*450*440
30/30/25",SLAB,CARBON,0,4036,2,97.42
32,P8,2020-03-02,주간,200114-19998-022,001,"15,12",가열로12호기,4432.00 X 3972.00 X 165.00,S355NL,"1365*450*505
30/30/25",Φ800 R/B,CARBON,0,5119,1,123.56
33,P8,2020-03-02,주간,200129-19168-012,"001,002,003,004,005,006,007,008,009,010","15,12",가열로15호기,4556.00 X 4000.00 X 110.00,S355NL,"1368*450*465
32/32/36",Φ800 R/B,CARBON,0,4775,10,74.33
34,P8,2020-03-02,주간,200217-15036-001,"005,006","15,12",가열로15호기,1060.00 X 898.00 X 670.00,TW 350LF2,"816*450*755
40/40/40",히트확인,CARBON,0,2074,2,32.28
35,P8,2020-03-02,야간,200129-19168-011,"013,014,015,016,017,018,019,020,021,022,024","16,14",가열로16호기,4300.00 X 3970.00 X 107.00,S355NL,"1139*450*415
30/30/32","톱절단
Φ600 R/B",CARBON,0,2764,12,68.8
36,P8,2020-03-02,야간,"200220-19234-002
시편",001,"16,14",가열로16호기,3670.00 X 3266.00 X 105.00,S355NL,"1156*450*400
25/25/37(시)",Φ600 R/B,CARBON,0,2621,1,65.24
37,P8,2020-03-02,야간,200220-19234-002,"002,003,004,005,006","16,14",가열로16호기,3670.00 X 3266.00 X 105.00,S355NL,"1143*450*390
25/25/30",Φ600 R/B,CARBON,0,2621,6,65.24
38,P8,2020-03-02,야간,200220-19234-003,"001,002,003,004,005,006,007","16,14",가열로16호기,3670.00 X 3266.00 X 105.00,S355NL,"1143*450*390
25/25/30",Φ600 R/B,CARBON,0,2621,7,65.24
39,P8,2020-03-02,야간,"200220-19234-004
시편",001,"16,14",가열로14호기,4425.00 X 3991.00 X 115.00,S355NL,"1236*450*480
30/30/37(시)",SLAB,CARBON,0,3589,1,87.72
40,P8,2020-03-02,야간,200220-19234-004,"002,003,004,006","16,14",가열로14호기,4425.00 X 3991.00 X 115.00,S355NL,"1210*450*465
30/30/25",Φ600 R/B,CARBON,0,3589,6,87.72
41,P8,2020-03-02,야간,200220-19234-005,"001,002,003,004,005,006,007","16,14",가열로14호기,4425.00 X 3991.00 X 115.00,S355NL,"1210*450*465
30/30/25",Φ600 R/B,CARBON,0,3589,7,87.72
42,P8,2020-03-02,야간,200129-19168-012,"011,012","16,14",가열로14호기,4556.00 X 4000.00 X 110.00,S355NL,"1368*450*465
32/32/36",Φ800 R/B,CARBON,0,4775,2,116.7
43,P8,2020-03-02,야간,200217-15036-001,"007,008","16,14",가열로14호기,1060.00 X 898.00 X 670.00,TW 350LF2,"816*450*755
40/40/40",히트확인,CARBON,0,2074,2,50.69
44,P15,2020-03-02,주간,200102-19157-004,1,"13,17,18,20",가열로17호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"코깅바 사용  1차작업  3/2 야간작업분
70/70/150  2/28 투입",17호기,CARBON,1,36500,1,60.88
45,P15,2020-03-02,주간,200102-19157-004,2,"13,17,18,20",가열로17호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"코깅바 사용  1차작업  3/2 야간작업분
70/70/150  2/28 투입",17호기,CARBON,1,36500,1,60.88
46,P15,2020-03-02,주간,200115-15133-001,1,"13,17,18,20",가열로17호기,"1365.25 X 1219.20 X 3700.78
",F304L,"코깅바 사용  1차작업  압탕 주입구 구분
PUNCH 작업후 밖으로 빼냄",17호기,SUS 304,1,22000,1,36.7
47,P15,2020-03-02,주간,200121-19151-001,1,"13,17,18,20",가열로17호기,"6623.00 X 6077.80 X 705.00
",A350LF2,"3100*1500*1400  1차작업  70/70/375
코깅바 사용 절단완료(2/28)",17호기,CARBON,1,67500,1,112.59
48,P15,2020-03-02,주간,200110-15133-004,1,"13,17,18,20",가열로17호기,"2743.20 X 1250.95 X 371.60
",A350LF2,"700T   1,2차작업(마무리)  시방서 참고
75/650/45  2/28 투입",17호기,CARBON,1,20750,1,34.61
49,P15,2020-03-02,주간,200121-19151-001,2,"13,17,18,20",가열로20호기,"6623.00 X 6077.80 X 705.00
",A350LF2,투입완료  COG,20호기,CARBON,1,86615,1,119.91
50,P15,2020-03-02,주간,200123-19004-002,1,"13,17,18,20",가열로20호기,"2380.00 X 730.00 X 546.60
",A350LF2,2/28 투입(냉괴) 절단반  COG,20호기,CARBON,1,40600,1,56.21
51,P15,2020-03-02,주간,"191225-17035-001
R/TRUNK",1,"13,17,18,20",가열로20호기,"1400.00 X 815.00 X 5310.00
",TWS355,"700T  사용소재 통보  1,2차작업(PUNCH)
2/28 투입",20호기,CARBON,1,36200,1,50.12
52,P15,2020-03-02,주간,200207-19226-005,1,"13,17,18,20",가열로18호기,"4450.00 X 3550.00 X 195.00
",TWS355,400T  2/28 투입  단조비 충분히 줄 것,20호기,CARBON,1,10670,1,68.51
53,P15,2020-03-02,주간,200207-19226-005,2,"13,17,18,20",가열로20호기,"4450.00 X 3550.00 X 195.00
",TWS355,400T  2/28 투입  단조비 충분히 줄 것,18호기,CARBON,1,10670,1,14.77
54,P15,2020-03-02,주간,200114-19230-005,1,"13,17,18,20",가열로18호기,"4251.96 X 3296.92 X 421.64
",B50A584B,"코깅바 사용(200117-001)  H/R
2/28 주간 예열 2/28 야간절단 투입",18호기,ALLOY,2,26500,1,170.16
55,P15,2020-03-02,주간,190917-19245-047,1,"13,17,18,20",가열로18호기,"1990.00 X 1022.34 X 460.70
",F304H,"코깅바 사용  가우징후 투입
2/28 투입",18호기,SUS 304,1,10900,1,69.99
56,P15,2020-03-02,주간,200207-19226-005,"3,4,5","13,17,18,20",가열로18호기,"4450.00 X 3550.00 X 195.00
",TWS355,400T  2/28 투입  단조비 충분히 줄 것,18호기,CARBON,3,10670,3,68.51
57,P15,2020-03-02,주간,200121-17720-002,"1,2","13,17,18,20",가열로18호기,"2083.00 X 0.00 X 574.00
",TWS355,"700T  1,2차작업  2/28 투입
FLAT DIE로 마무리 요청  사용소재 통보",18호기,CARBON,2,18430,2,118.34
58,P15,2020-03-02,주간,200121-19196-003,1,"13,17,18,20",가열로13호기,"6168.00 X 5850.00 X 700.00
",AISI4340,링밀작업,13호기,ALLOY,1,31900,1,200.32
59,P15,2020-03-02,주간,190905-19234-072,1,"13,17,18,20",가열로13호기,"6522.00 X 5342.00 X 201.00
",TWS355,링밀작업,13호기,CARBON,1,25950,1,162.96
60,P15,2020-03-02,야간,"191225-17035-001
R/TRUNK",1,"06,13,17",가열로6호기,"1400.00 X 815.00 X 5310.00
",TWS355,"3,4차작업 시방서 참고  자리 비워 둘 것
740 T/BAR 사용",6호기,CARBON,1,36200,1,288.18
61,P15,2020-03-02,야간,200207-19226-010,"1,2","06,13,17",가열로6호기,"4450.00 X 3550.00 X 195.00
",TWS355,400T  2/28 투입,6호기,CARBON,3,10670,3,84.94
62,P15,2020-03-02,야간,200121-17720-001,"1,2","06,13,17",가열로6호기,"1832.00 X 0.00 X 529.00
",TWS355,"700T  1,2차작업  2/28 투입
FLAT DIE로 마무리 요청  사용소재 통보",6호기,CARBON,2,13400,2,106.68
63,P15,2020-03-02,야간,200121-19151-001,1,"06,13,17",가열로17호기,"6623.00 X 6077.80 X 705.00
",A350LF2,"3100*1500*1400  2차작업(마무리)
70/70/375",17호기,CARBON,1,67500,1,45.78
64,P15,2020-03-02,야간,200102-19157-004,1,"06,13,17",가열로17호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"코깅바 사용  1차작업  3/2 야간작업분
70/70/150  2/28 투입",17호기,CARBON,1,36500,1,24.76
65,P15,2020-03-02,야간,200102-19157-004,2,"06,13,17",가열로17호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"코깅바 사용  1차작업  3/2 야간작업분
70/70/150  2/28 투입",17호기,CARBON,1,36500,1,24.76
66,P15,2020-03-02,야간,가열로 다이,1,"06,13,17",가열로6호기,"SQ450 X 3600
",,19기용 필히 투입,6호기,,1,10000,1,79.61
67,P15,2020-03-02,야간,200121-19196-003,1,"06,13,17",가열로13호기,"6168.00 X 5850.00 X 700.00
",AISI4340,링밀작업,13호기,ALLOY,1,31900,1,79.87
68,P15,2020-03-02,야간,190905-19234-072,1,"06,13,17",가열로13호기,"6522.00 X 5342.00 X 201.00
",TWS355,링밀작업,13호기,CARBON,1,25950,1,64.97
69,P5,2020-03-03,주간,"200106-19157-011
3/3차작업",001,"04,05",가열로5호기,"1050.00 X 910.00 X 2500.00
",TW 266MGr2,"80/80/150 S/N:001  ￠600 M/B사용
1130 X 830 X 2650  M/BAR작업","3/2 P5야
2차작업분",CARBON,1,10720,1,76.62
70,P5,2020-03-03,주간,200204-19180-560,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
71,P5,2020-03-03,주간,200204-19180-561,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
72,P5,2020-03-03,주간,200204-19180-562,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
73,P5,2020-03-03,주간,200204-19180-563,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
74,P5,2020-03-03,주간,200204-19180-564,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
75,P5,2020-03-03,주간,200204-19180-565,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
76,P5,2020-03-03,주간,200204-19180-566,001,"04,05",가열로4호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,71.16
77,P5,2020-03-03,주간,200115-94140-001,001,"04,05",가열로5호기,"720.00 X 0.00 X 7662.00
",TW S45SU,S/N:001 시방서참고 P/SHAFT,"INGOT
열괴",CARBON,1,17100,1,122.23
78,P5,2020-03-03,주간,"200115-94140-002
1/2차작업",001,"04,05",가열로4호기,"885.00 X 0.00 X 8410.00
",TW S45SU,S/N:001 시방서참고 I/SHAFT,"INGOT
열괴",CARBON,1,17100,1,81.94
79,P5,2020-03-03,주간,"191106-12005-009
REV.1",002,"04,05",가열로5호기,"500.00 X 0.00 X 6960.00
",TWS355,"S/N:002 시방서참고 R/STOCK
1차, 2차작업  (전용사용되어 재제작)","600T
SLAB",CARBON,1,14270,1,102
80,P5,2020-03-03,야간,"200115-94140-002
2/2차작업",001,"02,03",가열로3호기,"885.00 X 0.00 X 8410.00
",TW S45SU,S/N:001 시방서참고 I/SHAFT,"3/3 P5주
1차작업분",CARBON,1,17100,1,156.74
81,P5,2020-03-03,야간,200204-19180-567,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
82,P5,2020-03-03,야간,200204-19180-568,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
83,P5,2020-03-03,야간,200204-19180-569,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
84,P5,2020-03-03,야간,200204-19180-570,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
85,P5,2020-03-03,야간,200204-19180-571,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
86,P5,2020-03-03,야간,200204-19180-572,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
87,P5,2020-03-03,야간,200204-19180-573,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.72
88,P5,2020-03-03,야간,180904-12339-055,001,"02,03",가열로3호기,"478.00 X 0.00 X 7417.00
",TW 350LF2,"S/N:001 수정방안 참고
191106-12005-001 불량품 전용","R/STOCK
불량품투입",CARBON,1,13750,1,126.04
89,P5,2020-03-03,야간,"191127-19929-001
2/2차작업",001,"02,03",가열로3호기,"1556.00 X 1342.00 X 1122.00
",TW F304L,"60/60/60 S/N:001
1094*500*1240 PIPE=황지","2/28 P5주
1차작업분",SUS 304,1,7750,1,71.04
90,P8,2020-03-03,주간,"200129-19168-010
시편",001,"12,15",가열로12호기,3400.00 X 3120.00 X 107.00,S355NL,"1053*450*350
25/25/37(시)",Φ600 R/B,CARBON,0,1817,1,41.54
91,P8,2020-03-03,주간,200129-19168-010,"002,003,004,005,006,007,008,009,010,011,012,013,014,015","12,15",가열로12호기,3400.00 X 3120.00 X 107.00,S355NL,"1039*450*345
25/25/30",Φ600 R/B,CARBON,0,1817,14,41.54
92,P8,2020-03-03,주간,200201-19226-100,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
93,P8,2020-03-03,주간,200201-19226-101,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
94,P8,2020-03-03,주간,200201-19226-102,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
95,P8,2020-03-03,주간,200201-19226-103,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
96,P8,2020-03-03,주간,200201-19226-104,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
97,P8,2020-03-03,주간,200201-19226-105,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
98,P8,2020-03-03,주간,200201-19226-106,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
99,P8,2020-03-03,주간,200201-19226-107,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
100,P8,2020-03-03,주간,200201-19226-108,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
101,P8,2020-03-03,주간,200201-19226-109,001,"12,15",가열로15호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,42.71
102,P8,2020-03-03,주간,200227-19226-005,"006,007,008","12,15",가열로15호기,3691.00 X 3141.00 X 215.00,S355NL,"1503*450*460
20/20/20",Φ800 R/B,CARBON,0,5840,8,86.9
103,P8,2020-03-03,주간,200227-19226-005,"001,002,003,004,005","12,15",가열로12호기,3691.00 X 3141.00 X 215.00,S355NL,"1503*450*460
20/20/20",Φ800 R/B,CARBON,0,5840,8,133.53
104,P8,2020-03-03,주간,200201-15200-039,001,"12,15",가열로15호기,2125.00 X 1885.00 X 363.50,TW 266M Gr2,"1069*450*470
20/20/20",히트확인,CARBON,0,2655,1,39.51
105,P8,2020-03-03,주간,200201-15200-040,001,"12,15",가열로15호기,2125.00 X 1885.00 X 363.50,TW 266M Gr2,"1069*450*470
20/20/20",히트확인,CARBON,0,2655,1,39.51
106,P8,2020-03-03,주간,200201-15200-041,001,"12,15",가열로15호기,2125.00 X 1885.00 X 363.50,TW 266M Gr2,"1069*450*470
20/20/20",히트확인,CARBON,0,2655,1,39.51
107,P8,2020-03-03,주간,200201-15200-042,001,"12,15",가열로15호기,2125.00 X 1885.00 X 363.50,TW 266M Gr2,"1069*450*470
20/20/20",히트확인,CARBON,0,2655,1,39.51
108,P8,2020-03-03,주간,200201-15200-043,001,"12,15",가열로15호기,2125.00 X 1885.00 X 363.50,TW 266M Gr2,"1069*450*470
20/20/20",히트확인,CARBON,0,2655,1,39.51
109,P8,2020-03-03,주간,200201-15200-044,001,"12,15",가열로15호기,2125.00 X 1885.00 X 363.50,TW 266M Gr2,"1069*450*470
20/20/20",히트확인,CARBON,0,2655,1,39.51
110,P8,2020-03-03,주간,200201-15200-050,001,"12,15",가열로15호기,2190.00 X 1710.00 X 389.00,TW 266M Gr2,"1363*450*505
20/20/20",히트확인,CARBON,0,5114,1,76.1
111,P8,2020-03-03,주간,200217-15036-004,"001,002","12,15",가열로15호기,1117.00 X 982.00 X 695.00,TW 350LF2,"802*450*780
40/40/40",히트확인,CARBON,0,2045,2,30.43
112,P8,2020-03-03,야간,200204-19411-020,"001,002,003,004","14,16",가열로14호기,6000.00 X 5500.00 X 122.00,S355NL,"1432*450*570
40/40/35",Φ800 R/B,CARBON,0,6456,4,81.26
113,P8,2020-03-03,야간,200204-19411-021,"001,002,003","14,16",가열로14호기,6000.00 X 5500.00 X 122.00,S355NL,"1432*450*570
40/40/35",Φ800 R/B,CARBON,0,6456,3,81.26
114,P8,2020-03-03,야간,200129-19168-010,"016,017,018,019,020,021,022,023,024","14,16",가열로16호기,3400.00 X 3120.00 X 107.00,S355NL,"1039*450*345
25/25/30",Φ600 R/B,CARBON,0,1817,9,35.6
115,P8,2020-03-03,야간,200201-19226-110,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
116,P8,2020-03-03,야간,200201-19226-111,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
117,P8,2020-03-03,야간,200201-19226-112,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
118,P8,2020-03-03,야간,200201-19226-113,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
119,P8,2020-03-03,야간,200201-19226-114,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
120,P8,2020-03-03,야간,200201-19226-115,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
121,P8,2020-03-03,야간,200201-19226-116,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
122,P8,2020-03-03,야간,200201-19226-117,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
123,P8,2020-03-03,야간,200201-19226-118,001,"14,16",가열로16호기,2316.00 X 2070.00 X 370.00,S355NL,"1120*450*470
20/20/20",Φ600 R/B,CARBON,0,2870,1,56.24
