순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량
568,P8,2020-03-12,주간,200221-19234-001,"001,002,003,004,005","16,14",가열로14호기,3258.00 X 3088.00 X 282.00,S355NL,"1069*450*470
25/25/30",SLAB,CARBON,0,2625,5,29.16
569,P8,2020-03-12,주간,200204-19411-033,"001,002,003,004","16,14",가열로16호기,6000.00 X 5500.00 X 122.00,TWS355,"1432*450*570
40/40/40",Φ1000R/B,CARBON,0,6456,4,91.4
570,P8,2020-03-12,주간,"200129-19168-010
재제작건",015,"16,14",가열로16호기,3400.00 X 3120.00 X 107.00,S355NL,"1053*450*350
25/25/37",Φ600 R/B,CARBON,0,1817,1,25.72
571,P8,2020-03-12,주간,200217-19965-001,005,"16,14",가열로14호기,1204.40 X 854.40 X 716.80,TWS355,"1025*450*805
40/40/45",SLAB,CARBON,0,4131,1,45.89
572,P8,2020-03-12,야간,200201-19226-135,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
573,P8,2020-03-12,야간,200201-19226-136,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
574,P8,2020-03-12,야간,200201-19226-137,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
575,P8,2020-03-12,야간,200201-19226-138,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
576,P8,2020-03-12,야간,200201-19226-139,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
577,P8,2020-03-12,야간,200201-19226-140,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
578,P8,2020-03-12,야간,200201-19226-141,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
579,P8,2020-03-12,야간,200201-19226-142,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
580,P8,2020-03-12,야간,200201-19226-143,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
581,P8,2020-03-12,야간,200201-19226-144,001,"08,15",가열로8호기,2316.00 X 2070.00 X 370.00,S355NL,"1121*450*475
20/20/25",Φ600 R/B,CARBON,0,2870,1,31.78
582,P8,2020-03-12,야간,"200224-19168-003
시편",001,"08,15",가열로15호기,4300.00 X 3970.00 X 107.00,S355NL,"1161*450*425
30/30/42(시)","SLAB
잔재",CARBON,0,2764,1,47.58
583,P8,2020-03-12,야간,200224-19168-003,"002,003,004,005,006,007,008,009,010,011,012","08,15",가열로15호기,4300.00 X 3970.00 X 107.00,S355NL,"1150*450*420
30/30/37","SLAB
잔재",CARBON,0,2764,11,47.58
584,P8,2020-03-12,야간,200221-19234-005,"001,002,003,004,005","08,15",가열로8호기,4981.00 X 4611.00 X 127.00,S355NL,"1218*450*535
35/35/35",SLAB,CARBON,0,4059,5,44.94
585,P8,2020-03-12,야간,"200221-19234-006
시편",001,"08,15",가열로8호기,4989.50 X 4565.50 X 159.00,S355NL,"1385*450*550
35/35/41(시)",Φ800 R/B,CARBON,0,5471,1,60.57
586,P8,2020-03-12,야간,200221-19234-006,"002,003,004,005","08,15",가열로8호기,4989.50 X 4565.50 X 159.00,S355NL,"1372*450*545
35/35/35",Φ800 R/B,CARBON,0,5471,4,60.57
587,P8,2020-03-12,야간,200217-19965-001,006,"08,15",가열로15호기,1204.40 X 854.40 X 716.80,TWS355,"1025*450*805
40/40/45",SLAB,CARBON,0,4131,1,71.11
588,P8,2020-03-12,야간,200131-19157-033,001,"08,15",가열로15호기,1892.00 X 1665.50 X 530.00,TW F22,"1095*450*670
35/60/50","톱절단
Φ800 R/B",ALLOY,0,4061,1,69.91
589,P8,2020-03-12,야간,200224-19151-023,"001,002","08,15",가열로15호기,1735.00 X 1471.00 X 420.00,TW F22,"1076*450*545
30/50/45","톱절단
Φ800 R/B",ALLOY,0,3108,2,53.5
590,P8,2020-03-12,야간,200224-19151-033,001,"08,15",가열로15호기,1780.00 X 1508.00 X 490.00,TW F22,"1119*450*595
30/50/45","톱절단
Φ800 R/B",ALLOY,0,3759,1,64.71
591,P8,2020-03-12,야간,200130-15200-001,001,"08,15",가열로15호기,2995.40 X 2710.40 X 256.50,TW F22,"1251*450*420
20/40/30","톱절단
Φ800 R/B",ALLOY,0,3404,1,58.6
592,P8,2020-03-12,야간,200130-15200-002,001,"08,15",가열로15호기,2995.40 X 2710.40 X 256.50,TW F22,"1251*450*420
20/40/30","톱절단
Φ800 R/B",ALLOY,0,3404,1,58.6
593,P8,2020-03-12,야간,200130-15200-003,001,"08,15",가열로15호기,2977.40 X 2693.60 X 268.40,TW F22,"1229*450*450
20/40/30","톱절단
Φ800 R/B",ALLOY,0,3514,1,60.49
594,P15,2020-03-12,주간,"190515-15111-003
I/SHAFT","1,2","18,19",가열로18호기,"1395.00 X 0.00 X 9827.00
",S45C,2차작업 시방서 참고,18호기,CARBON,2,38600,2,29.93
595,P15,2020-03-12,주간,200117-72168-002,1,"18,19",가열로18호기,"3360.00 X 0.00 X 200.00
",F304H,"2,3차작업(COG)  시방서 참고",18호기,SUS 304,1,27350,1,21.2
596,P15,2020-03-12,주간,200121-19151-001,2,"18,19",가열로19호기,"6623.00 X 6077.80 X 705.00
",A350LF2,"2,3차작업
4130*3000*1295   70/70/375",19호기,CARBON,1,67500,1,-8.13
597,P15,2020-03-12,주간,200116-17035-001,1,"18,19",가열로19호기,"1435.00 X 850.00 X 5931.00
",SF490VM1,2차작업 시방서 참고  ￠760 t/bar,19호기,CARBON,1,38000,1,-4.58
598,P15,2020-03-12,주간,191227-17035-001,1,"18,19",가열로19호기,"1400.00 X 815.00 X 5501.00
",TWS355,3차작업 시방서 참고  ￠740 t/bar,19호기,CARBON,1,39000,1,-4.7
599,P15,2020-03-12,주간,200304-99010-001,1,"18,19",가열로18호기,"1200.00 X 600.00 X 1720.00
",SKT4,2차작업  60/540/150,19호기,ALLOY,1,17000,1,13.18
600,P15,2020-03-12,야간,191118-15111-002,"1,2","17,13",가열로17호기,"960.00 X 0.00 X 9559.00
",S45C,3/11 18시 입고 예정(열괴) 시방서 참고,17호기,CARBON,2,33350,2,63.45
601,P15,2020-03-12,야간,191225-15111-001,1,"17,13",가열로17호기,"930.00 X 0.00 X 9082.00
",S45C,3/11 21시 입고 예정(열괴) 시방서 참고,17호기,CARBON,1,39100,1,74.39
602,P15,2020-03-12,야간,190918-12321-021,1,"17,13",가열로17호기,"650.00 X 0.00 X 10161.00
",SF490V,"3/11 18시 입고 예정(열괴) 시방서 참고
3/13 주간작업분",17호기,CARBON,1,35500,1,67.54
603,P15,2020-03-12,야간,200121-19151-001,2,"17,13",가열로13호기,"6623.00 X 6077.80 X 705.00
",A350LF2,"4,5차작업(마무리)
4130*3000*1295   70/70/375",13호기,CARBON,1,67500,1,113.55
604,P5,2020-03-13,주간,200105-19180-398,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
605,P5,2020-03-13,주간,200105-19180-399,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
606,P5,2020-03-13,주간,200105-19180-400,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
607,P5,2020-03-13,주간,200105-19180-401,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
608,P5,2020-03-13,주간,200105-19180-402,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
609,P5,2020-03-13,주간,200105-19180-403,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
610,P5,2020-03-13,주간,200105-19180-404,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
611,P5,2020-03-13,주간,200105-19180-405,001,"01,02,03",가열로3호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5주
COGBAR",ALLOY,1,9554,1,58.05
612,P5,2020-03-13,주간,200105-19180-365,001,"01,02,03",가열로1호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 단조수정
재금형작업  1050도 가열.","가공처
입고완료",ALLOY,1,9554,1,0
613,P5,2020-03-13,주간,"200205-19922-001
2/2차작업","001,002,003","01,02,03",가열로2호기,"1797.05 X 0.00 X 228.60
",TW F304L,"50/45 S/N:001-003
1847.05 X 273.6","가우징후
투입건",SUS 304,3,6050,3,64.48
614,P5,2020-03-13,주간,200221-19234-018,"001,002,003,004,005","01,02,03",가열로2호기,"4996.50 X 4472.50 X 187.00
",TWS355,"35/35/35 S/N:001-005
1570*500*570","400T
SLAB",CARBON,5,8250,5,87.93
615,P5,2020-03-13,야간,200105-19180-406,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
616,P5,2020-03-13,야간,200105-19180-407,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
617,P5,2020-03-13,야간,200105-19180-408,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
618,P5,2020-03-13,야간,200105-19180-409,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
619,P5,2020-03-13,야간,200105-19180-410,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
620,P5,2020-03-13,야간,200105-19180-411,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
621,P5,2020-03-13,야간,200105-19180-412,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
622,P5,2020-03-13,야간,200105-19180-413,001,"04,05",가열로5호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","3/12 P5야
COGBAR",ALLOY,1,9554,1,52.35
623,P5,2020-03-13,야간,200131-19157-013,"001,002","04,05",가열로4호기,"1738.00 X 1199.50 X 650.00
",TW F22,"35/60/50 S/N:001-002
1399*500*765  600T->1800T->황지","열처리예열
히트확인",ALLOY,2,8530,2,66.21
624,P5,2020-03-13,야간,200131-19157-020,001,"04,05",가열로4호기,"1838.00 X 1295.50 X 675.00
",TW F22,"35/60/50 S/N:001
1444*500*790 600T->1800T->황지","열처리예열
히트확인",ALLOY,1,9470,1,73.51
625,P5,2020-03-13,야간,200131-19157-026,001,"04,05",가열로4호기,"1786.00 X 1257.50 X 645.00
",TW F22,"35/60/50 S/N:001
1410*500*760 600T->1800T->황지","열처리예열
히트확인",ALLOY,1,8630,1,66.99
626,P5,2020-03-13,야간,200303-99903-089,"001,002","04,05",가열로4호기,"4287.50 X 3739.50 X 195.00
",TWS355,"30/30/25 S/N:001-002
1543*450*495","400T
SLAB",CARBON,2,7050,2,54.72
627,P5,2020-03-13,야간,200303-99903-090,"001,002","04,05",가열로4호기,"4310.00 X 3690.00 X 181.00
",TWS355,"30/30/25 S/N:001-002
1552*450*510","400T
SLAB",CARBON,2,7350,2,57.05
628,P5,2020-03-13,야간,200303-99903-091,001,"04,05",가열로4호기,"4300.00 X 3700.00 X 188.00
",TWS355,"30/30/25 S/N:001
1542*450*520","400T
SLAB",CARBON,1,7380,1,57.28
629,P5,2020-03-13,야간,200221-19234-019,"001,002,003","04,05",가열로4호기,"4996.50 X 4472.50 X 187.00
",TWS355,"35/35/35 S/N:001-003
1560*500*565","400T
SLAB",CARBON,3,8070,3,62.64
630,P8,2020-03-13,주간,200224-19168-001,"001,002,003,005,006,007,008,009,010,011,012","14,16",가열로14호기,3085.00 X 2800.00 X 262.00,S355NL,"1200*450*460
23/23/28",Φ600 R/B,CARBON,0,3423,12,64.42
631,P8,2020-03-13,주간,200224-19168-002,"013,014,015,016,017,018","14,16",가열로16호기,3400.00 X 3120.00 X 107.00,S355NL,"1047*450*350
25/25/35",Φ600 R/B,CARBON,0,1817,12,29.23
632,P8,2020-03-13,주간,200224-19168-002,"019,020,021,022,023","14,16",가열로14호기,3400.00 X 3120.00 X 107.00,S355NL,"1047*450*350
25/25/35",Φ600 R/B,CARBON,0,1817,12,34.19
633,P8,2020-03-13,주간,200224-19168-003,"013,014,015,016,017,018,019,020,021,022,023,024","14,16",가열로16호기,4300.00 X 3970.00 X 107.00,S355NL,"1150*450*420
30/30/37",Φ600 R/B,CARBON,0,2764,12,44.47
634,P8,2020-03-13,주간,200224-19168-004,"001,002,003,004,005,006","14,16",가열로16호기,4556.00 X 4000.00 X 110.00,S355NL,"1381*450*470
32/32/41",Φ800 R/B,CARBON,0,4775,6,76.82
635,P8,2020-03-13,주간,200225-15133-003,001,"14,16",가열로14호기,1778.00 X 1352.60 X 334.70,TW 350LF2,"1220*450*430
25/25/30",히트확인,CARBON,0,3301,1,62.12
636,P8,2020-03-13,주간,200212-19133-001,"001,002","14,16",가열로14호기,1660.00 X 1369.80 X 273.00,TW F91,"1090*450*370
62/35/25","톱절단
Φ600 R/B",ALLOY,0,1087,2,20.46
637,P8,2020-03-13,주간,200213-19004-001,001,"14,16",가열로14호기,1347.00 X 769.70 X 431.50,TW S25C,"1294*450*505
110/30/35",히트확인,CARBON,0,2242,1,42.19
638,P8,2020-03-13,주간,200213-19004-002,001,"14,16",가열로14호기,1347.00 X 769.70 X 431.50,TW S25C,"1294*450*505
110/30/35",히트확인,CARBON,0,2242,1,42.19
639,P8,2020-03-13,야간,200221-19234-002,"001,002,003,004,005","08,15",가열로15호기,4252.00 X 3948.00 X 103.00,S355NL,"1089*450*425
30/30/35",Φ600 R/B,CARBON,0,2521,5,36.43
640,P8,2020-03-13,야간,200221-19234-003,"001,002,003,004,005","08,15",가열로15호기,4252.00 X 3948.00 X 103.00,S355NL,"1089*450*425
30/30/35",Φ600 R/B,CARBON,0,2521,5,36.43
641,P8,2020-03-13,야간,200224-19168-004,"007,008,009,010,011,012","08,15",가열로15호기,4556.00 X 4000.00 X 110.00,S355NL,"1381*450*470
32/32/41",Φ800 R/B,CARBON,0,4775,6,69
642,P8,2020-03-13,야간,"200220-19226-002
시편",001,"08,15",가열로8호기,4530.00 X 4130.00 X 120.00,TWS355,"1270*450*450
30/30/37(시)",SLAB,CARBON,0,3561,1,43.63
643,P8,2020-03-13,야간,200220-19226-002,"002,003,004,005,006,007,008,009,010,011,012,013,014","08,15",가열로8호기,4530.00 X 4130.00 X 120.00,TWS355,"1241*450*440
30/30/25",SLAB,CARBON,0,3561,13,43.63
644,P8,2020-03-13,야간,"200220-19226-003
시편",001,"08,15",가열로15호기,4529.00 X 4189.00 X 120.00,S355NL,"1201*450*445
30/30/37(시)",Φ600 R/B,CARBON,0,3117,1,45.04
645,P8,2020-03-13,야간,200220-19226-003,"002,003,004,005,006,007","08,15",가열로15호기,4529.00 X 4189.00 X 120.00,S355NL,"1173*450*435
30/30/25",Φ600 R/B,CARBON,0,3117,6,45.04
646,P8,2020-03-13,야간,"200211-19240-004
시편",001,"08,15",가열로8호기,4294.70 X 3904.70 X 120.00,S355NL,"1237*450*440
30/30/37(시)",Φ600 R/B,CARBON,0,3299,1,40.42
647,P8,2020-03-13,야간,200211-19240-004,"002,003","08,15",가열로8호기,4294.70 X 3904.70 X 120.00,S355NL,"1208*450*430
30/30/25",Φ600 R/B,CARBON,0,3299,2,40.42
648,P8,2020-03-13,야간,200211-19240-007,"001,002,003","08,15",가열로8호기,4294.70 X 3904.70 X 120.00,S355NL,"1208*450*430
30/30/25",Φ600 R/B,CARBON,0,3299,3,40.42
649,P15,2020-03-13,주간,200213-19151-007,"1,2","19,18,06",가열로18호기,"2031.00 X 1614.00 X 2404.00
",F22,3/12 18~21시 입고 예정(열괴)  COG,18호기,ALLOY,2,43600,2,74.14
650,P15,2020-03-13,주간,190918-12321-021,1,"19,18,06",가열로18호기,"650.00 X 0.00 X 10161.00
",SF490V,"투입완료  시방서 참고
3/12 주간에서 이동",18호기,CARBON,1,35500,1,60.37
651,P15,2020-03-13,주간,200129-19476-001,"3,4,5","19,18,06",가열로18호기,"4780.00 X 4020.00 X 170.00
",S355NL,"800 R/BLOOM  200220-19234-006
절단완료건 사용",18호기,CARBON,3,9760,3,16.6
652,P15,2020-03-13,주간,200102-19157-009,"1,2","19,18,06",가열로19호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,3/12 18~21시 입고 예정(열괴)  COG,19호기,CARBON,2,43600,2,40.46
653,P15,2020-03-13,주간,200116-17035-001,1,"19,18,06",가열로19호기,"1435.00 X 850.00 X 5931.00
",SF490VM1,"3차작업(마무리)  시방서 참고
￠760 t/bar",19호기,CARBON,1,38000,1,35.27
654,P15,2020-03-13,주간,191227-17035-001,1,"19,18,06",가열로6호기,"1400.00 X 815.00 X 5501.00
",TWS355,"4차작업 시방서 참고  ￠740 t/bar
자리 비워 둘 것",6호기,CARBON,1,39000,1,132.29
655,P15,2020-03-13,주간,200129-19476-001,"9,10,11","19,18,06",가열로6호기,"4780.00 X 4020.00 X 170.00
",S355NL,"800 R/BLOOM  절단완료
눕혀서 투입  3/13 야간작업분",6호기,CARBON,3,9810,3,33.28
656,P15,2020-03-13,주간,200304-99010-001,1,"19,18,06",가열로18호기,"1200.00 X 600.00 X 1720.00
",SKT4,2차작업  60/540/150  투입완료,,ALLOY,1,17000,1,28.91
657,P15,2020-03-13,야간,191020-15200-004,1,"20,17,06,13",가열로20호기,"5793.00 X 5531.30 X 444.10
",SA350LF3,"3/13 01시 입고예정(열괴)  COG
가열시간 참고  1차작업",20호기,ALLOY,1,50100,1,76.86
658,P15,2020-03-13,야간,191020-15200-005,1,"20,17,06,13",가열로20호기,"5793.00 X 5531.30 X 444.10
",SA350LF3,"3/13 01시 입고예정(열괴)  COG
가열시간 참고  1차작업",20호기,ALLOY,1,50100,1,76.86
659,P15,2020-03-13,야간,200213-19151-002,1,"20,17,06,13",가열로20호기,"1771.00 X 0.00 X 1909.00
",F22,"3/13 01시 입고예정(열괴)  COG
가열시간 참고",20호기,ALLOY,1,53100,1,81.46
660,P15,2020-03-13,야간,200130-15007-064,"3,4","20,17,06,13",가열로20호기,"2042.00 X 0.00 X 380.00
",F304L,"가우징후 투입  4,5차작업(마무리)",20호기,SUS 304,2,12500,2,19.18
661,P15,2020-03-13,야간,"200121-15017-001
R/TRUNK","1,2","20,17,06,13",가열로17호기,"1190.00 X 716.00 X 5265.00
",SF490VM1,코깅바 사용 장입만 실시,17호기,CARBON,2,26500,2,83.33
662,P15,2020-03-13,야간,"191227-17035-002
R/TRUNK",1,"20,17,06,13",가열로17호기,"1400.00 X 815.00 X 5501.00
",TWS355,코깅바 사용  1차작업 시방서 참고,17호기,CARBON,1,38000,1,119.49
663,P15,2020-03-13,야간,200129-19476-001,"12,13,14","20,17,06,13",가열로17호기,"4780.00 X 4020.00 X 170.00
",S355NL,800 R/BLOOM  절단완료,17호기,CARBON,3,9810,3,30.85
664,P15,2020-03-13,야간,200211-19476-001,"1,2","20,17,06,13",가열로17호기,"4560.00 X 3740.00 X 160.00
",S355NL,800 R/BLOOM  ,17호기,CARBON,2,9415,2,29.61
665,P15,2020-03-13,야간,200129-19476-001,"9,10,11","20,17,06,13",가열로6호기,"4780.00 X 4020.00 X 170.00
",S355NL,"800 R/BLOOM  절단완료
눕혀서 투입  3/13 야간작업분",6호기,CARBON,3,9810,3,215.07
666,P15,2020-03-13,야간,200121-19151-001,2,"20,17,06,13",가열로13호기,"6623.00 X 6077.80 X 705.00
",A350LF2,높이 다지기 : 1200T,13호기,CARBON,1,67500,1,58.54
667,P5,2020-03-16,주간,"200212-15045-016
1/2차작업",001,"04,05",가열로4호기,"986.00 X 0.00 X 1470.00
",TW S45SU,"S/N:001 FTA적용건. CROSS HEAD
시방서참고 1~3번 작업","P5 예열
300T",CARBON,1,12120,1,129.07
668,P5,2020-03-16,주간,"200212-15045-004
1/2차작업",001,"04,05",가열로4호기,"986.00 X 0.00 X 1470.00
",TW S45SU,"S/N:001 CROSS HEAD
시방서참고 1~3번 작업","P5 예열
300T",CARBON,1,10980,1,116.93
669,P5,2020-03-16,주간,"200228-15036-001
1/2차작업",001,"04,05",가열로4호기,"1140.00 X 824.00 X 1808.00
",TW 350LF2,"황지치수:1246*500*1370
R/M치수:1390 X 780 X 1350 ￠750바사용","400T
히트확인",CARBON,1,11550,1,123
670,P5,2020-03-16,주간,200218-15055-034,001,"04,05",가열로4호기,"1928.00 X 0.00 X 260.00
",TW 350LF2,"40/35 S/N:001
1968 X 295  1차,2차작업","400T
히트확인",CARBON,1,7300,1,77.74
671,P5,2020-03-16,주간,200212-19042-014,"003,004,005","04,05",가열로5호기,"4680.00 X 4120.00 X 150.00
",S355NL,"35/35/30 S/N:001-005
1455*450*525","R/BLOOM
Φ800",CARBON,5,6560,5,81.3
672,P5,2020-03-16,주간,200212-19042-014,"001,002","04,05",가열로4호기,"4680.00 X 4120.00 X 150.00
",S355NL,"35/35/30 S/N:001-005
1455*450*525","R/BLOOM
Φ800",CARBON,5,6560,5,69.86
673,P5,2020-03-16,주간,200221-19234-019,"004,005","04,05",가열로5호기,"4996.50 X 4472.50 X 187.00
",TWS355,"35/35/30 S/N:004-005
1560*500*565","400T
SLAB",CARBON,2,8070,2,100.02
674,P5,2020-03-16,주간,200221-19234-020,"001,002,003,004,005","04,05",가열로5호기,"5000.00 X 4400.00 X 201.00
",TWS355,"35/35/30 S/N:001-005
1687*500*565","400T
SLAB",CARBON,5,9580,5,118.73
675,P5,2020-03-16,야간,"200212-15045-016
2/2차작업",001,"01,03",가열로3호기,"986.00 X 0.00 X 1470.00
",TW S45SU,"S/N:001 FTA적용건. CROSS HEAD
시방서참고  2번 작업","3/16 P5주
1차작업분",CARBON,1,12120,1,171.12
676,P5,2020-03-16,야간,"200212-15045-004
2/2차작업",001,"01,03",가열로3호기,"986.00 X 0.00 X 1470.00
",TW S45SU,"S/N:001 CROSS HEAD
시방서참고  2번 작업","3/16 P5주
1차작업분",CARBON,1,10980,1,155.03
677,P5,2020-03-16,야간,"200228-15036-001
2/2차작업",001,"01,03",가열로3호기,"1140.00 X 824.00 X 1808.00
",TW 350LF2,"52/74/200 S/N:001  750 T/BAR사용
1192 X 750 X 2008  PIPE작업","3/16 P5주
1차작업분",CARBON,1,11550,1,163.07
678,P5,2020-03-16,야간,200211-19240-017,"002,003,001","01,03",가열로3호기,"4300.00 X 3560.00 X 122.00
",TWS355,"30/30/25 S/N:001-003
1457*450*485   단조비 확보.","300T
SLAB",CARBON,3,6080,3,85.84
679,P5,2020-03-16,야간,200212-19042-006,"001,002,003","01,03",가열로3호기,"4675.00 X 4125.00 X 125.00
",S355NL,"35/35/30 S/N:001-012
1381*450*500","R/BLOOM
Φ800",CARBON,12,5570,12,78.64
680,P5,2020-03-16,야간,200212-19042-006,"004,005,006,007,008,009,010,011,012","01,03",가열로1호기,"4675.00 X 4125.00 X 125.00
",S355NL,"35/35/30 S/N:001-012
1381*450*500","R/BLOOM
Φ800",CARBON,12,5570,12,171.36
681,P8,2020-03-16,주간,200211-19240-010,"001,002,003","15,08",가열로8호기,4300.00 X 3910.00 X 123.00,S355NL,"1207*450*440
30/30/25",Φ600 R/B,CARBON,0,3371,3,45.05
682,P8,2020-03-16,주간,200211-19240-013,"001,002,003","15,08",가열로8호기,4300.00 X 3910.00 X 123.00,S355NL,"1207*450*440
30/30/25",Φ600 R/B,CARBON,0,3371,3,45.05
683,P8,2020-03-16,주간,200211-19240-016,"001,002,003","15,08",가열로15호기,4300.00 X 3560.00 X 122.00,S355NL,"1494*450*455
30/30/25",Φ800 R/B,CARBON,0,5699,3,105.39
684,P8,2020-03-16,주간,200211-19240-005,"001,002,003","15,08",가열로8호기,4294.70 X 3904.70 X 120.00,S355NL,"1208*450*430
30/30/25",Φ600 R/B,CARBON,0,3299,3,44.09
685,P8,2020-03-16,주간,"200211-19240-008
시편",001,"15,08",가열로8호기,4294.70 X 3904.70 X 120.00,S355NL,"1237*450*440
30/30/37(시)",Φ600 R/B,CARBON,0,3299,1,44.09
686,P8,2020-03-16,주간,200211-19240-008,"002,003","15,08",가열로8호기,4294.70 X 3904.70 X 120.00,S355NL,"1208*450*430
30/30/25",Φ600 R/B,CARBON,0,3299,2,44.09
687,P8,2020-03-16,주간,200211-19240-011,"001,002,003","15,08",가열로8호기,4300.00 X 3910.00 X 123.00,S355NL,"1207*450*440
30/30/25",Φ600 R/B,CARBON,0,3371,3,45.05
688,P8,2020-03-16,주간,"200212-19042-009
시편",001,"15,08",가열로15호기,3372.50 X 3042.50 X 110.00,S355NL,"1079*450*380
25/25/37(시)",Φ600 R/B,CARBON,0,2104,1,38.91
689,P8,2020-03-16,주간,200212-19042-009,"002,003,004,005,006,007,008,009,010,011,012","15,08",가열로15호기,3372.50 X 3042.50 X 110.00,S355NL,"1070*450*370
25/25/30",Φ600 R/B,CARBON,0,2104,11,38.91
690,P8,2020-03-16,주간,200212-19042-003,"001,002,003,004,005","15,08",가열로8호기,3712.00 X 3232.00 X 150.00,TWS355,"1320*450*420
25/25/25",SLAB,CARBON,0,3971,5,53.07
