,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,37.705278067753234,74.10198166848477,39.302292659364895,73.25213519826055
1,45.9524145455196,148.85373016937308,36.79142142986429,145.33737364180158
2,49.82127354062837,132.400626594656,62.955594556084996,135.5175498945596
3,31.687252833925445,68.42875104665663,27.44175858333193,69.31533679431536
4,27.67415895133183,45.14714968698325,27.96617494780442,45.23052521058308
5,40.28222195855503,45.34903898506167,36.80316832969929,45.08776058927334
6,41.48955654275829,133.94381369770304,45.824806476461475,170.74918158466707
7,34.99629421891837,118.6008046505046,33.73179008220804,100.99303551832075
8,124.06898603768184,273.53238254257934,36.001932604559535,255.51121621074407
9,33.201441666175576,113.39246623758912,33.4190515978583,113.42820125564037
average,46.68788783632476,115.37507452795914,38.023799126723716,115.44223158981659
