,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,91.43508911132812,187.20660228839682,78.24839782714844,169.4924383081857
1,38.084041595458984,73.87777585326324,71.82371520996094,72.07905884518814
2,111.20928955078125,186.85049224133266,70.42141723632812,185.93646361307097
3,68.04179382324219,137.87088166238055,105.86117553710938,141.55938438557706
4,60.01044845581055,155.0760762326022,68.12242126464844,138.7550216379932
5,88.1214599609375,218.6501624822613,51.03667068481445,234.33505705126652
6,26.557737350463867,26.667405249159348,18.293413162231445,25.555380017989947
7,34.33209228515625,183.9681990486806,50.50244903564453,178.6541854990658
8,48.226871490478516,152.27985492796452,47.16181182861328,154.25390996162852
9,41.92499923706055,148.79846218526342,64.55755615234375,145.66259888356657
average,60.79438228607178,147.12459121713044,62.602902793884276,144.62834982035324
