,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,113.1949234008789,416.27548611104635,73.23832702636719,414.9366708828407
1,66.20187377929688,380.0265942806897,81.87755584716797,377.99879115780556
2,100.66341400146484,378.08660520832836,63.06922149658203,373.1227790034666
3,40.21949768066406,687.7067061170686,51.08943557739258,680.1805547821359
4,98.0689468383789,536.6594278308411,212.93653869628906,577.8855220326365
5,76.48007202148438,180.14579239823888,161.3928985595703,180.456282070957
6,30.2185001373291,29.161993517361605,22.148662567138672,28.505887511110195
7,254.3709716796875,239.1397125244857,337.2962341308594,280.14703890054193
8,14.953946113586426,71.84618088096222,17.02796173095703,56.484981786659525
9,35.22537612915039,398.6316597037661,23.813915252685547,313.1841757574631
average,82.95975217819213,331.7680158572789,104.38907508850097,328.2902683885617
