,가열로번호,에너지,가열시작시간,가열종료시간,시간(총),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,쉰시간,cycle,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,문열림횟수,drop,시간(0제외),작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,20,515.5,9/27/2019 18:45,9/27/2019 19:46,3660,937.8,1252.1,2,34200,17900,CARBON,0,1,0,780,4,0,0,0,2,34200,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34200,17900,0,누락없음,3600,9/27/2019,야간,금,겹침,이상없음,6,1,C,평일,0
1,19,4448.6,9/29/2019 6:05,9/29/2019 15:06,32460,356.2,1252.9,5,148180,48000,CARBON,0,1,0,130260,5,0,0,0,5,148180,48000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,148180,48000,0,누락없음,32160,9/30/2019,주간,일,안겹침,이상없음,4,0,C,주말,0
2,17,123.4,9/30/2019 16:46,9/30/2019 16:59,780,824.8,1228.0,3,115200,51600,CARBON,0,1,0,780,4,0,0,0,2,63600,32500,1,51600,51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115200,51600,0,누락없음,720,9/30/2019,야간,월,겹침,이상없음,4,1,CS,평일,0
3,17,158.3,10/1/2019 6:10,10/1/2019 6:29,1140,944.0,1230.0,1,51600,51600,SUS,0,0,1,840,5,0,0,0,0,0,0,1,51600,51600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51600,51600,0,누락없음,1080,10/1/2019,주간,화,겹침,이상없음,3,1,S,평일,0
4,18,117.9,10/4/2019 11:35,10/4/2019 11:50,900,1063.9,1240.7,1,40850,40850,CARBON,0,1,0,3600,11,0,0,0,1,40850,40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40850,40850,0,누락없음,780,10/4/2019,야간,금,겹침,이상없음,3,1,C,평일,0
5,18,3464.7,10/6/2019 13:05,10/6/2019 22:03,32280,359.9,1200.7,7,146370,32500,CARBON,0,1,0,130080,12,0,0,0,5,96170,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,146370,32500,0,강종누락,31020,10/7/2019,주간,일,안겹침,이상없음,1,0,C,주말,0
6,18,148.1,10/7/2019 17:16,10/7/2019 17:31,900,914.7,1247.8,1,32500,32500,CARBON,0,1,0,600,13,0,0,0,1,32500,32500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32500,32500,0,누락없음,840,10/7/2019,야간,월,겹침,이상없음,7,1,C,평일,0
7,19,280.7,10/5/2019 0:03,10/5/2019 0:27,1440,1019.1,1247.4,1,173703,173703,CARBON,0,1,0,20040,10,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,누락없음,1380,10/7/2019,주간,토,겹침,이상없음,3,1,C,주말,0
8,19,129.5,10/7/2019 19:35,10/7/2019 19:50,900,1075.0,1246.6,1,173703,173703,CARBON,0,1,0,240,11,0,0,0,1,173703,173703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173703,173703,0,누락없음,840,10/8/2019,주간,월,겹침,이상없음,1,1,C,평일,0
9,17,3262.5,10/8/2019 7:36,10/8/2019 13:27,21060,406.7,1255.5,10,120230,25350,CARBON,0,1,0,1920,10,0,0,0,10,120230,25350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,120230,25350,0,누락없음,20700,10/8/2019,야간,화,안겹침,이상없음,8,0,C,평일,0
