,KNN,MLP,REAL,Type,error_KNN,error_MLP,시간(총),시작온도,장입소재개수,장입중량총합,장입최대중량
0,252.29989278708342,112.69701385498047,154.69999999925494,Holding Phase,97.59989278782848,42.00298309326172,3060.0,1287.8,11,86480.0,8000
1,702.9549635073922,701.1671142578125,768.9000000003723,Holding Phase,65.94503649298008,67.73291015625,14760.0,1279.7,4,88000.0,22000
2,447.98489408950746,186.78118896484375,131.59999999962747,Holding Phase,316.38489408988,55.181182861328125,2520.0,1284.8,8,33920.0,4240
3,400.7637227716022,535.242919921875,592.8000000007453,Holding Phase,192.03627722914308,57.55706787109375,13020.0,1281.2,10,88660.0,9910
4,3055.446445720508,3645.96923828125,3662.099999999629,Holding Phase,606.6535542791207,16.130859375,66360.0,1239.6,7,125700.0,19350
5,251.45639135029398,149.99810791015625,161.59999999962747,Holding Phase,89.85639135066651,11.601898193359375,3120.0,1273.0,10,88580.0,9410
6,1928.0025621914278,1934.160400390625,1983.9000000003725,Holding Phase,55.89743780894469,49.7396240234375,38160.0,1251.6,9,73250.0,10770
7,352.7458881298397,388.3248596191406,318.40000000037253,Holding Phase,34.3458881294672,69.92486572265625,7380.0,1249.3,7,102200.0,14600
8,427.6389218503837,381.94439697265625,499.0,Holding Phase,71.36107814961628,117.05560302734375,8580.0,1273.1,9,69600.0,12120
9,273.5564235111458,490.38323974609375,452.59999999962747,Holding Phase,179.04357648848168,37.783233642578125,9300.0,1260.5,7,86770.0,15760
10,207.72600880172044,241.0751190185547,255.5999999996274,Holding Phase,47.873991197906975,14.524887084960938,5700.0,1291.9,7,103950.0,14850
11,450.66197596991327,648.7779541015625,549.8999999985099,Holding Phase,99.23802402859661,98.8779296875,13140.0,1292.6,7,65210.0,15660
12,518.7630308951112,795.69140625,801.4000000003723,Holding Phase,282.6369691052611,5.7086181640625,17400.0,1254.9,6,25440.0,4240
13,233.93997303425778,297.23516845703125,271.40000000037253,Holding Phase,37.460026966114754,25.835174560546875,6000.0,1276.2,8,92870.0,15760
14,172.06727099644093,249.6428680419922,224.6999999992549,Holding Phase,52.63272900281399,24.94287109375,5220.0,1277.5,7,80790.0,15660
15,518.5973521404836,725.5995483398438,440.6,Holding Period,77.9973521404836,284.9995422363281,9900.0,691.7,5,64320.0,15760
16,364.17186272772517,219.72613525390625,164.69999999925494,Holding Phase,199.47186272847023,55.02613830566406,3420.0,1249.0,8,76432.0,9554
17,374.51879679342744,121.43599700927734,97.5,Holding Phase,277.01879679342744,23.935997009277344,1980.0,1277.0,3,33450.0,14550
18,2741.7730172208207,3006.1494140625,2589.0999999996275,Holding Phase,152.67301722119328,417.04931640625,54360.0,1255.7,7,102980.0,22100
19,225.32011718363685,640.2817993164062,450.4000000003725,Holding Phase,225.07988281673562,189.88180541992188,11280.0,1262.4,8,97890.0,22100
20,238.36463446411335,129.68238830566406,110.0,Holding Phase,128.36463446411335,19.682388305664062,1980.0,1274.4,9,112790.0,13480
21,1975.3611450253186,1639.8984375,2319.6000000014897,Holding Phase,344.23885497617107,679.70166015625,31500.0,1259.0,7,81200.0,14600
22,1077.7814920347612,1676.1148681640625,1580.39999999851,Holding Phase,502.6185079637489,95.71484375,31620.0,1258.8,6,49450.0,17600
23,2752.2134638541697,3427.455810546875,3249.7000000011176,Holding Phase,497.48653614694786,177.755859375,63720.0,1253.9,4,84900.0,22350
24,353.0411991309036,139.73890686035156,209.4000000003726,Holding Phase,143.641199130531,69.66108703613281,4080.0,1292.6,10,62920.0,7800
25,474.03840785265766,391.2088623046875,425.09999999962747,Holding Phase,48.938407853030185,33.891143798828125,9960.0,1261.6,11,70450.0,12650
26,1856.0284886998293,2506.40771484375,1987.8000000007446,Holding Phase,131.77151130091534,518.607666015625,46980.0,1265.9,5,78190.0,20350
27,2294.4853973175473,2005.097900390625,1642.3000000007446,Holding Phase,652.1853973168027,362.7978515625,37980.0,1253.8,7,103950.0,14850
28,727.4189035630694,139.98565673828125,167.5,Holding Phase,559.9189035630694,27.51434326171875,2880.0,1274.5,3,42940.0,22100
29,280.4757797784365,243.17523193359375,232.80000000074506,Holding Phase,47.675779777691446,10.375228881835938,4980.0,1273.4,9,84690.0,9410
30,317.61764037852976,398.3717956542969,383.0,Holding Phase,65.38235962147024,15.371795654296875,9360.0,1283.6,4,33200.0,8600
31,2419.7491696196516,2189.451904296875,1913.0999999996275,Holding Phase,506.64916962002417,276.3519287109375,41520.0,1252.3,9,95250.0,13480
32,3110.094011331805,4924.89208984375,3846.799999998881,Holding Phase,736.7059886670759,1078.092041015625,91560.0,1273.6,7,43200.0,11920
33,2728.466758093969,3003.927490234375,2684.4000000003725,Holding Phase,44.06675809359649,319.527587890625,55800.0,1271.2,8,96460.0,13480
34,334.7301969952569,200.0605926513672,524.0999999996276,Holding Phase,189.36980300437068,324.03936767578125,3480.0,1241.1,7,103950.0,14850
35,581.234959991048,782.2582397460938,718.7000000011176,Holding Phase,137.46504001006963,63.5582275390625,16440.0,1249.7,8,64680.0,10800
36,357.99577661569,200.82261657714844,162.39999999850988,Holding Phase,195.5957766171801,38.42262268066406,3300.0,1255.9,4,35540.0,11920
37,546.888156842162,500.5157165527344,481.8999999985099,Holding Phase,64.98815684365206,18.61572265625,12180.0,1280.3,11,100940.0,15760
38,2669.121063911302,3183.813232421875,4105.699999999255,Holding Phase,1436.578936087953,921.886962890625,59160.0,1249.2,7,103950.0,14850
39,698.2990971048927,887.1083374023438,1153.7999999988824,Holding Phase,455.50090289398975,266.69171142578125,19380.0,1252.3,9,72890.0,10300
