,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,50.29471969604492,22.733163996720247,39.303924560546875,20.371183752206722
1,75.3924789428711,20.996738669573734,40.883235931396484,22.516186318297386
2,34.87092590332031,30.489808881215925,35.95567321777344,35.192057929428316
3,34.22658157348633,31.946153006567307,44.676918029785156,29.619217453492695
4,89.42550659179688,51.951126905041825,30.514108657836914,49.80297148168673
5,52.51879119873047,31.039669643178332,53.26206588745117,34.321811572058756
6,40.933502197265625,14.927770049238445,143.6603546142578,17.447119664489218
7,62.47585678100586,17.47318915810014,49.8739013671875,19.12265023198896
8,38.145206451416016,28.796608760687477,55.373619079589844,28.79742866187564
9,42.30122756958008,29.014013098750308,34.25290298461914,27.39303724867213
average,52.058479690551756,27.936824216907375,52.77567043304443,28.458366431419655
