,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,147.39610290527344,83.4200263558479,201.63616943359375,83.79343535799855
1,64.83390045166016,67.53396049975825,77.4485092163086,69.58243572790327
2,66.887939453125,57.461856690230896,55.90790939331055,54.10542052650723
3,75.29679107666016,85.0672811041512,99.75408935546875,82.9984849548179
4,142.2734375,128.9249097106047,67.93334197998047,128.3867238691489
5,103.0628433227539,86.05289460115024,67.00907135009766,93.45097385708053
6,93.51924133300781,65.78289487809809,84.81807708740234,63.75789508586608
7,52.15269470214844,77.07815854797472,78.5880355834961,76.34284623841012
8,65.47447204589844,62.57620587732261,67.19140625,57.68653601224878
9,102.36573791503906,81.76854574945864,110.5910415649414,77.68440217289587
average,91.32631607055664,79.56667340145972,91.08776512145997,78.77891538028771
