,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,62.7296142578125,45.88911669566941,55.88500213623047,46.3458145416477
1,69.65583038330078,63.42693376728739,78.2248306274414,69.06040914085038
2,54.42460632324219,49.1412515395362,51.869667053222656,49.91697535630883
3,60.40427017211914,52.374484488528196,55.102970123291016,51.83259993441143
4,64.20027923583984,47.83061231406377,64.28375244140625,48.730904168575535
5,65.05533599853516,65.82816444035038,61.04278564453125,63.48311491616497
6,130.69064331054688,95.41971733158617,127.185791015625,96.56654267507577
7,68.71472930908203,59.57522467160589,63.5145263671875,55.72284699983528
8,59.67411804199219,67.77529759418174,99.80487060546875,67.86689382227333
9,94.93843841552734,54.71343893256171,72.1305160522461,54.52313297246004
average,73.04878654479981,60.197424177537094,72.90447120666504,60.40492345276033
