,½®½Ã°£Æ÷ÇÔ_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Æ÷ÇÔ_KNN_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_MLP_5_5_½Ã°£(ÃÑ),½®½Ã°£Á¦¿Ü_KNN_5_5_½Ã°£(ÃÑ)
0,104.15424346923828,78.18172425786814,98.48484802246094,79.5467153708918
1,55.55012512207031,47.018291938984774,53.82203674316406,50.58299181913411
2,61.27589416503906,50.58908793078535,58.92683792114258,50.47435788824757
3,53.74921417236328,56.035113790953126,50.95273971557617,56.70168819563908
4,59.477264404296875,54.85305339655265,58.821712493896484,53.94098887582498
5,68.91913604736328,67.99319538520369,136.48585510253906,68.11161535754037
6,50.74889373779297,41.0180542535758,43.46901321411133,43.180872728001205
7,75.65021514892578,40.99359151246154,71.98978424072266,41.41155340379284
8,98.34070587158203,89.4453118908737,97.33768463134766,89.0285347060068
9,71.88780212402344,68.51227069987114,84.80806732177734,68.81564446832674
average,69.97534942626953,59.46396950571299,75.50985794067383,60.17949628134054
