,쉰시간포함_MLP_5_5_에너지,쉰시간포함_KNN_5_5_에너지,쉰시간제외_MLP_5_5_에너지,쉰시간제외_KNN_5_5_에너지
0,21.984128952026367,15.528465428875842,20.490427017211914,15.223469189603323
1,15.723450660705566,23.092392681479527,20.931072235107422,25.224535018150927
2,16.677907943725586,17.73931170329883,26.035127639770508,17.553629346646467
3,15.256649017333984,26.290466066499395,21.690204620361328,23.169388887997282
4,21.65224266052246,22.60489787637706,23.114233016967773,22.80850244168553
5,21.063005447387695,24.498232803911847,17.324047088623047,23.51582259426807
6,22.553302764892578,29.34712786142383,32.32492446899414,29.0130157943343
7,21.161577224731445,15.173857260925422,14.007768630981445,14.833446871790857
8,13.884385108947754,25.6285747436,17.106050491333008,24.985767631561195
9,31.35599708557129,19.598037290716157,32.026912689208984,19.173500918625283
average,20.131264686584473,21.95013637171079,22.505076789855956,21.550107869466324
