,에너지,가열시작시간,가열종료시간,시간(총),시간(0제외),시작온도,종료온도,장입소재개수,장입중량총합,장입최대중량,강종,강종_ALLOY,강종_CARBON,강종_SUS,A_num,A_sum,A_max,C_num,C_sum,C_max,S_num,S_sum,S_max,H_A_num,H_A_sum,H_A_max,H_C_num,H_C_sum,H_C_max,H_S_num,H_S_sum,H_S_max,열괴장입소재개수,열괴장입중량총합,열괴장입최대중량,민감소재장입개수,민감소재중량총합,민감소재최대중량,비민감소재장입개수,비민감소재중량총합,비민감소재최대중량,쉰시간,문열림횟수,drop,가열로번호,작업일자,주/야간,요일,겹침여부,민감비고,직전 사이클 소재 수량,겹치는 소재 수량,강종종류,주말여부,에러발생
0,212.3,2020-03-02 14:24:00,2020-03-02 14:55:00,1860.0,1800.0,663.8,1251.6,3,140500.0,67500,CARBON,0,1,0,0,0.0,0,3,140500.0,67500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,140500.0,67500,900.0,0,누락없음,17,2020-03-02,야간,월,안겹침,이상없음,1,0,C,주말,0
1,105.8,2020-03-03 05:56:00,2020-03-03 06:10:00,840.0,780.0,903.5,1244.2,2,73000.0,36500,CARBON,0,1,0,0,0.0,0,2,73000.0,36500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,2,73000.0,36500,300.0,0,누락없음,17,2020-03-03,주간,화,겹침,이상없음,3,2,C,평일,0
2,1037.7,2020-03-03 18:55:00,2020-03-03 20:56:00,7260.0,7080.0,520.2,1255.3,6,82640.0,15700,CARBON,0,1,0,0,0.0,0,6,82640.0,15700,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,6,82640.0,15700,2100.0,0,누락없음,17,2020-03-04,주간,화,안겹침,이상없음,2,0,C,평일,0
3,540.4,2020-03-05 18:12:00,2020-03-05 19:08:00,3360.0,3300.0,560.8,1259.9,4,113680.0,36200,ALLOY,1,0,0,1,30480.0,30480,3,83200.0,36200,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,4,113680.0,36200,900.0,0,누락없음,17,2020-03-06,주간,목,겹침,이상없음,5,1,AC,평일,0
4,106.1,2020-03-07 10:34:00,2020-03-07 11:25:00,3060.0,1800.0,608.4,648.0,3,193323.0,173703,CARBON,0,1,0,0,0.0,0,3,193323.0,173703,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,193323.0,173703,18000.0,0,누락없음,17,2020-03-10,주간,토,안겹침,이상없음,4,0,C,주말,0
5,480.6,2020-03-11 08:47:00,2020-03-11 09:29:00,2520.0,2340.0,628.0,1247.8,3,144500.0,67500,CARBON,0,1,0,0,0.0,0,3,144500.0,67500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,144500.0,67500,18600.0,0,누락없음,19,2020-03-11,야간,수,안겹침,이상없음,1,0,C,평일,0
6,199.0,2020-03-12 18:41:00,2020-03-12 19:05:00,1440.0,1320.0,862.1,1256.6,3,125200.0,43600,CARBON,0,1,0,0,0.0,0,3,125200.0,43600,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,125200.0,43600,480.0,0,누락없음,19,2020-03-13,주간,목,겹침,이상없음,3,1,C,평일,0
7,404.1,2020-03-19 06:09:00,2020-03-19 06:44:00,2100.0,2040.0,614.2,1266.3,3,77500.0,25950,CARBON,0,1,0,0,0.0,0,3,77500.0,25950,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,77500.0,25950,900.0,0,누락없음,20,2020-03-19,야간,목,안겹침,이상없음,4,0,C,평일,0
8,188.7,2020-03-19 18:33:00,2020-03-19 18:52:00,1140.0,1080.0,652.8,1247.2,3,93700.0,39500,CARBON,0,1,0,0,0.0,0,3,93700.0,39500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,3,93700.0,39500,960.0,0,누락없음,18,2020-03-19,야간,목,겹침,이상없음,5,3,C,평일,0
9,294.2,2020-03-19 16:54:00,2020-03-19 17:22:00,1680.0,1620.0,903.6,1266.5,5,150500.0,36500,CARBON,0,1,0,0,0.0,0,5,150500.0,36500,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,5,150500.0,36500,1140.0,0,누락없음,19,2020-03-20,주간,목,안겹침,이상없음,3,0,C,평일,0
