,Unnamed: 0,0,1,2
707,707,190826-01258-004,2019-12-03 02:20:00,"['태상 미음', None]"
708,708,191107-77564-001,2019-12-03 03:00:00,"['태상 미음', '태상 미음']"
709,709,190906-14173-011,2019-12-03 04:20:00,"['태상 미음', '태상 미음']"
710,710,190906-14173-012,2019-12-03 04:20:00,"['태상 미음', '태상 미음']"
711,711,190907-14072-004,2019-12-04 01:50:00,"['태웅 단조', '태웅 단조']"
712,712,190907-14173-003,2019-12-04 02:50:00,"['태상 미음', None]"
713,713,190907-14173-004,2019-12-04 02:50:00,"['태상 미음', None]"
714,714,190907-14173-001,2019-12-04 02:50:00,"['태상 미음', None]"
715,715,190907-14173-002,2019-12-04 02:50:00,"['태상 미음', None]"
716,716,191101-19581-001,2019-12-04 04:50:00,"['태웅 단조', '태웅 단조']"
717,717,190907-14173-005,2019-12-04 06:50:00,"['태상 미음', '태상 미음']"
718,718,190214-14730-020,2019-12-04 06:50:00,"['태상 미음', '태상 미음']"
719,719,191029-19929-001,2019-12-04 16:10:00,"['태웅 단조', '태웅 단조']"
720,720,191029-19929-002,2019-12-04 16:10:00,"['태웅 단조', '태웅 단조']"
721,721,191029-17035-001,2019-12-05 00:50:00,"['태웅 단조', '태웅 단조']"
722,722,191029-17035-002,2019-12-05 00:50:00,"['태웅 단조', '태웅 단조']"
723,723,191003-19217-010,2019-12-05 02:50:00,"['태웅 단조', None]"
724,724,191106-KO483-001,2019-12-05 12:30:00,"['태상 미음', '태상 미음']"
725,725,191106-KO483-002,2019-12-05 12:30:00,"['태상 미음', '태상 미음']"
726,726,190329-15111-002,2019-12-05 18:30:00,"['태웅 단조', '태웅 단조']"
727,727,190617-15088-001,2019-12-05 19:50:00,"['태상 미음', '태상 미음']"
728,728,190617-15088-002,2019-12-05 19:50:00,"['태상 미음', '태상 미음']"
729,729,190712-12005-017,2019-12-05 19:50:00,"['태상 미음', '태상 미음']"
730,730,191103-99010-001,2019-12-05 21:30:00,"['태상 미음', '태웅 단조']"
731,731,191109-12005-001,2019-12-05 23:50:00,"['태상 미음', '태웅 단조']"
732,732,191120-19558-001,2019-12-09 09:10:00,"['태웅 단조 2EA', '태웅 단조 2EA']"
733,733,191120-19558-002,2019-12-09 09:10:00,"['태웅 단조 2EA', '태웅 단조 2EA']"
734,734,191122-74114-007,2019-12-09 09:10:00,"['태웅 단조 2EA', '태웅 단조 2EA']"
735,735,191122-74114-014,2019-12-09 09:10:00,"['태웅 단조 2EA', '태웅 단조 2EA']"
736,736,191113-01258-009,2019-12-09 09:30:00,"['태상 미음', '태상 미음']"
737,737,191113-01258-011,2019-12-09 09:30:00,"['태상 미음', '태상 미음']"
738,738,191113-01258-013,2019-12-09 09:30:00,"['태상 미음', '태상 미음']"
739,739,191113-01258-015,2019-12-09 09:30:00,"['태상 미음', '태상 미음']"
740,740,190320-12005-019,2019-12-09 11:50:00,"['태웅 단조', None]"
741,741,190724-14730-073,2019-12-09 12:30:00,"['태상 미음', None]"
742,742,191031-19743-001,2019-12-09 16:10:00,"['태웅 단조 2EA', '태웅 단조']"
743,743,191004-19235-001,2019-12-09 20:50:00,"['태웅 단조', '태웅 단조']"
744,744,191031-19195-001,2019-12-10 04:30:00,"['태웅 단조', '태웅 단조']"
745,745,191113-01258-001,2019-12-10 14:30:00,"['태상 미음', '태상 미음']"
746,746,191113-01258-003,2019-12-10 14:30:00,"['태상 미음', '태상 미음']"
747,747,191113-01258-005,2019-12-10 14:30:00,"['태상 미음', '태상 미음']"
748,748,191113-01258-007,2019-12-10 14:30:00,"['태상 미음', '태상 미음']"
749,749,190724-14730-049,2019-12-10 14:30:00,"['태상 미음', None]"
750,750,190918-12005-011,2019-12-11 03:50:00,"['태웅 단조', '태웅 단조']"
751,751,191118-12005-001,2019-12-11 17:50:00,"['태웅 단조', None]"
752,752,191017-12005-028,2019-12-11 18:50:00,"['태상 미음', '태웅 단조']"
753,753,191118-17035-002,2019-12-11 18:50:00,"['태상 미음', '태웅 단조']"
754,754,191028-19041-002,2019-12-11 20:30:00,"['태웅 단조', '태웅 단조']"
755,755,191028-19041-004,2019-12-11 20:30:00,"['태웅 단조', '태웅 단조']"
756,756,190320-15088-001,2019-12-11 22:10:00,"['태상 미음 1EA', '태상 미음 1EA']"
757,757,190918-12321-012,2019-12-11 22:10:00,"['태상 미음 1EA', '태상 미음 1EA']"
758,758,191125-70021-003,2019-12-11 22:10:00,"['태상 미음 1EA', '태상 미음 1EA']"
759,759,190717-12005-008,2019-12-12 00:50:00,"['태웅 단조', '태웅 단조']"
760,760,190717-12005-015,2019-12-12 00:50:00,"['태웅 단조', '태웅 단조']"
761,761,191125-70021-001,2019-12-12 03:10:00,"['태상 미음 1EA', '태상 미음']"
762,762,191125-70021-001,2019-12-12 05:50:00,"['태상 미음', '태상 미음']"
763,763,191122-74114-001,2019-12-12 12:30:00,"['태상 미음', '태상 미음']"
764,764,191113-01258-017,2019-12-12 22:10:00,"['태상 미음', '태상 미음']"
765,765,191113-01258-018,2019-12-12 22:10:00,"['태상 미음', '태상 미음']"
766,766,190626-14730-042,2019-12-12 22:10:00,"['태상 미음', None]"
767,767,190626-14730-045,2019-12-12 22:10:00,"['태상 미음', None]"
768,768,190626-14730-015,2019-12-16 20:20:00,"['태상 미음', '태상 미음']"
769,769,190626-14730-016,2019-12-16 20:20:00,"['태상 미음', '태상 미음']"
770,770,190626-14730-024,2019-12-16 20:20:00,"['태상 미음', None]"
771,771,190626-14730-025,2019-12-16 20:20:00,"['태상 미음', None]"
772,772,191004-19235-002,2019-12-17 04:40:00,"['태웅 단조', '태웅 단조']"
773,773,180530-12005-043,2019-12-17 12:30:00,"['태웅 단조', None]"
774,774,180530-12005-037,2019-12-17 13:50:00,"['태웅 단조', None]"
775,775,190220-15111-002,2019-12-17 15:30:00,"['태웅 단조', '태웅 단조']"
776,776,190220-15111-002,2019-12-17 16:50:00,"['태웅 단조', '태웅 단조']"
777,777,190212-14730-057,2019-12-18 02:30:00,"['태상 미음', '태상 미음']"
778,778,190212-14730-081,2019-12-18 02:30:00,"['태상 미음', '태상 미음']"
779,779,190212-14730-087,2019-12-18 02:30:00,"['태상 미음', '태상 미음']"
780,780,190212-14730-028,2019-12-18 05:30:00,"['태상 미음', None]"
781,781,190212-14730-029,2019-12-18 05:30:00,"['태상 미음', None]"
782,782,190724-14730-052,2019-12-19 00:10:00,"['태상 미음', None]"
783,783,190724-14730-053,2019-12-19 00:10:00,"['태상 미음', None]"
784,784,190827-12321-003,2019-12-19 00:50:00,"['태웅 단조', None]"
785,785,191023-19173-001,2019-12-19 01:30:00,"['태웅 단조', None]"
786,786,190724-14730-060,2019-12-19 02:10:00,"['태상 미음', '태상 미음']"
787,787,190724-14730-061,2019-12-19 02:10:00,"['태상 미음', '태상 미음']"
788,788,191126-15509-006,2019-12-19 05:30:00,"['태웅 단조', '태웅 단조']"
789,789,191112-19004-001,2019-12-19 11:50:00,"['태웅 단조', None]"
790,790,191112-19004-003,2019-12-19 11:50:00,"['태웅 단조', None]"
791,791,191125-15509-001,2019-12-19 14:30:00,"['태웅 단조', None]"
792,792,190603-17035-004,2019-12-19 15:10:00,"['태웅 단조', '태웅 단조']"
793,793,190930-17035-003,2019-12-19 15:10:00,"['태웅 단조', '태웅 단조']"
794,794,191112-19004-002,2019-12-19 15:50:00,"['태웅 단조', '태웅 단조']"
795,795,191112-19004-004,2019-12-19 15:50:00,"['태웅 단조', '태웅 단조']"
796,796,181112-19581-004,2019-12-19 19:10:00,"['태웅 단조', '태웅 단조']"
797,797,190212-14730-053,2019-12-23 11:50:00,"['태상 미음', '태상 미음']"
798,798,190212-14730-063,2019-12-23 11:50:00,"['태상 미음', '태상 미음']"
799,799,190212-14730-067,2019-12-23 11:50:00,"['태상 미음', '태상 미음']"
800,800,190212-14730-079,2019-12-23 11:50:00,"['태상 미음', '태상 미음']"
801,801,190212-14730-064,2019-12-23 14:50:00,"['태상 미음', None]"
802,802,190212-14730-071,2019-12-23 14:50:00,"['태상 미음', None]"
803,803,191205-75383-001,2019-12-23 17:30:00,"['태상 미음', '태상 미음']"
804,804,191120-60176-002,2019-12-23 17:30:00,"['태상 미음', '태상 미음']"
805,805,191120-60176-001,2019-12-24 00:30:00,"['태상 미음', None]"
806,806,190807-15111-001,2019-12-24 01:10:00,"['태웅 단조', '태웅 단조']"
807,807,180816-15111-004,2019-12-24 07:30:00,"['태웅 단조', '태웅 단조']"
808,808,191121-19133-001,2019-12-24 08:30:00,"['태웅 단조', None]"
809,809,191121-19133-002,2019-12-24 09:30:00,"['태웅 단조', '태웅 단조']"
810,810,190212-14730-013,2019-12-24 13:30:00,"['태상 미음', '태상 미음']"
811,811,190212-14730-014,2019-12-24 13:30:00,"['태상 미음', '태상 미음']"
812,812,190212-14730-027,2019-12-24 13:30:00,"['태상 미음', '태상 미음']"
813,813,190212-14730-011,2019-12-24 16:30:00,"['태상 미음', None]"
814,814,190212-14730-051,2019-12-24 16:30:00,"['태상 미음', None]"
815,815,191129-14059-002,2019-12-25 16:50:00,"['태웅 단조', '태웅 단조']"
816,816,191023-19173-002,2019-12-25 16:50:00,"['태웅 단조', '태웅 단조']"
817,817,191204-19968-001,2019-12-25 17:30:00,"['태웅 단조', None]"
818,818,191206-15198-006,2019-12-26 05:30:00,"['태웅 단조', '태상 미음']"
819,819,190918-12005-003,2019-12-26 15:30:00,"['태웅 단조', '태웅 단조']"
820,820,191016-19175-001,2019-12-26 16:50:00,"['태웅 단조', '태웅 단조']"
821,821,191118-19004-001,2019-12-26 18:50:00,"['태웅 단조', '태웅 단조']"
