,순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량,시작시간
911,6519,P5,2020-06-01,주간,200209-15088-001,"001,002","01,02",가열로2호기,"1190.00 X 603.26 X 1091.00
",TW SF490V,"60/153.26/80 S/N:001-002
1250 X 450 X 1171  단조비 확보.","5/29 P5야
1차작업분",CARBON,2,10300,2,177.14,2020-05-30 07:06
912,6586,P5,2020-06-02,주간,200212-15045-010,009,"02,04",가열로2호기,"630.00 X 0.00 X 4515.00
",S30Mn," PISTON ROD 단조수정  1차,2차작업
수정방안 참고 (수소성결함 FLAKE)","B3 GATE앞
제품투입",CARBON,1,8600,1,101.35,2020-06-01 18:19
913,6587,P5,2020-06-02,주간,200212-15045-010,013,"02,04",가열로2호기,"630.00 X 0.00 X 4515.00
",S30Mn," PISTON ROD 단조수정  1차,2차작업
수정방안 참고 (수소성결함 FLAKE)","B3 GATE앞
제품투입",CARBON,1,8600,1,101.35,2020-06-01 18:19
914,6633,P5,2020-06-03,주간,200212-14730-074,001,"02,04",가열로2호기,"3200.00SQ X1350.00SQX 500.00T
",TW-P1,"S/N:001 시방서참고 금형강
두번작업할것","6호기 예열
700T통째투입",CARBON,1,22000,1,68.97,2020-06-02 18:40
915,6630,P5,2020-06-03,주간,200212-14730-071,001,"02,04",가열로2호기,"3200.00SQ X1350.00SQX 500.00T
",TW-P1,"S/N:001 시방서참고 금형강
두번작업할것","6호기 예열
700T통째투입",CARBON,1,22000,1,68.97,2020-06-02 18:40
916,6631,P5,2020-06-03,주간,200212-14730-072,001,"02,04",가열로2호기,"3200.00SQ X1350.00SQX 500.00T
",TW-P1,"S/N:001 시방서참고 금형강
두번작업할것","6호기 예열
700T통째투입",CARBON,1,22000,1,68.97,2020-06-02 18:40
917,6632,P5,2020-06-03,주간,200212-14730-073,001,"02,04",가열로2호기,"3200.00SQ X1350.00SQX 500.00T
",TW-P1,"S/N:001 시방서참고 금형강
두번작업할것","6호기 예열
700T통째투입",CARBON,1,22000,1,68.97,2020-06-02 18:40
918,6698,P5,2020-06-04,야간,200513-13530-007,001,"02,03,05",가열로2호기,"COGGING
",STD61,"S/N:001 시방서참고
보류건 STOCK 보관. 단조후 열처리 이동.","INGOT
열괴",ALLOY,1,19350,1,45.56,2020-06-03 21:10
919,6699,P5,2020-06-04,야간,200604-051,001,"02,03,05",가열로2호기,"COGGING
",STD61,"S/N:001 시방서참고   단조후 열처리 이동.
190304-13530 재제작 보류건. STOCK보관.","INGOT
열괴",,1,19350,1,45.56,2020-06-03 21:10
920,6697,P5,2020-06-04,야간,200513-13530-005,001,"02,03,05",가열로2호기,"COGGING
",STD61,"S/N:001 시방서참고
보류건 STOCK 보관. 단조후 열처리 이동.","INGOT
열괴",ALLOY,1,19350,1,45.56,2020-06-03 21:10
921,6696,P5,2020-06-04,야간,200513-13530-003,001,"02,03,05",가열로2호기,"COGGING
",STD61,"S/N:001 시방서참고
보류건 STOCK 보관. 단조후 열처리 이동.","INGOT
열괴",ALLOY,1,22600,1,53.21,2020-06-03 21:10
922,6695,P5,2020-06-04,야간,200513-13530-001,001,"02,03,05",가열로2호기,"COGGING
",STD61,"S/N:001 시방서참고
P5소재 (200513-13530-001,002)","INGOT
열괴",ALLOY,1,22600,1,53.21,2020-06-03 21:10
923,6767,P5,2020-06-05,야간,200529-19302-016,"004,005","02,05",가열로2호기,"5300.00 X 4600.00 X 160.00
",TWS355,"40/40/35 S/N:004-005  600T/700T잔재
1788*500*515  단조비 필히확보.","6/2 P5야
미작업분",CARBON,2,9910,2,80.5,2020-06-05 06:27
924,6769,P5,2020-06-05,야간,200525-19149-003,"001,002","02,05",가열로2호기,"1958.98 X 0.00 X 130.18
",TW F316L,"48/48 S/N:001-002
2006.98 X 178.18","톱절단
300T",SUS,2,4690,2,38.1,2020-06-05 06:27
925,6768,P5,2020-06-05,야간,200525-19149-002,002,"02,05",가열로2호기,"1958.98 X 0.00 X 130.18
",TW F316L,"48/48 S/N:002
2006.98 X 178.18","톱절단
300T",SUS,1,4690,1,38.1,2020-06-05 06:27
926,6766,P5,2020-06-05,야간,200407-19001-028,001,"02,05",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001
1937*500*685  두번작업.  단조비 필히확보.","R/BLOOM
Φ1000",CARBON,1,15660,1,127.21,2020-06-05 06:27
927,6765,P5,2020-06-05,야간,200407-19001-027,001,"02,05",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001
1937*500*685  두번작업.  단조비 필히확보.","R/BLOOM
Φ1000",CARBON,1,15660,1,127.21,2020-06-05 06:27
928,6835,P5,2020-06-08,주간,200520-15007-009,"001,002,003","02,03",가열로2호기,"1819.00 X 0.00 X 158.00
",TW 266MGr2,"33/33 S/N:001-003
1852 X 191  1차,2차작업","300T
히트확인",CARBON,3,4220,3,31.33,2020-06-06 06:26
929,6825,P5,2020-06-08,주간,200407-19001-025,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001
1937*500*685   단조비 필히확보.","6/5 P5야
1차작업분",CARBON,1,15660,1,116.27,2020-06-06 06:26
930,6826,P5,2020-06-08,주간,200407-19001-026,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001
1937*500*685   단조비 필히확보.","6/5 P5야
1차작업분",CARBON,1,15660,1,116.27,2020-06-06 06:26
931,6827,P5,2020-06-08,주간,200407-19001-027,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001
1937*500*685   단조비 필히확보.","6/5 P5야
1차작업분",CARBON,1,15660,1,116.27,2020-06-06 06:26
932,6828,P5,2020-06-08,주간,200407-19001-028,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001
1937*500*685   단조비 필히확보.","6/5 P5야
1차작업분",CARBON,1,15660,1,116.27,2020-06-06 06:26
933,6832,P5,2020-06-08,주간,200603-13134-003,"001,002","02,03",가열로2호기,"3800.00SQ X 995.00SQ X 140.00T
",TWS355,"250/50/40 S/N:001-002  DOOR FLAME
SQ4050 X SQ1045 X 180T","필히300T
SLAB",CARBON,2,6430,2,47.74,2020-06-06 06:26
934,6889,P5,2020-06-09,주간,200204-19180-723,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.93,2020-06-08 15:16
935,6884,P5,2020-06-09,주간,200204-19180-718,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.93,2020-06-08 15:16
936,6885,P5,2020-06-09,주간,200204-19180-719,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.93,2020-06-08 15:16
937,6886,P5,2020-06-09,주간,200204-19180-720,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.93,2020-06-08 15:16
938,6887,P5,2020-06-09,주간,200204-19180-721,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.93,2020-06-08 15:16
939,6888,P5,2020-06-09,주간,200204-19180-722,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14850,1,49.93,2020-06-08 15:16
940,6937,P5,2020-06-10,주간,200204-19180-727,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,53.65,2020-06-09 14:34
941,6935,P5,2020-06-10,주간,200204-19180-725,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,53.65,2020-06-09 14:34
942,6936,P5,2020-06-10,주간,200204-19180-726,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,53.65,2020-06-09 14:34
943,6938,P5,2020-06-10,주간,200204-19180-728,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,53.65,2020-06-09 14:34
944,6939,P5,2020-06-10,주간,200204-19180-729,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,53.65,2020-06-09 14:34
945,6934,P5,2020-06-10,주간,200204-19180-724,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,53.65,2020-06-09 14:34
946,6984,P5,2020-06-11,주간,200205-12005-028,001,"02,03",가열로2호기,"500.00 X 0.00 X 6655.00
",TW 350LF2,S/N:001 시방서참고 R/STOCK,"INGOT
열괴",CARBON,1,17350,1,58.49,2020-06-10 13:49
947,6985,P5,2020-06-11,주간,200208-15088-001,001,"02,03",가열로2호기,"874.00 X 0.00 X 2395.00
",TW 350LF2,S/N:001 시방서참고 PINTLE,"INGOT
열괴",CARBON,1,17350,1,58.49,2020-06-10 13:49
948,6986,P5,2020-06-11,주간,200305-15088-001,001,"02,03",가열로2호기,"884.00 X 0.00 X 2385.00
",TW 350LF2,S/N:001 시방서참고 PINTLE,"INGOT
열괴",CARBON,1,18600,1,62.7,2020-06-10 13:49
949,6987,P5,2020-06-11,주간,200305-15088-002,001,"02,03",가열로2호기,"884.00 X 0.00 X 2385.00
",TW 350LF2,S/N:001 시방서참고 PINTLE,"INGOT
열괴",CARBON,1,18600,1,62.7,2020-06-10 13:49
950,6988,P5,2020-06-11,주간,200212-15045-001,008,"02,03",가열로2호기,"630.00 X 0.00 X 4515.00
",S30Mn," PISTON ROD 단조수정
수정방안 참고 (수소성결함 FLAKE)","B3 GATE앞
제품투입",CARBON,1,8600,1,28.99,2020-06-10 13:49
951,7035,P5,2020-06-12,주간,200529-30409-041,001,"02,03",가열로2호기,"406.40 X 0.00 X 6000.00
",TW 4130 M5,S/N:001 시방서참고 (시편X),"6/11 P5야
장입완료",ALLOY,1,8540,1,50.26,2020-06-11 16:11
952,7036,P5,2020-06-12,주간,200529-30409-042,001,"02,03",가열로2호기,"406.40 X 0.00 X 6000.00
",TW 4130 M5,S/N:001 시방서참고 (시편X),"6/11 P5야
장입완료",ALLOY,1,8540,1,50.26,2020-06-11 16:11
953,7037,P5,2020-06-12,주간,200407-19001-029,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001  1차,2차작업
1937*500*685  두번작업.  단조비 필히확보.","R/BLOOM
Φ1000",CARBON,1,15660,1,92.16,2020-06-11 16:11
954,7038,P5,2020-06-12,주간,200407-19001-030,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001  1차,2차작업
1937*500*685  두번작업.  단조비 필히확보.","R/BLOOM
Φ1000",CARBON,1,15660,1,92.16,2020-06-11 16:11
955,7039,P5,2020-06-12,주간,200407-19001-031,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001  1차,2차작업
1937*500*685  두번작업.  단조비 필히확보.","R/BLOOM
Φ1000",CARBON,1,15660,1,92.16,2020-06-11 16:11
956,7040,P5,2020-06-12,주간,200407-19001-032,001,"02,03",가열로2호기,"6002.00 X 5326.00 X 231.00
",TWS355,"45/45/45 S/N:001  1차,2차작업
1937*500*685  두번작업.  단조비 필히확보.","R/BLOOM
Φ1000",CARBON,1,15660,1,92.16,2020-06-11 16:11
957,7089,P5,2020-06-15,주간,200409-19001-029,001,"02,05",가열로2호기,"6002.00 X 5347.00 X 240.00
",TWS355,"45/45/45 S/N:001
1929*500*695   단조비 필히확보.","6/12 P5야
1차작업분",CARBON,1,15760,1,102.27,2020-06-13 06:45
958,7095,P5,2020-06-15,주간,200525-19149-002,002,"02,05",가열로2호기,"1958.98 X 0.00 X 130.18
",TW F316L,"48/48 S/N:002
2006.98 X 178.18","6/12 P5야
미작업분",SUS,1,4690,1,30.44,2020-06-13 06:45
959,7090,P5,2020-06-15,주간,200409-19001-030,001,"02,05",가열로2호기,"6002.00 X 5347.00 X 240.00
",TWS355,"45/45/45 S/N:001
1929*500*695   단조비 필히확보.","6/12 P5야
1차작업분",CARBON,1,15760,1,102.27,2020-06-13 06:45
960,7088,P5,2020-06-15,주간,200409-19001-028,001,"02,05",가열로2호기,"6002.00 X 5347.00 X 240.00
",TWS355,"45/45/45 S/N:001
1929*500*695   단조비 필히확보.","6/12 P5야
1차작업분",CARBON,1,15760,1,102.27,2020-06-13 06:45
961,7096,P5,2020-06-15,주간,200525-19149-003,"001,002","02,05",가열로2호기,"1958.98 X 0.00 X 130.18
",TW F316L,"48/48 S/N:001-002
2006.98 X 178.18","6/12 P5야
미작업분",SUS,2,4690,2,30.44,2020-06-13 06:45
962,7087,P5,2020-06-15,주간,200409-19001-027,001,"02,05",가열로2호기,"6002.00 X 5347.00 X 240.00
",TWS355,"45/45/45 S/N:001
1929*500*695   단조비 필히확보.","6/12 P5야
1차작업분",CARBON,1,15760,1,102.27,2020-06-13 06:45
963,7086,P5,2020-06-15,주간,200409-19001-026,001,"02,05",가열로2호기,"6002.00 X 5347.00 X 240.00
",TWS355,"45/45/45 S/N:001
1929*500*695   단조비 필히확보.","6/12 P5야
1차작업분",CARBON,1,15760,1,102.27,2020-06-13 06:45
964,7143,P5,2020-06-16,주간,200519-15205-002,008,"02,05",가열로2호기,"674.00 X 574.00 X 1195.00
",TW 350LF2,"30/44/150 S/N:001
704 X 530 X 1345  재단조수정(길이확보)","PIPE제품
투입",CARBON,1,1780,1,27,2020-06-15 19:00
965,7142,P5,2020-06-16,주간,200603-15008-004,001,"02,05",가열로2호기,"780.00 X 660.00 X 2200.00
",TW 266MGr2,"황지치수:1121*450*850
R/M치수:1221 X 630 X 820  ￠600T/B사용","300T
히트확인",CARBON,1,5800,1,87.97,2020-06-15 19:00
966,7145,P5,2020-06-16,주간,200521-19929-018,003,"02,05",가열로2호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:003-004  단PIPE 동시작업
시방서참고","Φ1000 R/B
히트확인",CARBON,2,11920,1,180.79,2020-06-15 19:00
967,7141,P5,2020-06-16,주간,200603-15008-003,001,"02,05",가열로2호기,"780.00 X 660.00 X 2250.00
",TW 266MGr2,"황지치수:1129*450*850
R/M치수:1229 X 630 X 820  ￠600T/B사용","300T
히트확인",CARBON,1,5900,1,89.48,2020-06-15 19:00
968,7144,P5,2020-06-16,주간,200521-19929-018,001,"02,05",가열로2호기,"1020.00 X 559.60 X 853.00
",TW 350LF2,"S/N:001-002  단PIPE 동시작업
시방서참고","Φ1000 R/B
히트확인",CARBON,2,11920,1,180.79,2020-06-15 19:00
969,7235,P5,2020-06-18,주간,200529-30409-055,001,"01,02",가열로2호기,"609.60 X 0.00 X 5000.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,18100,1,84.85,2020-06-17 12:58
970,7236,P5,2020-06-18,주간,200529-30409-056,001,"01,02",가열로2호기,"609.60 X 0.00 X 5000.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,18100,1,84.85,2020-06-17 12:58
971,7237,P5,2020-06-18,주간,200529-30409-050,001,"01,02",가열로2호기,"508.00 X 0.00 X 5000.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,12850,1,60.24,2020-06-17 12:58
972,7240,P5,2020-06-18,주간,200529-30409-053,001,"01,02",가열로2호기,"508.00 X 0.00 X 5000.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,12850,1,60.24,2020-06-17 12:58
973,7239,P5,2020-06-18,주간,200529-30409-052,001,"01,02",가열로2호기,"508.00 X 0.00 X 5000.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,12850,1,60.24,2020-06-17 12:58
974,7238,P5,2020-06-18,주간,200529-30409-051,001,"01,02",가열로2호기,"508.00 X 0.00 X 5000.00
",TW 4130 M5,S/N:001 시방서참고  (듀펠코),"INGOT
열괴",ALLOY,1,12850,1,60.24,2020-06-17 12:58
975,7281,P5,2020-06-19,주간,200204-19411-089,"001,002,003,004","01,02",가열로2호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-004
1528*500*590   단조비 확보.","R/BLOOM
Φ800",CARBON,4,8030,4,50.02,2020-06-18 15:29
976,7280,P5,2020-06-19,주간,200204-19411-083,"001,002","01,02",가열로2호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-002
1528*500*590   단조비 확보.","R/BLOOM
Φ800",CARBON,2,8030,2,50.02,2020-06-18 15:29
977,7278,P5,2020-06-19,주간,200605-15226-003,001,"01,02",가열로2호기,"1570.00 X 0.00 X 166.00
",TW 350LF2,"35/35 S/N:001
1605 X 201  2차작업","6/17 P8주
1차작업분",CARBON,1,3320,1,20.68,2020-06-18 15:29
978,7277,P5,2020-06-19,주간,200511-19506-003,001,"01,02",가열로2호기,"899.85SQ X 674.57SQ X 357.12T
",TW F22 M1,"S/N:001,002 시방서참고 사각제품 동시작업","6/18 P5야
1차작업분",ALLOY,1,19350,1,120.52,2020-06-18 15:29
979,7276,P5,2020-06-19,주간,200511-19506-001,001,"01,02",가열로2호기,"929.06SQ X 889.76SQ X 706.37T
",TW F22 M1,S/N:001 시방서참고 사각제품 동시작업,"6/18 P5야
1차작업분",ALLOY,1,19350,1,120.52,2020-06-18 15:29
980,7279,P5,2020-06-19,주간,200605-15226-004,001,"01,02",가열로2호기,"1740.00 X 0.00 X 152.00
",TW 350LF2,"40/35 S/N:001
1780 X 187  2차작업","6/17 P8주
1차작업분",CARBON,1,3800,1,23.67,2020-06-18 15:29
981,7333,P5,2020-06-22,주간,200212-15045-010,"001,002,003","02,05",가열로2호기,"630.00 X 0.00 X 4515.00
",S30Mn,"S/N:001-003 시방서참고 PISTON ROD
추가제작건.","6/19 P15야
1차작업분",CARBON,3,8610,3,201.84,2020-06-20 06:26
982,7392,P5,2020-06-23,주간,200520-19478-003,"001,002","02,05",가열로2호기,"6000.00 X 5500.00 X 142.00
",TWS355,"40/40/35 S/N:001-002
1515*500*585","400T
SLAB",CARBON,2,7810,2,54.62,2020-06-22 15:35
983,7391,P5,2020-06-23,주간,200520-19478-002,"001,002","02,05",가열로2호기,"6000.00 X 5500.00 X 142.00
",TWS355,"40/40/35 S/N:001-002
1515*500*585","400T
SLAB",CARBON,2,7810,2,54.62,2020-06-22 15:35
984,7390,P5,2020-06-23,주간,200204-19411-112,"001,002,003,004","02,05",가열로2호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-004
1528*500*590   단조비 확보.","R/BLOOM
Φ800",CARBON,4,8030,4,56.16,2020-06-22 15:35
985,7389,P5,2020-06-23,주간,200603-12005-009,001,"02,05",가열로2호기,"1320.00 X 639.00 X 1110.00
",TW SF490V,"65/239/70 S/N:001
1385 X 400 X 1180  1차,2차작업","700T
히트확인",CARBON,1,13350,1,93.36,2020-06-22 15:35
986,7388,P5,2020-06-23,주간,200603-12005-001,001,"02,05",가열로2호기,"1320.00 X 639.00 X 1110.00
",TW SF490V,"65/239/70 S/N:001
1385 X 400 X 1180  1차,2차작업","700T
히트확인",CARBON,1,13350,1,93.36,2020-06-22 15:35
987,7445,P5,2020-06-24,주간,200520-19478-003,"001,002","02,05",가열로2호기,"6000.00 X 5500.00 X 142.00
",TWS355,"40/40/35 S/N:001-002  400T SLAB사용.
1515*500*585","6/23 P5주
미작업분",CARBON,2,7810,2,58.22,2020-06-23 19:54
988,7441,P5,2020-06-24,주간,200603-12005-001,001,"02,05",가열로2호기,"1320.00 X 639.00 X 1110.00
",TW SF490V,"65/239/70 S/N:001  700T사용.
1385 X 400 X 1180  1차,2차작업","6/23 P5주
미작업분",CARBON,1,13350,1,99.52,2020-06-23 19:54
989,7442,P5,2020-06-24,주간,200603-12005-009,001,"02,05",가열로2호기,"1320.00 X 639.00 X 1110.00
",TW SF490V,"65/239/70 S/N:001  700T사용.
1385 X 400 X 1180  1차,2차작업","6/23 P5주
미작업분",CARBON,1,13350,1,99.52,2020-06-23 19:54
990,7443,P5,2020-06-24,주간,200204-19411-112,"001,002,003,004","02,05",가열로2호기,"6000.00 X 5500.00 X 147.00
",TWS355,"40/40/35 S/N:001-004  800 R/B사용.
1528*500*590   단조비 확보.","6/23 P5주
미작업분",CARBON,4,8030,4,59.86,2020-06-23 19:54
991,7444,P5,2020-06-24,주간,200520-19478-002,"001,002","02,05",가열로2호기,"6000.00 X 5500.00 X 142.00
",TWS355,"40/40/35 S/N:001-002  400T SLAB사용.
1515*500*585","6/23 P5주
미작업분",CARBON,2,7810,2,58.22,2020-06-23 19:54
992,7529,P5,2020-06-26,야간,200616-99010-008,001,"02,03",가열로2호기,"1650.00 X 455.00 X 530.00
",S355NL,"60/205/60 S/N:001  380T SLAB사용.
1710 X 250 X 590   첫작업 요청","6/26 P5주
1차작업분",CARBON,1,10770,1,90.93,2020-06-26 06:20
993,7528,P5,2020-06-26,야간,200520-19478-009,"001,002,003,004","02,03",가열로2호기,"6000.00 X 5500.00 X 142.00
",TWS355,"40/40/35 S/N:001-004  400T SLAB사용.
1515*500*585","6/24 P5주
절단완료",CARBON,4,7810,4,65.94,2020-06-26 06:20
994,7527,P5,2020-06-26,야간,200520-19478-008,"001,002,003,004","02,03",가열로2호기,"6000.00 X 5500.00 X 142.00
",TWS355,"40/40/35 S/N:001-004  400T SLAB사용.
1515*500*585","6/24 P5주
절단완료",CARBON,4,7810,4,65.94,2020-06-26 06:20
995,7571,P5,2020-06-29,야간,200623-15055-016,"001,002","02,05",가열로2호기,"2235.00 X 0.00 X 115.00
",TW 266MGr2,"55/35 S/N:001-002
2290 X 150  2번작업","6/29 P5주
1차작업분",CARBON,2,5110,2,77.48,2020-06-27 06:50
996,7567,P5,2020-06-29,야간,200616-99010-005,001,"02,05",가열로2호기,"1100.00 X 660.00 X 1935.00
",TW SCM440,"980 X L 업셋팅(1200T)
P15소재 (200616-99010-005)","열괴INGOT
주간장입",ALLOY,1,17600,1,266.87,2020-06-27 06:50
997,7570,P5,2020-06-29,야간,200623-19476-003,"005,006,007","02,05",가열로2호기,"4041.00 X 3483.00 X 215.00
",S355NL,"25/25/25 S/N:001-007
1559*450*495","380T
SLAB",CARBON,7,7210,7,109.32,2020-06-27 06:50
998,7668,P5,2020-07-01,야간,200105-19180-476,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,86.56,2020-06-30 23:56
999,7664,P5,2020-07-01,야간,200105-19180-472,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,86.56,2020-06-30 23:56
1000,7666,P5,2020-07-01,야간,200105-19180-474,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,86.56,2020-06-30 23:56
1001,7665,P5,2020-07-01,야간,200105-19180-473,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,86.56,2020-06-30 23:56
1002,7663,P5,2020-07-01,야간,200105-19180-471,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,86.56,2020-06-30 23:56
1003,7667,P5,2020-07-01,야간,200105-19180-475,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT COGGING
별도시방서참고","INGOT
열괴",ALLOY,1,11100,1,86.56,2020-06-30 23:56
1004,7669,P5,2020-07-01,야간,200204-19180-730,001,"02,03",가열로2호기,"COGGING
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT COGGING
(NEW TYPE) (중량절감 INGOT사용건)","INGOT
열괴",ALLOY,1,14600,1,113.86,2020-06-30 23:56
1005,7717,P5,2020-07-02,야간,200105-19180-472,001,"02,03",가열로2호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,38.89,2020-07-02 07:31
1006,7707,P5,2020-07-02,야간,200214-15198-001,001,"02,03",가열로2호기,"500.00 X 0.00 X 7575.00
",TW SF490V,S/N:001 시방서참고 R/STOCK,"INGOT
열괴",CARBON,1,19100,1,77.75,2020-07-02 07:31
1007,7716,P5,2020-07-02,야간,200105-19180-471,001,"02,03",가열로2호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,38.89,2020-07-02 07:31
1008,7718,P5,2020-07-02,야간,200105-19180-473,001,"02,03",가열로2호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,38.89,2020-07-02 07:31
1009,7720,P5,2020-07-02,야간,200105-19180-475,001,"02,03",가열로2호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,38.89,2020-07-02 07:31
1010,7721,P5,2020-07-02,야간,200105-19180-476,001,"02,03",가열로2호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,38.89,2020-07-02 07:31
1011,7719,P5,2020-07-02,야간,200105-19180-474,001,"02,03",가열로2호기,"1350.00 X 0.00 X 2555.00
","WTG-113
(INGOT)","GE 1.5MW M/SHAFT 금형작업
별도시방서참고","7/1 P5야
COGBAR",ALLOY,1,9554,1,38.89,2020-07-02 07:31
1012,7722,P5,2020-07-02,야간,200204-19180-730,001,"02,03",가열로2호기,"1550.00 X 0.00 X 2475.00
","WTG-113
(INGOT)","GE 2.3MW M/SHAFT 금형작업
(NEW TYPE) (중량절감 INGOT사용건)","7/1 P5야
COGBAR",ALLOY,1,13480,1,54.87,2020-07-02 07:31
