,Type,cycle,drop_flag,gradient,in,out,part_types,temp diff,time diff,啊胶荤侩樊,啊凯肺 锅龋,啊凯肯丰 柯档,啊凯吝 付瘤阜 巩摧腮 矫埃,啊凯吝 巩凯覆 冉荐,滑矫埃,家犁 list,矫累矫埃,矫累柯档,角力 矫累矫埃,盔贰矫累痢柯档,捞傈 辆丰矫埃,累诀老磊,辆丰矫埃,辆丰柯档,林/具埃,弥辆 啊凯矫累 柯档,乞闭柯档,乞老/林富
128,hold,11.0,0.0,,,,,,,4002.900000000373,3,,,,,[''],2020-03-18 03:59:00,1251.0,,,,2020-03-18,2020-03-18 23:39:00,1268.6,具埃,,1251.3408128704489,
129,hold,12.0,0.0,,,,,,,1141.5,3,,,,,[''],2020-03-19 11:41:00,1248.8,,,,2020-03-20,2020-03-19 14:32:00,1253.2,林埃,,1251.572093023256,
130,hold,13.0,0.0,,,,,,,0.0,3,,,,,[''],2020-03-23 11:15:00,1250.0,,,,2020-03-23,2020-03-23 12:59:00,1250.9,林埃,,1248.9476190476196,
131,hold,14.0,0.0,,,,,,,592.5,3,,,,,[''],2020-03-23 21:11:00,1251.8,,,,2020-03-24,2020-03-23 23:30:00,1252.7,林埃,,1249.437857142857,
132,hold,15.0,0.0,,,,,,,206.5,3,,,,,[''],2020-03-25 15:46:00,1274.9,,,,2020-03-25,2020-03-25 16:48:00,1272.5,林埃,,1271.3968253968253,
133,hold,17.0,0.0,,,,,,,566.7000000011176,3,,,,,[''],2020-03-27 03:02:00,1258.5,,,,2020-03-27,2020-03-27 05:08:00,1258.3,林埃,,1254.9110236220474,
134,hold,18.0,0.0,,,,,,,574.8000000007453,3,,,,,[''],2020-03-30 08:18:00,1247.1,,,,2020-03-30,2020-03-30 10:55:00,1251.2,林埃,,1248.5974683544302,
135,hold,19.0,0.0,,,,,,,4105.699999999255,3,,,,,[''],2020-03-30 16:37:00,1249.2,,,,2020-03-31,2020-03-31 09:03:00,1272.1,林埃,,1265.9417426545085,
136,hold,20.0,0.0,,,,,,,692.0999999996277,3,,,,,[''],2020-03-31 17:34:00,1248.6,,,,2020-04-01,2020-03-31 19:20:00,1251.9,林埃,,1252.4252336448599,
137,hold,22.0,0.0,,,,,,,161.30000000074506,3,,,,,[''],2020-04-03 17:13:00,1259.5,,,,2020-04-03,2020-04-03 17:55:00,1256.2,林埃,,1254.513953488372,
138,hold,23.0,0.0,,,,,,,3238.0,3,,,,,[''],2020-04-03 22:49:00,1250.5,,,,2020-04-04,2020-04-04 13:36:00,1252.5,林埃,,1250.257882882883,
139,hold,24.0,0.0,,,,,,,524.0999999996276,3,,,,,[''],2020-04-06 21:05:00,1241.1,,,,2020-04-07,2020-04-06 22:03:00,1244.8,林埃,,1242.028813559322,
140,hold,25.0,0.0,,,,,,,290.70000000111764,3,,,,,[''],2020-04-08 11:21:00,1276.0,,,,2020-04-08,2020-04-08 12:55:00,1269.7,林埃,,1269.9136842105265,
141,hold,26.0,0.0,,,,,,,718.7000000011176,3,,,,,[''],2020-04-09 10:31:00,1249.7,,,,2020-04-09,2020-04-09 15:05:00,1250.8,林埃,,1249.2178181818185,
142,hold,27.0,0.0,,,,,,,1108.1999999992552,3,,,,,[''],2020-04-10 05:22:00,1169.5,,,,2020-04-10,2020-04-10 11:16:00,1249.2,林埃,,1219.1326760563381,
143,hold,29.0,0.0,,,,,,,500.3000000007452,3,,,,,[''],2020-04-14 11:39:00,1255.6,,,,2020-04-14,2020-04-14 14:53:00,1251.4,林埃,,1249.4830769230769,
144,hold,30.0,0.0,,,,,,,110.0,3,,,,,[''],2020-04-15 17:23:00,1274.4,,,,2020-04-15,2020-04-15 17:56:00,1279.8,林埃,,1273.7470588235294,
145,hold,31.0,0.0,,,,,,,164.69999999925494,3,,,,,[''],2020-04-16 17:02:00,1249.0,,,,2020-04-16,2020-04-16 17:59:00,1250.2,林埃,,1251.4241379310342,
146,hold,32.0,0.0,,,,,,,523.1999999992548,3,,,,,[''],2020-04-17 10:05:00,1252.1,,,,2020-04-17,2020-04-17 13:02:00,1251.1,林埃,,1249.1474719101125,
147,hold,33.0,0.0,,,,,,,167.5,3,,,,,[''],2020-04-20 08:48:00,1274.5,,,,2020-04-20,2020-04-20 09:36:00,1266.9,林埃,,1266.6816326530611,
148,hold,34.0,0.0,,,,,,,2556.699999999255,3,,,,,[''],2020-04-20 21:17:00,1222.4,,,,2020-04-21,2020-04-21 08:31:00,1276.0,林埃,,1246.8668148148147,
149,hold,35.0,0.0,,,,,,,1791.2000000011176,3,,,,,[''],2020-04-21 20:54:00,1251.4,,,,2020-04-22,2020-04-22 06:24:00,1249.6,林埃,,1250.2901926444836,
150,hold,36.0,0.0,,,,,,,103.19999999925491,3,,,,,[''],2020-04-23 17:19:00,1266.6,,,,2020-04-23,2020-04-23 17:51:00,1279.7,林埃,,1274.0272727272725,
151,hold,37.0,0.0,,,,,,,801.4000000003723,3,,,,,[''],2020-04-24 03:45:00,1254.9,,,,2020-04-24,2020-04-24 08:35:00,1270.1,林埃,,1251.4979381443302,
152,hold,38.0,0.0,,,,,,,637.0999999996276,3,,,,,[''],2020-04-24 21:46:00,1267.6,,,,2020-04-25,2020-04-25 01:28:00,1270.0,林埃,,1269.6381165919286,
153,hold,41.0,0.0,,,,,,,1483.0,3,,,,,[''],2020-04-29 09:52:00,1242.8,,,,2020-04-29,2020-04-29 17:57:00,1250.7,林埃,,1248.6072016460905,
154,hold,43.0,0.0,,,,,,,512.0,3,,,,,[''],2020-04-30 23:26:00,1270.2,,,,2020-04-30,2020-05-01 02:45:00,1270.2,具埃,,1268.8765,
155,hold,44.0,0.0,,,,,,,838.5999999996277,3,,,,,[''],2020-05-06 22:06:00,1276.7,,,,2020-05-06,2020-05-07 02:50:00,1269.9,具埃,,1267.741754385965,
156,hold,45.0,0.0,,,,,,,862.0999999996277,3,,,,,[''],2020-05-07 22:34:00,1276.8,,,,2020-05-07,2020-05-08 03:39:00,1269.9,具埃,,1268.8330065359478,
157,hold,46.0,0.0,,,,,,,1153.7999999988824,3,,,,,[''],2020-05-08 22:56:00,1252.3,,,,2020-05-09,2020-05-09 04:19:00,1269.7,林埃,,1254.0975308641976,
158,hold,47.0,0.0,,,,,,,205.80000000074506,3,,,,,[''],2020-05-12 23:43:00,1277.2,,,,2020-05-12,2020-05-13 00:53:00,1270.1,具埃,,1271.261971830986,
159,hold,48.0,0.0,,,,,,,332.29999999888236,3,,,,,[''],2020-05-13 14:57:00,1258.6,,,,2020-05-13,2020-05-13 16:51:00,1270.3,具埃,,1260.220869565217,
160,hold,49.0,0.0,,,,,,,431.3000000007452,3,,,,,[''],2020-05-14 10:53:00,1262.4,,,,2020-05-14,2020-05-14 13:40:00,1251.8,具埃,,1250.9827380952381,
161,hold,50.0,0.0,,,,,,,623.0,3,,,,,[''],2020-05-15 22:18:00,1271.3,,,,2020-05-15,2020-05-16 01:49:00,1270.0,具埃,,1268.7202830188678,
162,hold,51.0,0.0,,,,,,,161.59999999962747,3,,,,,[''],2020-05-18 12:04:00,1273.0,,,,2020-05-18,2020-05-18 12:56:00,1268.6,林埃,,1269.581132075472,
163,hold,52.0,0.0,,,,,,,1016.4000000003723,3,,,,,[''],2020-05-18 19:28:00,1255.2,,,,2020-05-19,2020-05-18 23:24:00,1249.4,林埃,,1249.3738396624472,
164,hold,53.0,0.0,,,,,,,263.09999999962747,3,,,,,[''],2020-05-20 16:36:00,1276.9,,,,2020-05-20,2020-05-20 17:57:00,1270.9,林埃,,1271.1975609756098,
165,hold,54.0,0.0,,,,,,,118.40000000037253,3,,,,,[''],2020-05-21 14:25:00,1274.7,,,,2020-05-21,2020-05-21 15:05:00,1270.7,林埃,,1272.3878048780487,
166,hold,55.0,0.0,,,,,,,98.10000000149012,3,,,,,[''],2020-05-22 17:23:00,1271.0,,,,2020-05-22,2020-05-22 17:58:00,1271.0,林埃,,1271.3805555555555,
167,hold,56.0,0.0,,,,,,,561.8000000007452,3,,,,,[''],2020-05-25 11:49:00,1271.1,,,,2020-05-25,2020-05-25 15:26:00,1268.7,林埃,,1268.5160550458713,
168,hold,57.0,0.0,,,,,,,1136.2999999988824,3,,,,,[''],2020-05-25 23:28:00,1256.4,,,,2020-05-26,2020-05-26 06:32:00,1268.8,林埃,,1264.3567058823528,
169,hold,58.0,0.0,,,,,,,221.7000000011176,3,,,,,[''],2020-05-27 11:34:00,1273.6,,,,2020-05-27,2020-05-27 12:59:00,1270.4,林埃,,1272.1476744186045,
170,hold,60.0,0.0,,,,,,,1232.9000000003725,3,,,,,[''],2020-06-01 14:28:00,1248.5,,,,2020-06-01,2020-06-01 20:52:00,1267.1,具埃,,1250.8644155844154,
171,hold,61.0,0.0,,,,,,,592.8000000007453,3,,,,,[''],2020-06-02 22:16:00,1281.2,,,,2020-06-02,2020-06-03 01:53:00,1269.8,具埃,,1269.4692660550459,
172,hold,62.0,0.0,,,,,,,89.40000000037253,3,,,,,[''],2020-06-04 02:31:00,1277.8,,,,2020-06-03,2020-06-04 03:04:00,1269.8,具埃,,1270.4,
173,hold,63.0,0.0,,,,,,,292.79999999888236,3,,,,,[''],2020-06-04 23:54:00,1279.2,,,,2020-06-04,2020-06-05 01:45:00,1270.5,具埃,,1270.7196428571428,
174,hold,64.0,0.0,,,,,,,336.09999999962747,3,,,,,[''],2020-06-05 06:50:00,1211.0,,,,2020-06-05,2020-06-05 08:54:00,1201.3,林埃,,1200.8799999999997,
175,hold,65.0,0.0,,,,,,,792.8000000007451,3,,,,,[''],2020-06-08 10:52:00,1274.0,,,,2020-06-08,2020-06-08 15:30:00,1267.2,林埃,,1267.3906810035842,
176,hold,67.0,0.0,,,,,,,1913.0999999996275,3,,,,,[''],2020-06-10 03:18:00,1252.3,,,,2020-06-10,2020-06-10 14:50:00,1268.7,林埃,,1261.7683982683984,
177,hold,68.0,0.0,,,,,,,105.30000000074509,3,,,,,[''],2020-06-11 17:14:00,1276.1,,,,2020-06-11,2020-06-11 17:55:00,1269.6,林埃,,1269.5928571428572,
178,hold,69.0,0.0,,,,,,,225.9000000003726,3,,,,,[''],2020-06-12 04:23:00,1255.1,,,,2020-06-12,2020-06-12 05:47:00,1249.8,林埃,,1249.5741176470588,
179,hold,70.0,0.0,,,,,,,97.0,3,,,,,[''],2020-06-15 22:08:00,1269.8,,,,2020-06-15,2020-06-15 22:39:00,1275.6,具埃,,1271.103125,
180,hold,71.0,0.0,,,,,,,162.39999999850988,3,,,,,[''],2020-06-16 15:42:00,1255.9,,,,2020-06-16,2020-06-16 16:37:00,1250.3,具埃,,1249.7714285714287,
181,hold,72.0,0.0,,,,,,,3249.7000000011176,3,,,,,[''],2020-06-17 03:30:00,1253.9,,,,2020-06-17,2020-06-17 21:12:00,1249.8,具埃,,1249.5442144873,
182,hold,73.0,0.0,,,,,,,3662.099999999629,3,,,,,[''],2020-06-18 04:23:00,1239.6,,,,2020-06-18,2020-06-18 22:49:00,1249.4,具埃,,1249.425925925926,
183,hold,74.0,0.0,,,,,,,315.80000000074506,3,,,,,[''],2020-06-19 23:46:00,1276.8,,,,2020-06-19,2020-06-20 01:34:00,1271.3,具埃,,1272.1834862385322,
184,hold,76.0,0.0,,,,,,,3846.799999998881,3,,,,,[''],2020-06-22 19:19:00,1273.6,,,,2020-06-23,2020-06-23 20:45:00,1269.5,具埃,,1255.1379174852652,
185,hold,77.0,0.0,,,,,,,410.5,3,,,,,[''],2020-06-24 23:35:00,1271.2,,,,2020-06-24,2020-06-25 01:37:00,1270.6,具埃,,1268.926016260163,
186,hold,78.0,0.0,,,,,,,97.5,3,,,,,[''],2020-06-25 20:34:00,1277.0,,,,2020-06-25,2020-06-25 21:07:00,1270.9,具埃,,1270.1,
187,hold,79.0,0.0,,,,,,,486.9000000003725,3,,,,,[''],2020-06-26 23:18:00,1276.3,,,,2020-06-26,2020-06-27 02:18:00,1270.3,具埃,,1269.135359116022,
188,hold,81.0,0.0,,,,,,,299.0,3,,,,,[''],2020-07-01 23:46:00,1252.0,,,,2020-07-01,2020-07-02 01:27:00,1260.6,具埃,,1252.9352941176473,
189,hold,82.0,0.0,,,,,,,299.59999999962747,3,,,,,[''],2020-07-02 23:50:00,1276.0,,,,2020-07-03,2020-07-03 01:36:00,1270.2,具埃,,1268.563551401869,
190,hold,83.0,0.0,,,,,,,227.0999999996274,3,,,,,[''],2020-07-07 11:53:00,1251.7,,,,2020-07-07,2020-07-07 13:02:00,1248.1,林埃,,1246.6757142857148,
191,hold,84.0,0.0,,,,,,,318.40000000037253,3,,,,,[''],2020-07-08 10:55:00,1249.3,,,,2020-07-08,2020-07-08 12:58:00,1249.3,林埃,,1250.0951612903225,
192,hold,85.0,0.0,,,,,,,167.5,3,,,,,[''],2020-07-09 01:47:00,1258.9,,,,2020-07-09,2020-07-09 02:39:00,1251.2,林埃,,1255.0924528301887,
193,hold,86.0,0.0,,,,,,,214.5,3,,,,,[''],2020-07-10 11:45:00,1274.8,,,,2020-07-10,2020-07-10 13:00:00,1269.8,林埃,,1269.4039473684206,
194,hold,87.0,0.0,,,,,,,912.2999999988824,3,,,,,[''],2020-07-13 16:50:00,1273.8,,,,2020-07-13,2020-07-13 21:57:00,1268.4,具埃,,1265.8487012987014,
195,hold,0.0,0.0,,,,,,,1794.1999999992554,4,,,,,[''],2020-03-02 16:49:00,825.8,,,,2020-03-03,2020-03-02 19:52:00,1261.2,林埃,,1185.0157608695654,
196,hold,1.0,0.0,,,,,,,278.59999999962747,4,,,,,[''],2020-03-04 11:34:00,1282.1,,,,2020-03-04,2020-03-04 13:08:00,1273.2,林埃,,1272.0810526315786,
197,hold,2.0,0.0,,,,,,,1009.7000000011176,4,,,,,[''],2020-03-04 16:29:00,1257.3,,,,2020-03-05,2020-03-04 20:25:00,1251.3,林埃,,1251.8426160337551,
198,hold,3.0,0.0,,,,,,,206.0,4,,,,,[''],2020-03-06 11:54:00,1253.9,,,,2020-03-06,2020-03-06 13:18:00,1253.2,林埃,,1251.4388235294118,
199,hold,5.0,0.0,,,,,,,211.5,4,,,,,[''],2020-03-10 00:27:00,1259.8,,,,2020-03-10,2020-03-10 01:36:00,1252.5,具埃,,1251.3114285714285,
200,hold,6.0,0.0,,,,,,,2046.8000000007446,4,,,,,[''],2020-03-11 04:23:00,1251.3,,,,2020-03-11,2020-03-11 14:39:00,1253.7,具埃,,1251.4076175040518,
201,hold,8.0,0.0,,,,,,,231.5,4,,,,,[''],2020-03-13 23:54:00,1277.6,,,,2020-03-13,2020-03-14 01:37:00,1273.6,具埃,,1271.4701923076925,
202,hold,10.0,0.0,,,,,,,2528.800000000745,4,,,,,[''],2020-03-16 17:12:00,1255.6,,,,2020-03-17,2020-03-17 08:16:00,1253.7,林埃,,1251.20408839779,
203,hold,11.0,0.0,,,,,,,2713.5,4,,,,,[''],2020-03-17 15:48:00,1259.4,,,,2020-03-18,2020-03-18 08:34:00,1253.0,林埃,,1251.387487586892,
204,hold,12.0,0.0,,,,,,,209.5,4,,,,,[''],2020-03-19 11:25:00,1275.0,,,,2020-03-19,2020-03-19 12:54:00,1273.3,林埃,,1271.97,
205,hold,13.0,0.0,,,,,,,150.2000000011176,4,,,,,[''],2020-03-20 11:54:00,1251.2,,,,2020-03-20,2020-03-20 13:00:00,1253.7,林埃,,1251.6776119402987,
206,hold,14.0,0.0,,,,,,,290.90000000037253,4,,,,,[''],2020-03-23 23:28:00,1250.4,,,,2020-03-23,2020-03-24 01:25:00,1249.5,具埃,,1251.0788135593225,
207,hold,16.0,0.0,,,,,,,3126.199999999255,4,,,,,[''],2020-03-25 04:17:00,1252.1,,,,2020-03-25,2020-03-25 23:29:00,1255.1,具埃,,1251.1478751084128,
208,hold,17.0,0.0,,,,,,,223.6000000014901,4,,,,,[''],2020-03-26 22:32:00,1278.3,,,,2020-03-26,2020-03-27 00:14:00,1273.5,具埃,,1271.909708737864,
209,hold,18.0,0.0,,,,,,,534.5,4,,,,,[''],2020-03-27 20:37:00,1279.0,,,,2020-03-27,2020-03-28 00:40:00,1272.5,具埃,,1270.8676229508196,
210,hold,21.0,0.0,,,,,,,1619.1999999992554,4,,,,,[''],2020-03-31 23:16:00,1252.3,,,,2020-04-01,2020-04-01 10:01:00,1273.1,林埃,,1263.1636222910215,
211,hold,23.0,0.0,,,,,,,120.09999999962747,4,,,,,[''],2020-04-02 22:41:00,1264.4,,,,2020-04-03,2020-04-02 23:18:00,1256.0,林埃,,1252.5184210526313,
212,hold,24.0,0.0,,,,,,,77.29999999888241,4,,,,,[''],2020-04-04 10:01:00,1274.3,,,,2020-04-04,2020-04-04 10:33:00,1274.5,林埃,,1272.2757575757576,
213,hold,26.0,0.0,,,,,,,1795.8000000007446,4,,,,,[''],2020-04-07 10:10:00,1256.3,,,,2020-04-07,2020-04-07 21:55:00,1272.4,具埃,,1256.7220963172804,
214,hold,27.0,0.0,,,,,,,81.0,4,,,,,[''],2020-04-09 03:19:00,1276.5,,,,2020-04-08,2020-04-09 03:50:00,1272.9,具埃,,1270.075,
215,hold,28.0,0.0,,,,,,,174.4000000003726,4,,,,,[''],2020-04-09 23:52:00,1267.4,,,,2020-04-09,2020-04-10 01:03:00,1271.6,具埃,,1270.7194444444444,
216,hold,31.0,0.0,,,,,,,201.0999999996274,4,,,,,[''],2020-04-15 11:35:00,1254.8,,,,2020-04-15,2020-04-15 12:59:00,1252.3,林埃,,1251.42,
217,hold,32.0,0.0,,,,,,,532.9000000003724,4,,,,,[''],2020-04-15 23:57:00,1258.0,,,,2020-04-16,2020-04-16 02:50:00,1254.1,林埃,,1251.6482758620689,
218,hold,33.0,0.0,,,,,,,319.20000000111764,4,,,,,[''],2020-04-16 17:29:00,1252.8,,,,2020-04-17,2020-04-16 18:03:00,1255.1,林埃,,1253.2057142857145,
219,hold,34.0,0.0,,,,,,,829.1000000014903,4,,,,,[''],2020-04-20 13:53:00,1252.8,,,,2020-04-20,2020-04-20 19:05:00,1254.0,具埃,,1251.6453674121406,
220,hold,35.0,0.0,,,,,,,374.3999999985099,4,,,,,[''],2020-04-21 11:12:00,1255.3,,,,2020-04-21,2020-04-21 13:02:00,1272.9,具埃,,1259.4855855855856,
221,hold,36.0,0.0,,,,,,,2436.6000000014897,4,,,,,[''],2020-04-24 06:15:00,1258.7,,,,2020-04-24,2020-04-24 20:21:00,1274.0,具埃,,1265.3334120425031,
222,hold,37.0,0.0,,,,,,,197.0,4,,,,,[''],2020-04-25 20:30:00,1290.7,,,,2020-04-25,2020-04-25 21:42:00,1273.6,具埃,,1262.509589041096,
223,hold,38.0,0.0,,,,,,,3148.0999999996275,4,,,,,[''],2020-04-27 09:52:00,1258.5,,,,2020-04-27,2020-04-28 05:30:00,1273.0,林埃,,1260.7245122985582,
224,hold,39.0,0.0,,,,,,,508.5,4,,,,,[''],2020-04-28 11:51:00,1252.6,,,,2020-04-28,2020-04-28 15:26:00,1253.7,具埃,,1251.8393518518515,
225,hold,40.0,0.0,,,,,,,108.0,4,,,,,[''],2020-04-29 02:18:00,1278.0,,,,2020-04-29,2020-04-29 02:51:00,1273.2,林埃,,1257.6823529411765,
226,hold,41.0,0.0,,,,,,,176.30000000074506,4,,,,,[''],2020-05-06 16:55:00,1271.5,,,,2020-05-06,2020-05-06 18:05:00,1273.8,林埃,,1271.425352112676,
227,hold,42.0,0.0,,,,,,,1794.5,4,,,,,[''],2020-05-06 21:59:00,1252.6,,,,2020-05-07,2020-05-07 09:26:00,1275.7,林埃,,1254.261918604651,
228,hold,43.0,0.0,,,,,,,1818.10000000149,4,,,,,[''],2020-05-07 20:55:00,1251.2,,,,2020-05-08,2020-05-08 08:23:00,1274.4,林埃,,1252.5027576197385,
229,hold,45.0,0.0,,,,,,,202.80000000074506,4,,,,,[''],2020-05-11 11:57:00,1279.0,,,,2020-05-11,2020-05-11 13:10:00,1275.6,林埃,,1273.289189189189,
230,hold,46.0,0.0,,,,,,,583.4000000003724,4,,,,,[''],2020-05-12 06:26:00,1271.0,,,,2020-05-12,2020-05-12 10:13:00,1275.4,林埃,,1271.5631578947364,
231,hold,47.0,0.0,,,,,,,553.6000000014901,4,,,,,[''],2020-05-13 11:00:00,1259.6,,,,2020-05-13,2020-05-13 14:54:00,1253.9,林埃,,1252.236808510641,
232,hold,48.0,0.0,,,,,,,556.9000000003724,4,,,,,[''],2020-05-14 06:44:00,1274.1,,,,2020-05-14,2020-05-14 09:33:00,1271.3,林埃,,1271.3341176470587,
233,hold,49.0,0.0,,,,,,,258.59999999962747,4,,,,,[''],2020-05-15 13:55:00,1274.9,,,,2020-05-15,2020-05-15 15:40:00,1273.5,林埃,,1272.4358490566035,
234,hold,50.0,0.0,,,,,,,339.1000000014901,4,,,,,[''],2020-05-18 23:27:00,1268.8,,,,2020-05-18,2020-05-19 01:38:00,1274.2,具埃,,1271.659090909091,
235,hold,51.0,0.0,,,,,,,328.19999999925494,4,,,,,[''],2020-05-21 03:49:00,1279.4,,,,2020-05-19,2020-05-21 06:07:00,1273.3,具埃,,1271.5122302158275,
236,hold,52.0,0.0,,,,,,,675.7999999988824,4,,,,,[''],2020-05-22 21:51:00,1280.7,,,,2020-05-21,2020-05-23 01:59:00,1276.0,具埃,,1271.6991967871484,
237,hold,53.0,0.0,,,,,,,642.7999999988824,4,,,,,[''],2020-05-25 17:30:00,1259.8,,,,2020-05-26,2020-05-25 19:04:00,1253.6,林埃,,1252.3757894736839,
238,hold,54.0,0.0,,,,,,,571.8000000007453,4,,,,,[''],2020-05-27 09:41:00,1283.9,,,,2020-05-27,2020-05-27 13:50:00,1276.4,林埃,,1272.2068000000004,
239,hold,55.0,0.0,,,,,,,913.4000000003723,4,,,,,[''],2020-05-28 01:37:00,1262.5,,,,2020-05-28,2020-05-28 08:27:00,1273.0,林埃,,1257.7975669099758,
240,hold,56.0,0.0,,,,,,,282.70000000111764,4,,,,,[''],2020-05-29 11:15:00,1274.8,,,,2020-05-29,2020-05-29 13:05:00,1273.4,林埃,,1272.0072072072066,
241,hold,57.0,0.0,,,,,,,990.5,4,,,,,[''],2020-06-01 23:10:00,1259.8,,,,2020-06-02,2020-06-02 03:00:00,1252.8,林埃,,1252.407792207792,
242,hold,58.0,0.0,,,,,,,554.7000000011176,4,,,,,[''],2020-06-03 02:35:00,1274.8,,,,2020-06-03,2020-06-03 05:44:00,1273.5,林埃,,1271.6052631578948,
243,hold,59.0,0.0,,,,,,,245.5999999996274,4,,,,,[''],2020-06-04 11:15:00,1272.2,,,,2020-06-04,2020-06-04 12:54:00,1273.6,林埃,,1272.097,
244,hold,60.0,0.0,,,,,,,3645.900000000373,4,,,,,[''],2020-06-04 19:37:00,1261.0,,,,2020-06-05,2020-06-05 19:13:00,1274.0,林埃,,1256.7802399435427,
245,hold,61.0,0.0,,,,,,,354.0999999996275,4,,,,,[''],2020-06-25 23:46:00,1259.8,,,,2020-06-25,2020-06-26 02:08:00,1256.0,具埃,,1252.1048951048954,
246,hold,62.0,0.0,,,,,,,408.3999999985099,4,,,,,[''],2020-06-29 10:12:00,1253.6,,,,2020-06-29,2020-06-29 13:11:00,1255.8,林埃,,1252.2088888888886,
247,hold,63.0,0.0,,,,,,,618.6999999992547,4,,,,,[''],2020-07-01 13:22:00,1260.8,,,,2020-06-30,2020-07-01 18:03:00,1255.9,林埃,,1251.9418439716312,
248,hold,64.0,0.0,,,,,,,2471.2999999988824,4,,,,,[''],2020-07-02 19:00:00,1253.8,,,,2020-07-03,2020-07-03 09:47:00,1279.2,林埃,,1251.8013513513515,
249,hold,65.0,0.0,,,,,,,168.0,4,,,,,[''],2020-07-07 23:44:00,1274.4,,,,2020-07-07,2020-07-08 00:51:00,1274.9,具埃,,1271.2823529411764,
250,hold,66.0,0.0,,,,,,,2779.699999999255,4,,,,,[''],2020-07-08 07:28:00,1259.4,,,,2020-07-08,2020-07-09 01:07:00,1273.7,具埃,,1257.8412735849056,
251,hold,67.0,0.0,,,,,,,731.0,4,,,,,[''],2020-07-09 14:41:00,1251.4,,,,2020-07-09,2020-07-09 20:13:00,1274.9,具埃,,1252.589189189189,
252,hold,69.0,0.0,,,,,,,103.0,4,,,,,[''],2020-07-13 14:51:00,1270.3,,,,2020-07-13,2020-07-13 15:35:00,1272.7,林埃,,1271.7666666666667,
253,hold,70.0,0.0,,,,,,,585.3999999985099,4,,,,,[''],2020-07-14 02:06:00,1249.0,,,,2020-07-14,2020-07-14 05:57:00,1254.8,林埃,,1251.4659482758625,
254,hold,1.0,0.0,,,,,,,694.6000000014903,5,,,,,[''],2020-03-03 09:41:00,1250.4,,,,2020-03-03,2020-03-03 14:45:00,1251.9,林埃,,1250.5145901639344,
255,hold,2.0,0.0,,,,,,,517.9000000003724,5,,,,,[''],2020-03-04 11:29:00,1253.7,,,,2020-03-04,2020-03-04 14:50:00,1270.4,林埃,,1258.527722772277,
256,hold,3.0,0.0,,,,,,,843.0,5,,,,,[''],2020-03-05 10:42:00,1244.5,,,,2020-03-05,2020-03-05 16:04:00,1271.3,林埃,,1253.993188854489,
257,hold,5.0,0.0,,,,,,,1130.5,5,,,,,[''],2020-03-12 16:43:00,1261.0,,,,2020-03-12,2020-03-12 23:18:00,1250.7,具埃,,1250.7022727272729,
258,hold,8.0,0.0,,,,,,,120.40000000037253,5,,,,,[''],2020-03-17 15:32:00,1278.0,,,,2020-03-17,2020-03-17 16:11:00,1272.8,林埃,,1272.1174999999996,
259,hold,9.0,0.0,,,,,,,441.1999999992548,5,,,,,[''],2020-03-18 17:09:00,1281.3,,,,2020-03-18,2020-03-18 20:13:00,1272.6,林埃,,1271.1302702702706,
260,hold,10.0,0.0,,,,,,,266.5,5,,,,,[''],2020-03-19 16:24:00,1285.1,,,,2020-03-19,2020-03-19 17:58:00,1271.7,林埃,,1271.7894736842104,
261,hold,11.0,0.0,,,,,,,228.5999999996274,5,,,,,[''],2020-03-23 15:08:00,1276.8,,,,2020-03-23,2020-03-23 16:30:00,1272.8,林埃,,1271.478313253012,
262,hold,12.0,0.0,,,,,,,1470.9000000003725,5,,,,,[''],2020-04-01 16:38:00,1268.1,,,,2020-04-01,2020-04-02 02:02:00,1277.6,具埃,,1264.5725663716814,
263,hold,13.0,0.0,,,,,,,106.80000000074509,5,,,,,[''],2020-04-03 01:20:00,1270.8,,,,2020-04-02,2020-04-03 02:05:00,1274.8,具埃,,1272.417391304348,
264,hold,14.0,0.0,,,,,,,936.5999999996277,5,,,,,[''],2020-04-03 14:21:00,1250.7,,,,2020-04-03,2020-04-03 20:09:00,1267.4,具埃,,1256.2575931232093,
265,hold,15.0,0.0,,,,,,,269.09999999962747,5,,,,,[''],2020-04-04 09:40:00,1259.2,,,,2020-04-04,2020-04-04 10:25:00,1251.5,具埃,,1252.1652173913044,
266,hold,16.0,0.0,,,,,,,573.7999999988824,5,,,,,[''],2020-04-06 17:00:00,1251.6,,,,2020-04-06,2020-04-06 19:08:00,1251.4,具埃,,1251.4426356589145,
267,hold,18.0,0.0,,,,,,,972.0,5,,,,,[''],2020-04-08 09:24:00,1273.3,,,,2020-04-08,2020-04-08 16:32:00,1285.2,林埃,,1279.3696969696969,
268,hold,19.0,0.0,,,,,,,246.0999999996274,5,,,,,[''],2020-04-09 11:05:00,1277.5,,,,2020-04-09,2020-04-09 12:57:00,1281.7,林埃,,1279.3026548672567,
269,hold,20.0,0.0,,,,,,,575.4000000003724,5,,,,,[''],2020-04-10 11:05:00,1268.7,,,,2020-04-10,2020-04-10 15:21:00,1275.1,林埃,,1259.1879377431906,
270,hold,22.0,0.0,,,,,,,306.90000000037253,5,,,,,[''],2020-04-21 16:17:00,1241.4,,,,2020-04-21,2020-04-21 17:52:00,1232.6,林埃,,1231.859375,
